code,KYOTOGHGAR4_IPC4_TOTAL_NET_HISTORY_UNFCCC2019BI
entity,KYOTOGHGAR4
category,IPC4
name_category,Waste
type,NET
class,TOTAL
descr,Result of N2O+CH4_CAT6_TOTAL_NET_HISTORY_UNFCCC2019BTX+CO2_CAT6_TOTAL_NET_HISTORY_UNFCCC2019BTX - regarding information just missing in one of the tables as zero
note,calculated by the function combine_tables_varying_in_one_sheet_as by CC and JN from PRIMAP
source,UNFCCC2019BI
scenario,HISTORY
datatype,CountryYearMatrix
tablekind,usr
family,emi
subsource,UNFCCC_2019B.csv
unit,MtCO2eq
gwp,AR4
iso3,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
ALB,0.16022,0.16872,0.20022,0.23347,0.32122,0.36772,0.48597,0.53922,0.53622,0.62397,0.68396,0.68646,0.68521,0.69671,0.75069,0.75744,0.84094,0.84994,0.81044,0.96544,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ARE,NaN,NaN,NaN,NaN,2.7671,NaN,NaN,NaN,NaN,NaN,3.1144,NaN,NaN,NaN,NaN,8.475,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.6109,NaN,NaN
ARG,11.0023,NaN,NaN,NaN,12.005,NaN,NaN,13.649,NaN,NaN,16.4609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.4057,NaN,24.4811,NaN,NaN,NaN,NaN
ARM,0.66048,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.71097,NaN,NaN,NaN,NaN,NaN,0.74622,NaN,NaN,NaN,0.7544,NaN,NaN,NaN,NaN,NaN,NaN
AZE,2.1538,2.0088,2.0213,2.0433,2.0601,2.0853,2.1023,2.1148,2.1203,2.1266,2.0869,2.194,2.2239,2.2542,2.3247,2.2798,2.3476,2.4036,2.4583,2.4738,2.5464,2.5726,2.8801,0.90777,NaN,NaN,NaN
BGD,NaN,NaN,NaN,NaN,1.5623,NaN,NaN,NaN,NaN,NaN,NaN,15.1081,NaN,NaN,NaN,17.2626,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BIH,1.1815,1.1815,0.81,0.4475,0.54,0.605,0.8875,0.88,0.975,1.0825,1.1475,1.1767,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.275,1.125,NaN,NaN
BOL,0.19317,NaN,NaN,NaN,0.61378,NaN,NaN,NaN,1.284,NaN,1.4506,NaN,1.915,NaN,1.993,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BRA,32.5398,33.7786,35.1564,36.3532,37.628,39.1748,40.5596,42.1538,43.6998,45.4689,47.0151,48.2104,50.2558,52.2432,53.434,55.2003,56.7711,57.9903,58.7531,60.0878,62.3861,66.2075,67.1393,72.2963,73.6032,74.0455,NaN
CAF,NaN,NaN,NaN,NaN,2.4855,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.072026,0.073864,0.075379,0.077192,0.078707,0.080547,0.08416,0.085573,NaN,NaN,NaN,NaN,NaN,NaN
CHL,2.9663,NaN,NaN,NaN,3.2511,NaN,NaN,NaN,NaN,NaN,3.8235,NaN,NaN,NaN,NaN,NaN,2.9342,NaN,NaN,NaN,4.5031,NaN,NaN,5.3056,NaN,NaN,5.7956
