code,N2OAR4_IPCMLULUCF_TOTAL_NET_HISTORY_CRF2019
entity,N2O
category,IPCMLULUCF
name_category,LULUCF
type,NET
class,TOTAL
source,CRF2019
descr,Data read in by JG. LJ
note,
scenario,HISTORY
datatype,CountryYearMatrix
tablekind,raw
family,emi
subsource,Table4; Table10s4; Summary1.As2
unit,MtCO2eq
gwp,AR4
iso3,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
LIE,NaN,NaN,NaN,NaN,0.00031038,0.00030433,0.00030433,0.00030433,0.00030433,0.00030433,0.00030433,0.00031588,0.00032737,0.00033892,0.00035041,0.00036196,0.00037345,0.00037923,0.00038508,0.00039087,0.00039672,0.00040254,0.00040853,0.00041053,0.0004126,0.00041477,0.00041684,0.00041901,0.00042108,0.00042325,0.00042538,0.00041597
LTU,NaN,NaN,NaN,NaN,0.13186,0.13209,0.1372,0.13482,0.15203,0.13947,0.13803,0.13593,0.13301,0.14421,0.13378,0.13024,0.12775,0.13658,0.14835,0.1356,0.15446,0.13879,0.14884,0.17448,0.16514,0.16316,0.15758,0.16216,0.16481,0.1658,0.1772,0.18877
LUX,NaN,NaN,NaN,NaN,0.021322,0.021322,0.021322,0.021322,0.021322,0.021322,0.021322,0.021322,0.021322,0.021322,0.021005,0.020689,0.020373,0.020056,0.01974,0.019423,0.019107,0.018791,0.018078,0.017365,0.016702,0.01601,0.015322,0.014577,0.01381,0.013036,0.012242,0.011519
LVA,NaN,NaN,NaN,NaN,0.57764,0.57731,0.58716,0.57906,0.57907,0.5804,0.58204,0.58304,0.58491,0.58887,0.59075,0.58972,0.59623,0.59677,0.59859,0.59822,0.60786,0.60248,0.6036,0.6061,0.60673,0.6079,0.60937,0.61113,0.61395,0.61484,0.61617,0.61758
MCO,NaN,NaN,NaN,NaN,1.1548e-05,1.1691e-05,1.1895e-05,1.2048e-05,1.2273e-05,1.241e-05,1.2461e-05,1.2514e-05,1.2541e-05,1.2608e-05,1.2638e-05,1.1809e-05,2.3061e-05,2.3471e-05,2.4159e-05,1.3821e-05,7.8388e-06,1.1786e-05,1.1284e-05,6.9819e-06,9.305e-06,9.4037e-06,9.0889e-06,1.168e-05,1.3364e-05,1.3563e-05,1.152e-05,1.0586e-05
NLD,NaN,NaN,NaN,NaN,0.005723,0.011264,0.016806,0.022347,0.027888,0.033429,0.038971,0.044512,0.050053,0.055595,0.061136,0.066677,0.072219,0.07776,0.081323,0.085008,0.088817,0.092751,0.096815,0.10234,0.10403,0.10635,0.10929,0.10489,0.10093,0.097412,0.094338,0.096205
NOR,NaN,NaN,NaN,NaN,0.25146,0.25856,0.26312,0.26599,0.26942,0.27256,0.27581,0.28085,0.28299,0.28678,0.29002,0.29305,0.2972,0.30012,0.30035,0.30351,0.30852,0.30836,0.31536,0.31836,0.32,0.32003,0.32112,0.32157,0.32071,0.32119,0.32871,0.32902
NZL,NaN,NaN,NaN,NaN,0.20714,0.20186,0.20341,0.21142,0.22222,0.23158,0.24364,0.24605,0.24215,0.23175,0.23622,0.23156,0.22619,0.22274,0.21915,0.22335,0.22366,0.24327,0.20064,0.19911,0.19433,0.18861,0.18593,0.17619,0.15155,0.14489,0.12812,0.10691
POL,NaN,NaN,4.2217,4.262,4.615,4.2555,4.3105,4.6391,4.3658,0.34428,0.32997,0.32869,4.4076,4.4232,4.4306,0.41121,0.40142,0.41414,0.42995,4.5736,4.5193,4.5779,5.031,4.6263,4.6777,4.6939,4.7665,4.7932,5.1355,1.0937,6.4954,3.5562
PRT,NaN,NaN,NaN,NaN,0.57679,0.5775,0.50441,0.48162,0.48183,0.51778,0.47928,0.45316,0.52376,0.46335,0.49297,0.47502,0.47617,0.60021,0.46435,0.56355,0.42337,0.37952,0.35159,0.37637,0.40365,0.37647,0.40442,0.41469,0.35762,0.36721,0.4189,0.56811
ROU,NaN,NaN,NaN,1.2409,1.3318,1.3828,1.4314,1.477,1.52,1.5603,1.598,1.6329,1.6652,1.6948,1.7228,1.7461,1.7685,1.7864,1.8024,1.8158,1.8268,1.8354,1.8401,1.843,1.8427,1.8433,1.8443,1.8429,1.8428,1.8431,1.8429,1.8433
RUS,NaN,NaN,NaN,NaN,10.5181,14.9841,15.0775,15.1107,14.5136,14.1596,15.9718,14.2013,18.3448,14.5671,15.4665,15.0662,15.9871,17.3044,14.4226,16.8063,18.992,18.3964,19.0816,22.5055,12.0517,12.3609,12.5474,11.9193,13.7109,16.4318,14.5567,14.6808
SVK,NaN,NaN,NaN,NaN,0.096539,0.084115,0.084579,0.089817,0.075241,0.066422,0.064171,0.057413,0.053284,0.078111,0.054674,0.042214,0.043476,0.052581,0.036242,0.041221,0.033679,0.038489,0.030461,0.034301,0.029775,0.032107,0.045974,0.028303,0.033676,0.037713,0.035374,0.03674
SVN,0.051325,0.051152,0.050827,0.050733,0.051566,0.051596,0.051327,0.053065,0.05252,0.051241,0.050982,0.050838,0.051185,0.049799,0.048861,0.048689,0.047803,0.051314,0.046726,0.046374,0.048402,0.044497,0.043081,0.042052,0.040604,0.039618,0.039687,0.035655,0.033251,0.031051,0.029994,0.02777
SWE,NaN,NaN,NaN,NaN,1.296,1.2822,1.2779,1.2837,1.2855,1.2954,1.295,1.2972,1.301,1.3094,1.3175,1.3182,1.3163,1.3212,1.3187,1.334,1.3413,1.3381,1.3086,1.2733,1.2888,1.2315,1.184,1.1882,1.2085,1.2302,1.2294,1.2202
TUR,NaN,NaN,NaN,NaN,0.050213,0.02998,0.046789,0.060254,0.14774,0.034924,0.063869,0.032851,0.035087,0.034023,0.11607,0.039739,0.04883,0.042958,0.035994,0.027131,0.051486,0.073878,0.15691,0.047301,0.042265,0.0471,0.077052,0.084055,0.045433,0.049345,0.07477,0.0738
UKR,NaN,NaN,NaN,NaN,0.19306,0.19104,0.20017,0.22087,0.24256,0.25775,0.27835,0.25739,0.27866,0.28454,0.27796,0.29508,0.29611,0.29337,0.2927,0.30013,0.30667,0.36762,0.3271,0.3253,0.19632,0.1823,0.19443,0.16703,0.18146,0.1504,0.12717,0.13857
USA,NaN,NaN,NaN,NaN,2.7825,2.7607,3.2985,2.6496,5.7116,2.8887,5.3526,2.8891,3.4989,5.146,8.3727,4.9675,9.2816,7.8151,8.3428,6.9844,8.2494,9.1763,7.4486,6.5299,5.5975,6.9966,9.8568,7.5775,7.695,11.8366,6.7007,6.6792
