code,CH4AR4_IPC2_TOTAL_NET_HISTORY_UNFCCC2019BI
entity,CH4
category,IPC2
name_category,IndustrialProcessesAndProductUse
type,NET
class,TOTAL
descr,GHG data submitted to the UNFCCC by Parties: non-AnnexI Parties only. See http://unfccc.int/di/DetailedByParty.do
note,Read in by JG and RG
source,UNFCCC2019BI
scenario,HISTORY
datatype,CountryYearMatrix
tablekind,usr
family,emi
subsource,UNFCCC_2019B.csv
unit,MtCO2eq
gwp,AR4
iso3,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
ARG,0.023737,NaN,NaN,NaN,0.026327,NaN,NaN,0.032405,NaN,NaN,0.032136,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.056798,NaN,0.055845,NaN,NaN,NaN,NaN
AZE,NaN,0.00475,0.001,0.001,0.0005,0.00075,0.00175,0.001,0.00075,0.0015,NaN,0.001,0.00225,0.0015,0.00175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058875,NaN,NaN,NaN
BRA,1.1775,1.0525,0.99,1.075,1.105,1.0275,0.9475,0.955,0.9,1,1.0925,1,1.035,1.195,1.3875,1.3725,1.41,1.4575,1.41,0.98,1.1325,1.18,1.1,1.04,1.025,1.0175,NaN
CHL,0.055,NaN,NaN,NaN,0.055,NaN,NaN,NaN,NaN,NaN,0.17,NaN,NaN,NaN,NaN,NaN,0.16029,NaN,NaN,NaN,0.0575,NaN,NaN,0.02,NaN,NaN,0.0225
COL,0.0050003,NaN,NaN,NaN,0.0097505,NaN,NaN,NaN,NaN,NaN,0.02225,NaN,NaN,NaN,0.02175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EARTH,1.7423,1.3396,1.3516,1.458,1.6576,1.4399,1.4056,1.5236,1.4555,1.5817,5.0547,1.6707,1.7823,1.8946,2.1391,2.1344,2.3567,2.2712,2.2067,1.7976,3.5541,2.0244,2.8069,1.7695,1.701,1.0228,0.0225
IDN,0.0115,0.01075,0.008,0.0115,0.01275,NaN,NaN,NaN,NaN,NaN,2.611,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IND,NaN,NaN,NaN,NaN,0.05,NaN,NaN,NaN,NaN,NaN,0.13475,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5745,NaN,NaN,NaN,NaN,NaN,NaN
ISR,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,NaN,NaN,0.0051349,0.0040356,0.0043943,0.0032775,0.00506,0.0053431,0.0055846,0.0049896,0.0059818,0.0057216,0.0047507,0.0052911,0.0053359,NaN
KOR,0.13275,0.185,0.26275,0.293,0.31325,0.32175,0.36475,0.4455,0.465,0.49425,0.5165,0.495,0.5385,0.5355,0.5495,0.5605,0.5835,0.612,0.59325,0.59875,0.6135,0.6155,0.64575,0.63925,0.67075,NaN,NaN
MEX,0.097048,0.086607,0.08981,0.077536,0.08325,0.089881,0.091583,0.089679,0.08975,0.085929,0.087262,0.074893,0.072857,0.07544,0.080143,0.07744,0.079345,0.078131,0.077488,0.076714,0.076679,0.09125,0.082512,0.059583,NaN,NaN,NaN
MYS,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.10325,0.099702,0.1335,0.080321,0.091024,0.11643,0.11675,0.11473,0.11725,0.13308,0.14145,0.128,NaN,NaN,NaN,NaN,NaN
SAU,0.23973,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2795,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8925,NaN,0.9135,NaN,NaN,NaN,NaN
TKM,NaN,NaN,NaN,NaN,0.0017325,NaN,NaN,NaN,NaN,NaN,0.000425,NaN,NaN,NaN,0.0005775,NaN,NaN,NaN,NaN,NaN,0.0001725,NaN,NaN,NaN,NaN,NaN,NaN
UZB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.381e-05,0.00011905,0.00013095,0.00019048,0.0017262,0.0027857,0.0031667,0.0034881,0.0037619,0.0034167,0.0034643,0.0035238,0.0036905,0.0035238,NaN,NaN,NaN,NaN
