code,N2OAR4_IPCMLULUCF_TOTAL_NET_HISTORY_CRF2018
entity,N2O
category,IPCMLULUCF
name_category,LULUCF
type,NET
class,TOTAL
source,CRF2018
descr,Data read in by JG. LJ
note,
scenario,HISTORY
datatype,CountryYearMatrix
tablekind,raw
family,emi
subsource,Table4; Table10s4; Summary1.As2
unit,MtCO2eq
gwp,AR4
iso3,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
DNK,NaN,NaN,NaN,NaN,0.027417,0.027048,0.027095,0.027127,0.027146,0.027149,0.027136,0.027112,0.027088,0.027015,0.026945,0.026867,0.026775,0.026658,0.026971,0.026936,0.026868,0.026777,0.026687,0.026583,0.027076,0.027564,0.027996,0.0285,0.029509,0.034099,0.033302
EARTH,0.074404,0.077574,0.47244,1.7586,36.3451,40.621,39.8726,39.7736,43.1346,39.2754,42.969,38.9152,43.7626,43.8352,46.8062,42.7719,48.2808,47.7779,47.6153,48.2182,51.1003,52.3532,49.331,53.0562,40.6387,45.4115,44.5305,40.6862,44.2999,52.478,50.9218
ESP,NaN,NaN,NaN,NaN,0.36818,0.46435,0.27837,0.25859,0.69225,0.38379,0.274,0.35458,0.40691,0.35051,0.52364,0.37964,0.40421,0.45739,0.44507,0.52165,0.48035,0.34516,0.31247,0.40636,0.30662,0.36546,0.5076,0.27602,0.24797,0.32518,0.2943
EST,NaN,NaN,NaN,NaN,0.0015286,0.001615,0.0020751,0.0019776,0.0020612,0.002132,0.0022974,0.0025707,0.0024986,0.0027967,0.0030246,0.0031296,0.0038616,0.0042134,0.0051741,0.0066621,0.0096753,0.011293,0.013753,0.015857,0.017547,0.018588,0.019504,0.020163,0.020721,0.021095,0.021338
EU28,0.074404,0.077574,0.47244,1.7586,13.6868,13.8672,13.7465,14.2259,14.3656,14.0192,13.9488,13.905,14.1632,13.8872,14.3356,14.0654,14.0411,14.4104,14.0903,14.2978,14.165,14.4305,14.1113,14.3244,14.3199,14.4049,14.6535,14.1302,14.4618,14.7551,15.1288
FIN,NaN,NaN,NaN,NaN,1.2706,1.2683,1.2646,1.2611,1.2718,1.2733,1.2764,1.2828,1.2903,1.2893,1.2865,1.291,1.2888,1.2872,1.2859,1.2818,1.2883,1.2825,1.296,1.2828,1.2812,1.2748,1.2694,1.2701,1.2697,1.2674,1.271
FRA,NaN,NaN,NaN,NaN,3.2114,3.1895,3.2153,3.1919,3.1747,3.1671,3.1609,3.1676,3.1453,3.1209,3.1513,3.0998,3.1078,3.0958,3.0447,3.0522,3.0298,3.0553,3.0835,3.1152,3.139,3.1255,3.0827,3.0595,3.0696,3.0885,3.1259
GBR,NaN,NaN,NaN,NaN,2.2512,2.2352,2.2153,2.2045,2.1925,2.1912,2.1759,2.1693,2.1576,2.1468,2.0881,2.0234,1.9654,1.9376,1.8564,1.8081,1.7558,1.7154,1.6534,1.6085,1.578,1.558,1.5564,1.5055,1.489,1.4539,1.4422
GRC,NaN,NaN,NaN,NaN,0.0064605,0.0049213,0.010663,0.010729,0.010836,0.0087008,0.0080665,0.011503,0.020404,0.0091983,0.026542,0.01316,0.011951,0.012856,0.014468,0.014758,0.016437,0.042109,0.020124,0.020804,0.017499,0.016933,0.019356,0.016554,0.015625,0.015519,0.016963
HRV,NaN,NaN,NaN,NaN,0.038802,0.040425,0.049192,0.062219,0.047087,0.044649,0.051254,0.05224,0.07232,0.045208,0.10893,0.064277,0.064718,0.097531,0.081913,0.091284,0.10315,0.1212,0.1064,0.1036,0.10174,0.11443,0.12761,0.10235,0.10125,0.11104,0.10838
HUN,0.022041,0.025384,0.029002,0.033995,0.042453,0.037605,0.043961,0.05603,0.063091,0.05629,0.055771,0.060465,0.06307,0.058321,0.070266,0.067579,0.069556,0.070329,0.067246,0.075085,0.062133,0.070387,0.061803,0.069783,0.056319,0.067038,0.082732,0.057114,0.061119,0.058271,0.051687
IRL,NaN,NaN,NaN,NaN,0.14617,0.16655,0.13114,0.14517,0.1541,0.19255,0.18399,0.20049,0.18958,0.18174,0.19813,0.23185,0.25388,0.29881,0.27862,0.29125,0.29238,0.28591,0.32198,0.32244,0.3565,0.33006,0.32849,0.3346,0.32841,0.33924,0.31994
ISL,NaN,NaN,NaN,NaN,0.0663,0.066484,0.066673,0.066814,0.066956,0.067198,0.067397,0.067722,0.068179,0.068653,0.069385,0.069829,0.070455,0.070854,0.071266,0.071808,0.078192,0.073592,0.074467,0.075056,0.075219,0.075609,0.076005,0.076441,0.076796,0.077217,0.077221
ITA,NaN,NaN,NaN,NaN,0.82312,0.88378,0.88823,1.0067,0.95462,0.82791,0.65544,0.70186,0.76108,0.62845,0.67872,0.62805,0.58022,0.65041,0.61447,0.61399,0.60484,0.85204,0.65876,0.68897,0.64187,0.6736,0.76027,0.55804,0.5863,0.55637,0.7556
JPN,NaN,NaN,NaN,NaN,0.2204,0.21839,0.21678,0.21741,0.21569,0.21238,0.21151,0.20947,0.2056,0.20355,0.20169,0.20039,0.19942,0.19577,0.19477,0.19259,0.18949,0.18763,0.18737,0.18468,0.18273,0.18255,0.18314,0.18287,0.18508,0.18466,0.18548
KAZ,NaN,NaN,NaN,NaN,0.0054832,0.0087612,0.0056322,0.0051554,0.018238,0.086748,0.02831,0.29025,0.051196,0.086927,0.053878,0.078434,0.061418,0.1434,0.079,0.05358,0.096463,0.091128,0.015883,0.009536,0.020175,0.010102,0.0075692,0.0014006,0.014066,0.032959,0.0028608
LIE,NaN,NaN,NaN,NaN,0.00031038,0.00030433,0.00030433,0.00030433,0.00030433,0.00030433,0.00030433,0.00031588,0.00032737,0.00033892,0.00035041,0.00036196,0.00037345,0.00037923,0.00038508,0.00039087,0.00039672,0.00040254,0.00040853,0.00040912,0.0004126,0.00041477,0.00041684,0.00041901,0.00041684,0.00041794,0.00041794
LTU,NaN,NaN,NaN,NaN,0.13187,0.1321,0.13721,0.13483,0.15204,0.13948,0.13804,0.13594,0.13302,0.14423,0.13379,0.13025,0.12776,0.13659,0.14836,0.13562,0.15447,0.13887,0.1492,0.17494,0.16557,0.16349,0.15732,0.16328,0.16632,0.16816,0.18093
LUX,NaN,NaN,NaN,NaN,0.021322,0.021322,0.021322,0.021322,0.021322,0.021322,0.021322,0.021322,0.021322,0.021322,0.021005,0.020689,0.020373,0.020056,0.01974,0.019423,0.019107,0.018791,0.018078,0.017365,0.016732,0.016057,0.015407,0.014704,0.013979,0.013224,0.012524
LVA,NaN,NaN,NaN,NaN,0.57436,0.57373,0.58314,0.57539,0.57542,0.57659,0.57889,0.57952,0.58102,0.58459,0.58707,0.58612,0.5927,0.59332,0.59521,0.59491,0.60463,0.59887,0.59961,0.60173,0.602,0.6028,0.60387,0.60523,0.60764,0.60813,0.60943
MCO,NaN,NaN,NaN,NaN,1.1548e-05,1.1691e-05,1.1895e-05,1.2048e-05,1.2273e-05,1.241e-05,1.2461e-05,1.2514e-05,1.2541e-05,1.2608e-05,1.2638e-05,1.1809e-05,2.3061e-05,2.3471e-05,2.4159e-05,1.3821e-05,7.8388e-06,1.1786e-05,1.1284e-05,6.9819e-06,9.305e-06,9.4037e-06,9.0889e-06,1.168e-05,1.3364e-05,1.3563e-05,1.152e-05
NLD,NaN,NaN,NaN,NaN,0.0058172,0.011453,0.017088,0.022723,0.028359,0.033994,0.03963,0.045265,0.0509,0.056536,0.062171,0.067807,0.073442,0.079078,0.082698,0.086443,0.090314,0.094314,0.098445,0.10404,0.10575,0.10809,0.11106,0.11689,0.12302,0.12944,0.13616
NOR,NaN,NaN,NaN,NaN,0.31067,0.31788,0.32275,0.32525,0.32908,0.33349,0.33582,0.34035,0.342,0.34479,0.34746,0.35046,0.35511,0.3576,0.35812,0.36211,0.36592,0.36502,0.37203,0.37553,0.37951,0.38002,0.38108,0.38195,0.38098,0.38217,0.39096
NZL,NaN,NaN,NaN,NaN,0.1791,0.17694,0.17946,0.18579,0.19518,0.19868,0.20586,0.20753,0.20978,0.20368,0.20267,0.19944,0.19426,0.18896,0.1805,0.1773,0.1725,0.17511,0.16069,0.15515,0.15276,0.14966,0.14354,0.13217,0.11693,0.10395,0.091444
POL,NaN,NaN,0.17029,0.21146,0.18296,0.20518,0.25981,0.58652,0.31491,0.34766,0.33669,0.33436,0.36432,0.37309,0.38261,0.4134,0.41094,0.42479,0.44356,0.45105,0.46828,0.5235,0.54156,0.57766,0.63,0.64537,0.71761,0.74314,1.0848,1.0966,1.2225
PRT,NaN,NaN,NaN,NaN,0.57679,0.5775,0.50441,0.48162,0.48183,0.51778,0.47928,0.45316,0.52376,0.46335,0.49297,0.47502,0.47617,0.60021,0.46435,0.56355,0.42337,0.37952,0.35159,0.37637,0.40365,0.37647,0.40442,0.41469,0.35762,0.36721,0.4189
ROU,NaN,NaN,NaN,1.2409,1.3318,1.3828,1.4314,1.477,1.52,1.5603,1.598,1.6329,1.6652,1.6948,1.7227,1.7461,1.7684,1.7864,1.8024,1.8158,1.8268,1.8355,1.8402,1.843,1.8427,1.843,1.8431,1.8431,1.843,2.0176,2.0176
RUS,NaN,NaN,NaN,NaN,10.6119,15.0809,15.1781,15.215,14.6207,14.2722,16.0868,14.3185,18.464,14.6853,15.5835,15.182,16.1019,17.4178,14.5348,16.9171,19.1014,18.5049,19.1675,23.3484,12.135,12.1765,12.0616,11.6063,12.8932,15.024,13.4735
SVK,NaN,NaN,NaN,NaN,0.096539,0.084115,0.084579,0.089817,0.075241,0.066422,0.064171,0.057413,0.053284,0.078111,0.054674,0.042214,0.043476,0.052581,0.036242,0.041221,0.033679,0.038489,0.030461,0.034301,0.029775,0.032107,0.045974,0.028303,0.033676,0.037713,0.035374
SVN,0.052363,0.05219,0.051865,0.051771,0.052604,0.052571,0.05224,0.053915,0.053307,0.051966,0.051665,0.05148,0.051787,0.050359,0.049379,0.049166,0.047941,0.051338,0.046635,0.046466,0.04838,0.044437,0.043282,0.042215,0.04073,0.039768,0.039853,0.036817,0.035103,0.033668,0.034083
SWE,NaN,NaN,NaN,NaN,1.2788,1.2676,1.2633,1.2692,1.2748,1.2871,1.2869,1.287,1.291,1.2993,1.3057,1.3081,1.3118,1.3126,1.3176,1.3304,1.3463,1.3557,1.3181,1.2927,1.3039,1.2519,1.1943,1.193,1.2181,1.2209,1.2109
TUR,NaN,NaN,NaN,NaN,0.037773,0.034335,0.040433,0.045607,0.070226,0.042122,0.051435,0.049943,0.057539,0.063674,0.088318,0.075878,0.085254,0.090627,0.10196,0.10115,0.10734,0.11215,0.14623,0.15048,0.14867,0.14704,0.17673,0.1804,0.17273,0.18133,0.195
UKR,NaN,NaN,NaN,NaN,0.21561,0.21391,0.22312,0.24503,0.26496,0.27824,0.29614,0.27442,0.28594,0.29073,0.28321,0.29913,0.29914,0.2971,0.29597,0.30334,0.30931,0.37024,0.32886,0.32692,0.19795,0.18395,0.19692,0.16951,0.18422,0.15332,0.13023
USA,NaN,NaN,NaN,NaN,3.9067,4.2786,3.1583,2.9434,6.5415,3.0097,5.5046,2.9759,3.9384,6.2686,8.7257,6.2126,11.1888,7.9246,10.9162,9.7492,9.4735,11.8152,8.5719,7.9924,5.5567,8.6784,11.0861,8.3067,8.4236,15.7566,15.6913
