code,KYOTOGHGAR4_IPCMLULUCF_TOTAL_NET_HISTORY_UNFCCC2019BI
entity,KYOTOGHGAR4
category,IPCMLULUCF
name_category,LULUCF
type,NET
class,TOTAL
descr,Result of N2O+CH4_CAT5_TOTAL_NET_HISTORY_UNFCCC2019BTX+CO2_CAT5_TOTAL_NET_HISTORY_UNFCCC2019BTX - regarding information just missing in one of the tables as zero
note,calculated by the function combine_tables_varying_in_one_sheet_as by CC and JN from PRIMAP
source,UNFCCC2019BI
scenario,HISTORY
datatype,CountryYearMatrix
tablekind,usr
family,emi
subsource,UNFCCC_2019B.csv
unit,MtCO2eq
gwp,AR4
iso3,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
ALB,3.4943,3.5348,2.0166,1.5114,1.7988,1.5181,1.448,1.3191,1.097,0.91152,3.303,2.507,2.056,1.719,1.789,1.715,1.638,1.618,1.179,0.911,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ARE,NaN,NaN,NaN,NaN,-4.227,NaN,NaN,NaN,NaN,NaN,-9.665,NaN,NaN,NaN,NaN,-13.223,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-8.4344,NaN,NaN
ARG,-14.6696,NaN,NaN,NaN,-34.0819,NaN,NaN,-28.732,NaN,NaN,-43.189,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,116.3137,NaN,91.4024,NaN,NaN,NaN,NaN
ARM,-0.75642,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.45669,NaN,NaN,NaN,NaN,NaN,-0.50907,NaN,NaN,NaN,-0.53857,NaN,NaN,NaN,NaN,NaN,NaN
AZE,-3.69,-3.65,-3.621,-3.618,-3.715,-3.79,-3.855,-4.068,-4.556,-4.618,-4.87,-4.893,-5.089,-5.225,-5.276,-5.349,-5.353,-5.438,-5.383,-5.36,-5.41,-5.435,-5.442,-6.1977,NaN,NaN,NaN
BGD,NaN,NaN,NaN,NaN,7.838,NaN,NaN,NaN,NaN,NaN,NaN,28.419,NaN,NaN,NaN,18.2055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BIH,-7.4235,-7.689,-10.147,-10.568,-10.081,-10.24,-9.367,-8.483,-8.307,-7.297,-7.302,-7.212,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.141,-6.398,NaN,NaN
BOL,23.4595,NaN,NaN,NaN,27.1574,NaN,NaN,NaN,27.8525,NaN,28.8626,NaN,38.2504,NaN,49.5716,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BRA,795.6904,652.6791,804.4193,866.2318,866.2326,1941.7805,1265.9176,961.3219,1218.9354,1211.0386,1272.8191,1268.43,1486.6524,2452.3146,2650.4677,1916.114,1495.1002,1280.9012,1385.3176,425.1842,353.1533,286.7815,255.7905,395.0932,237.6372,335.8173,NaN
CAF,NaN,NaN,NaN,NaN,-139.311,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1743.2408,-1743.2408,-1743.2408,-1743.2408,-1743.2408,-1743.2408,-1743.2408,-1743.2408,NaN,NaN,NaN,NaN,NaN,NaN
CHL,-49.8579,NaN,NaN,NaN,-45.607,NaN,NaN,NaN,NaN,NaN,-62.319,NaN,NaN,NaN,NaN,NaN,-19.1172,NaN,NaN,NaN,-71.4557,NaN,NaN,-71.3747,NaN,NaN,-65.0407
CHN,NaN,NaN,NaN,NaN,-407.479,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-420.6954,NaN,NaN,NaN,NaN,NaN,NaN,-575.4622,NaN,NaN,NaN,NaN
COL,11.1827,NaN,NaN,NaN,14.6193,NaN,NaN,NaN,NaN,NaN,30.2885,NaN,NaN,NaN,26.0641,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CRI,2.4837,NaN,NaN,NaN,NaN,NaN,-0.6829,NaN,NaN,NaN,-3.1433,NaN,NaN,NaN,NaN,-3.4803,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CUB,-10.5966,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-12.4802,NaN,-13.1408,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DMA,NaN,NaN,NaN,NaN,-0.37185,NaN,NaN,NaN,NaN,NaN,-0.13603,-0.1376,-0.1326,-0.1316,-0.1296,-0.1276,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DOM,-5.537,NaN,NaN,NaN,-6.4825,NaN,NaN,NaN,-19.0753,NaN,-18.7916,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.0971,NaN,NaN,NaN,NaN,NaN,NaN
EARTH,537.992,599.2451,743.956,575.3057,63.1388,1718.4568,1053.6734,676.0126,948.0457,884.2974,1228.0349,1053.9992,1222.5193,455.0625,719.3902,-497.9334,-742.9684,-851.9616,-791.2752,-1706.5631,-2140.7103,206.3583,-34.3574,284.0281,176.1837,335.6272,-65.0407
ETH,-31.262,-25.179,-20.322,-18.842,-28.3602,70.1456,48.0821,48.7681,50.8212,51.3742,102.6505,118.491,108.7751,111.7462,61.5144,61.4273,62.1627,62.3094,76.8159,71.8832,76.9077,102.1414,30.4342,25.5046,NaN,NaN,NaN
GEO,0.40575,0.82836,0.8699,0.97838,1.0754,0.9939,1.0824,-2.3268,NaN,NaN,-6.0149,NaN,NaN,NaN,NaN,NaN,-5.173,-4.097,-4.191,-4.44,-3.87,-4.208,-4.072,-4.1226,NaN,NaN,NaN
GHA,-25.9835,-28.6365,-23.4365,-17.9885,-14.9885,-15.4145,-14.1385,-7.1345,-5.0725,-2.815,-0.89077,1.9827,5.8493,7.4388,9.7506,7.1241,5.7877,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GTM,-39.5266,NaN,NaN,NaN,-30.9671,NaN,NaN,NaN,NaN,NaN,-24.6742,NaN,NaN,NaN,NaN,-15.9551,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GUY,-60.6291,-60.1501,-59.6721,-59.1931,-59.4681,-58.7931,-58.3481,-58.0211,-57.6491,-56.9891,-56.5131,-56.0731,-55.6171,-55.0921,-54.6441,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IDN,199.3599,271.2754,208.9279,59.5022,165.5572,NaN,NaN,NaN,NaN,NaN,821.2642,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IND,NaN,NaN,NaN,NaN,14.3176,NaN,NaN,NaN,NaN,NaN,-220.4332,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-251.9423,NaN,NaN,NaN,NaN,NaN,NaN
ISR,NaN,NaN,NaN,NaN,NaN,NaN,-0.37,NaN,NaN,NaN,-0.21267,NaN,NaN,-0.28628,-0.27025,-0.37559,-0.39599,-0.38479,-0.34654,-0.36717,-0.41108,-0.41434,-0.3258,-0.2925,-0.16611,-0.19017,NaN
JOR,NaN,NaN,NaN,NaN,-3.5734,NaN,NaN,NaN,NaN,NaN,0.73899,NaN,NaN,NaN,NaN,NaN,0.86833,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KEN,NaN,NaN,NaN,NaN,NaN,9.7852,NaN,NaN,NaN,NaN,20.6487,NaN,NaN,NaN,NaN,17.6022,NaN,NaN,NaN,NaN,21.1664,NaN,NaN,NaN,NaN,NaN,NaN
KGZ,0.040791,0.033396,0.014384,-0.020679,-0.11143,-0.14634,-0.16724,-0.13178,-0.18503,-0.23679,-0.22877,-0.24191,-0.25409,-0.25347,-0.26931,-0.26836,-0.22946,-0.22782,-0.22947,-0.23423,-0.24337,NaN,NaN,NaN,NaN,NaN,NaN
KOR,-34.1046,-33.3524,-31.4408,-33.5762,-31.9337,-35.2482,-39.7895,-48.3757,-56.0704,-59.1674,-58.7477,-56.5444,-55.7913,-57.0046,-54.9588,-56.4222,-57.0207,-57.8259,-57.2628,-54.4637,-54.3178,-48.5006,-44.6881,-42.7221,-42.4339,NaN,NaN
LBN,NaN,NaN,NaN,NaN,0.20724,NaN,NaN,NaN,NaN,NaN,-0.06541,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.2003,-3.0355,-3.3688,NaN,NaN,NaN
