code,CH4AR4_IPCM0EL_TOTAL_NET_HISTORY_UNFCCC2019BI
entity,CH4
category,IPCM0EL
name_category,NatTotalExclLULUCF
type,NET
class,TOTAL
descr,GHG data submitted to the UNFCCC by Parties: non-AnnexI Parties only. See http://unfccc.int/di/DetailedByParty.do
note,Read in by JG and RG
source,UNFCCC2019BI
scenario,HISTORY
datatype,CountryYearMatrix
tablekind,usr
family,emi
subsource,UNFCCC_2019B.csv
unit,MtCO2eq
gwp,AR4
iso3,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
ALB,1.3618,1.409,1.383,1.4958,1.5593,1.5635,1.873,1.9083,1.9253,2.0805,2.5661,2.5189,2.4672,2.4975,2.5425,2.4558,2.525,2.4268,2.2948,2.3621,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ARE,NaN,NaN,NaN,NaN,13.8425,NaN,NaN,NaN,NaN,NaN,24.95,NaN,NaN,NaN,NaN,35.625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.5523,NaN,NaN
ARG,91.4169,NaN,NaN,NaN,98.4822,NaN,NaN,97.7372,NaN,NaN,101.0115,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,89.3749,NaN,91.8329,NaN,NaN,NaN,NaN
ARM,3.773,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1971,NaN,NaN,NaN,NaN,NaN,2.5771,NaN,NaN,NaN,2.6918,NaN,NaN,NaN,NaN,NaN,NaN
AZE,16.023,14.86,12.7743,11.7555,10.992,11.4498,10.7653,10.5565,10.149,10.5653,10.5234,11.4267,11.4265,11.5375,11.7218,12.3738,13.5421,16.4336,20.9733,20.5521,20.8027,20.3346,20.945,19.0449,NaN,NaN,NaN
BGD,NaN,NaN,NaN,NaN,29.771,NaN,NaN,NaN,NaN,NaN,NaN,42.076,NaN,NaN,NaN,46.9825,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BHS,0.025,NaN,NaN,NaN,0.025,NaN,NaN,NaN,NaN,NaN,0.030505,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BIH,5.303,5.1733,3.6155,1.2548,1.4227,1.6438,2.221,2.4765,2.713,2.82,2.8363,2.8795,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.275,2.95,NaN,NaN
BOL,11.133,NaN,NaN,NaN,13.8972,NaN,NaN,NaN,14.6295,NaN,15.1963,NaN,13.1239,NaN,14.2536,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BRA,277.295,285.8625,290.9275,292.295,298.1475,304.04,297.3625,302.9525,306.485,312.0975,320.6,331.745,343.5425,359.195,374.57,382.215,381.045,367.1925,374.1,381.3475,388.66,397.685,395.175,403.06,406.8475,411.9275,NaN
CAF,NaN,NaN,NaN,NaN,14.145,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.0722,35.0722,35.0722,11.2515,11.2515,11.2519,5.7977,5.7973,NaN,NaN,NaN,NaN,NaN,NaN
CHL,12.895,NaN,NaN,NaN,13.4025,NaN,NaN,NaN,NaN,NaN,14.6225,NaN,NaN,NaN,NaN,NaN,13.0113,NaN,NaN,NaN,13.3875,NaN,NaN,14.225,NaN,NaN,13.935
CHN,NaN,NaN,NaN,NaN,857.175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1110.545,NaN,NaN,NaN,NaN,NaN,NaN,1397.5,NaN,NaN,NaN,NaN
COL,52.841,NaN,NaN,NaN,57.4055,NaN,NaN,NaN,NaN,NaN,58.4385,NaN,NaN,NaN,64.1352,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CRI,3.7586,NaN,NaN,NaN,NaN,NaN,4.391,NaN,NaN,NaN,4.0042,NaN,NaN,NaN,NaN,4.2055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CUB,8.7127,NaN,8.7115,NaN,8.5647,NaN,8.8015,NaN,8.8692,NaN,9.1453,NaN,9.9585,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DMA,NaN,NaN,NaN,NaN,0.006255,NaN,NaN,NaN,NaN,NaN,0.037678,0.03925,0.039,0.03875,0.039,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DOM,3.6188,NaN,NaN,NaN,5.5476,NaN,NaN,NaN,5.3645,NaN,5.7578,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.9223,NaN,NaN,NaN,NaN,NaN,NaN
EARTH,983.862,748.0191,758.0143,797.1146,2527.3327,667.7919,660.9895,762.4212,721.3597,675.645,2053.6958,770.7108,805.145,811.1683,959.2339,2130.8509,894.3164,835.1062,904.9764,854.7726,1768.8146,868.9091,2390.3992,778.623,481.816,420.3965,13.935
EGY,26.3985,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46.9452,NaN,NaN,NaN,NaN,50.3766,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ETH,44.775,45.7,44,44.1,36.9422,37.9774,39.4436,58.9169,59.4994,59.4573,58.0215,60.428,66.5009,65.915,67.0383,53.8841,55.9235,62.1279,63.3803,65.5502,68.6919,71.3343,71.8179,72.2964,NaN,NaN,NaN
GEO,2.655,7.391,5.7991,4.4609,3.7877,3.5476,3.625,0.18,NaN,NaN,6.0635,5.158,5.1082,5.506,5.2838,4.8751,6.1614,5.9898,5.4636,4.6634,4.8895,5.4383,5.8805,5.5955,NaN,NaN,NaN
GHA,3.5783,3.9882,3.8418,3.9453,4.1238,4.3468,4.5745,5.2493,5.3599,5.4858,5.7985,6.3833,6.7893,6.9675,7.262,7.4023,7.642,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GTM,4.8665,NaN,NaN,NaN,4.5788,NaN,NaN,NaN,NaN,NaN,4.8653,NaN,NaN,NaN,NaN,6.2328,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GUY,1.0608,1.0733,1.0807,1.0982,1.1015,1.04,1.1108,1.154,1.0765,1.2382,1.094,1.1585,0.918,1.2233,1.1853,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IDN,126.325,142.305,145.656,147.926,151.05,NaN,NaN,NaN,NaN,NaN,281.3475,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IND,NaN,NaN,NaN,NaN,451.9,NaN,NaN,NaN,NaN,NaN,484.8075,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,490.579,NaN,NaN,NaN,NaN,NaN,NaN
ISR,NaN,NaN,NaN,NaN,NaN,NaN,4.1939,NaN,NaN,NaN,4.629,NaN,NaN,5.8362,6.1745,6.5315,6.8917,7.1777,7.4453,7.5921,7.9843,8.0012,8.2515,8.2881,8.4486,8.469,NaN
JOR,NaN,NaN,NaN,NaN,0.70013,NaN,NaN,NaN,NaN,NaN,3.268,NaN,NaN,NaN,NaN,NaN,3.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KEN,NaN,NaN,NaN,NaN,NaN,19.9098,NaN,NaN,NaN,NaN,18.6543,NaN,NaN,NaN,NaN,21.4793,NaN,NaN,NaN,NaN,26.4115,NaN,NaN,NaN,NaN,NaN,NaN
KGZ,6.3775,6.352,5.8033,5.0511,3.9629,3.7059,3.4352,3.4273,3.2908,3.3313,3.5177,3.692,4.101,4.4279,5.0215,5.3318,5.2336,5.2665,5.7377,5.9784,5.6087,NaN,NaN,NaN,NaN,NaN,NaN
KIR,NaN,NaN,NaN,NaN,0.01121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029626,0.0031135,0.0025438,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KOR,36.5737,36.4507,35.7048,35.0252,35.0262,34.5767,34.9147,35.1487,33.6485,33.2575,33.213,33.5727,33.7585,33.732,32.6445,32.547,32.4735,32.0665,32.0125,31.9895,32.5368,32.2375,32.3155,32.2698,31.684,NaN,NaN
LBN,NaN,NaN,NaN,NaN,1.3442,NaN,NaN,NaN,NaN,NaN,2.1728,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.421,3.5263,2.4168,NaN,NaN,NaN
LCA,NaN,NaN,NaN,NaN,0.014288,NaN,NaN,NaN,NaN,NaN,0.095517,NaN,NaN,NaN,NaN,0.10085,NaN,NaN,NaN,NaN,0.1045,NaN,NaN,NaN,NaN,NaN,NaN
MAR,NaN,NaN,NaN,NaN,8.75,NaN,NaN,NaN,NaN,NaN,10.8173,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.0185,NaN,19.5863,NaN,NaN,NaN,NaN
