code,CH4AR4_IPC4_TOTAL_NET_HISTORY_UNFCCC2019BI
entity,CH4
category,IPC4
name_category,Waste
type,NET
class,TOTAL
descr,GHG data submitted to the UNFCCC by Parties: non-AnnexI Parties only. See http://unfccc.int/di/DetailedByParty.do
note,Read in by JG and RG
source,UNFCCC2019BI
scenario,HISTORY
datatype,CountryYearMatrix
tablekind,usr
family,emi
subsource,UNFCCC_2019B.csv
unit,MtCO2eq
gwp,AR4
iso3,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
MHL,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.043282,NaN,NaN,NaN,NaN,0.037529,NaN,NaN,NaN,NaN,0.041842,NaN,NaN,NaN,NaN,NaN,NaN
MKD,0.87227,0.88226,0.89495,0.89735,0.83629,0.86514,0.8723,0.91601,0.9215,0.92272,0.94131,0.93168,0.93708,0.95958,0.96957,0.97138,0.98116,0.98864,1.0033,1.0083,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MLI,NaN,NaN,NaN,NaN,NaN,0.13754,NaN,NaN,NaN,NaN,0.2595,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.363,NaN,NaN,NaN,NaN,NaN,NaN
MNE,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.1,0.1,0.1,0.1,NaN,NaN,NaN,NaN,NaN
MNG,0.105,0.105,0.1075,0.11,0.105,0.11,0.1075,0.105,0.1075,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.16375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MUS,NaN,NaN,NaN,NaN,NaN,0.20015,NaN,NaN,NaN,NaN,1.3571,1.493,1.4239,1.4701,1.481,1.4756,1.781,NaN,NaN,NaN,NaN,NaN,NaN,1.8023,NaN,NaN,NaN
MYS,NaN,18.1703,19.145,20.1489,20.944,21.0668,22.8891,23.7838,25.5222,27.8166,28.1115,29.3126,30.0031,30.8372,31.6757,32.5655,35.3233,36.355,37.7692,38.8131,39.8208,40.7511,NaN,NaN,NaN,NaN,NaN
NER,0.000205,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NRU,NaN,NaN,NaN,NaN,0.0028075,NaN,NaN,NaN,NaN,NaN,0.0049287,NaN,NaN,0.0052304,NaN,NaN,NaN,0.005629,NaN,NaN,0.004196,NaN,NaN,NaN,NaN,NaN,NaN
PER,NaN,NaN,NaN,NaN,2.8145,NaN,NaN,NaN,NaN,NaN,8.1667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.5098,NaN,8.6286,NaN,NaN,NaN,NaN
PRK,0.95,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,1.05,NaN,1.075,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PRY,NaN,NaN,NaN,NaN,0.21475,NaN,NaN,NaN,NaN,NaN,0.28825,NaN,NaN,NaN,NaN,1.6188,NaN,NaN,NaN,NaN,NaN,2.3473,2.415,NaN,NaN,NaN,NaN
SAU,15.0458,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.6375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.2198,NaN,28.6025,NaN,NaN,NaN,NaN
SGP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.084774,NaN,0.054202,NaN,NaN,NaN,NaN
TCD,NaN,NaN,NaN,0.35075,NaN,NaN,NaN,NaN,0.12325,0.1315,0.138,0.142,0.15175,0.15325,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TGO,NaN,NaN,0.0035,0.00125,0.0015,0.00435,0.0045,0.005,0.00525,NaN,0.109,NaN,NaN,NaN,NaN,0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TJK,0.825,0.825,0.75,0.725,0.7,0.7,0.725,0.725,0.725,0.525,0.525,0.55,0.55,0.575,0.6,0.6,0.6,0.625,0.625,0.65,0.65,NaN,NaN,NaN,NaN,NaN,NaN
TKM,NaN,NaN,NaN,NaN,0.3825,NaN,NaN,NaN,NaN,NaN,0.1,NaN,NaN,NaN,0.608,NaN,NaN,NaN,NaN,NaN,0.45425,NaN,NaN,NaN,NaN,NaN,NaN
URY,0.7325,NaN,NaN,NaN,0.86,NaN,NaN,NaN,0.985,NaN,0.94,NaN,1.0175,NaN,0.97,NaN,1.0098,NaN,1.055,NaN,1.135,NaN,1.0875,NaN,1.0851,NaN,NaN
UZB,4.3368,4.3835,4.4337,4.4774,4.5085,4.54,4.5958,4.6535,4.7042,4.7529,4.7739,4.8093,4.8635,4.8896,4.906,4.8905,5.3371,5.395,7.7346,7.8531,8.034,8.2557,8.373,NaN,NaN,NaN,NaN
VCT,0.042075,NaN,NaN,NaN,0.044225,NaN,NaN,0.044275,NaN,NaN,0.07255,NaN,NaN,NaN,0.072425,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
VNM,NaN,NaN,NaN,NaN,1.7029,NaN,NaN,NaN,NaN,NaN,8.287,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.0103,NaN,NaN,18.4943,NaN,NaN,NaN
YEM,NaN,NaN,NaN,NaN,NaN,0.7765,NaN,NaN,NaN,NaN,1.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.075,NaN,2.15,NaN,NaN,NaN,NaN
ZWE,NaN,NaN,NaN,NaN,0.62875,NaN,NaN,NaN,NaN,NaN,1.7025,NaN,NaN,NaN,NaN,NaN,0.752,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
