cat,IPCMLULUCF
clss,TOTAL
ent,CH4
family,emi
gwp,AR4
note,calculated by the function combine_tables_varying_in_one_sheet_as by CC and JN from PRIMAPRenamed as composite source from CH4_CAT5_TOTAL_NET_HISTORY_EDGAR42FT2010P! | Add the countries {CUB.DOM.HND.LKA.PHL.PRI} from CH4_CAT5_TOTAL_NET_HISTORY_EDGAR42P || Pad values of country AFG... || Pad values of country AGO... || Pad values of country ALB... || Pad values of country ARG... || Pad values of country ARM... || Pad values of country AUS... || Pad values of country AUT... || Pad values of country AZE... || Pad values of country BEL... || Pad values of country BEN... || Pad values of country BGD... || Pad values of country BGR... || Pad values of country BIH... || Pad values of country BLR... || Pad values of country BOL... || Pad values of country BRA... || Pad values of country BRN... || Pad values of country BTN... || Pad values of country BWA... || Pad values of country CAF... || Pad values of country CAN... || Pad values of country CHE... || Pad values of country CHL... || Pad values of country CHN... || Pad values of country CIV... || Pad values of country CMR... || Pad values of country COD... || Pad values of country COG... || Pad values of country COL... || Pad values of country CZE... || Pad values of country DEU... || Pad values of country DZA... || Pad values of country ECU... || Pad values of country ESP... || Pad values of country FIN... || Pad values of country FRA... || Pad values of country GAB... || Pad values of country GBR... || Pad values of country GEO... || Pad values of country GHA... || Pad values of country GIN... || Pad values of country GNQ... || Pad values of country GRC... || Pad values of country GTM... || Pad values of country GUF... || Pad values of country GUY... || Pad values of country HRV... || Pad values of country HUN... || Pad values of country IDN... || Pad values of country IND... || Pad values of country IRL... || Pad values of country IRN... || Pad values of country IRQ... || Pad values of country ISR... || Pad values of country ITA... || Pad values of country JPN... || Pad values of country KAZ... || Pad values of country KGZ... || Pad values of country KHM... || Pad values of country KOR... || Pad values of country LAO... || Pad values of country LBN... || Pad values of country LBR... || Pad values of country LBY... || Pad values of country LSO... || Pad values of country LTU... || Pad values of country LUX... || Pad values of country LVA... || Pad values of country MAR... || Pad values of country MDA... || Pad values of country MDG... || Pad values of country MEX... || Pad values of country MKD... || Pad values of country MLI... || Pad values of country MMR... || Pad values of country MNG... || Pad values of country MOZ... || Pad values of country MYS... || Pad values of country NAM... || Pad values of country NGA... || Pad values of country NLD... || Pad values of country NPL... || Pad values of country NZL... || Pad values of country PAK... || Pad values of country PER... || Pad values of country PNG... || Pad values of country POL... || Pad values of country PRK... || Pad values of country PRT... || Pad values of country PRY... || Pad values of country ROU... || Pad values of country RUS... || Pad values of country SLE... || Pad values of country SUR... || Pad values of country SVK... || Pad values of country SWE... || Pad values of country SWZ... || Pad values of country SYR... || Pad values of country TGO... || Pad values of country THA... || Pad values of country TJK... || Pad values of country TKM... || Pad values of country TUR... || Pad values of country TZA... || Pad values of country UKR... || Pad values of country URY... || Pad values of country USA... || Pad values of country UZB... || Pad values of country VEN... || Pad values of country VNM... || Pad values of country ZAF... || Pad values of country ZMB... || Pad values of country SRBMNE... ||
scen,HISTORY
srce,EDGAR42COMPI
tablename,CH4_IPCMLULUCF_TOTAL_NET_HISTORY_EDGAR42COMPI
tpe,NET
unit,MtCO2eq
ISO3,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
BIH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066888,0.11317999999999999,0.55282,0.038472000000000006,0.017262,0.20867,0.011367,0.015387,0.0,0.05882999999999999,0.0035340000000000002,0.0024465999999999997,nan
BLR,0.0014140000000000001,0.00070698,0.00070698,0.00088374,0.00070698,0.00035350000000000003,0.0026513,0.00088374,0.0019592,0.08394,0.013808,0.015635,0.21984,0.025647000000000003,0.017707,0.016013,0.01014,0.0053388,0.000522,0.000522,0.000522
BOL,8.6928,7.6898,8.6928,10.0302,4.6808,6.1853,6.854,7.0212,5.4313,25.0938,5.7256,5.2008,8.6275,4.4215,44.7508,12.981,0.2635,0.16476,0.1938,0.068472,0.6241
BRA,51.9771,45.9794,51.9771,59.9731,27.9871,36.9843,40.9812,41.9808,60.4354,43.339,18.8689,31.3293,35.9848,54.8396,75.8795,110.4395,7.3644,4.3378,3.3335,1.3569,11.7303
BRN,0.62341,0.46755,0.9351200000000001,0.62341,0.46755,0.62341,0.31171,0.31171,4.3559,0.31343000000000004,0.0,0.05583200000000001,0.068031,0.071337,0.02752,0.61936,0.02805,0.0,0.0,nan,nan
BTN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048268,0.24816999999999997,0.18963,0.08423,0.040271,0.010068,0.013092,0.015371000000000001,0.2159,0.0084711,0.05389,0.19535,0.65342
BWA,0.07965599999999999,0.057112,0.11873,0.043585000000000006,0.06012000000000001,0.063126,0.046591,0.042082,0.20818000000000003,0.011498,0.0083328,0.13793,0.24472,0.039084,0.009918600000000001,0.038082,0.0007740000000000001,0.004411600000000001,8.759999999999999e-05,1.6959e-05,9.819299999999999e-05
CAF,10.158,6.5839,8.6532,7.5244,7.3364,8.8412,8.465,8.6532,6.3055,5.7283,6.9216,10.8868,7.8221,6.7487,5.7176,6.1071,24.82,40.7385,26.52,21.2813,24.4978
CAN,3.2299,5.6208,2.9363,7.047000000000001,21.5606,22.6932,4.8658,1.5519999999999998,21.361,8.2516,2.2729,1.2746,5.5360000000000005,10.0662,10.8918,3.783,0.879,0.81152,0.315,0.08669600000000001,0.57597
CHE,0.12875,0.10775,0.082446,0.08768300000000001,0.14784,0.078407,0.052788,0.06604299999999999,0.037752999999999995,0.0,0.0075679,0.00063253,0.0018975,0.0027785,0.0,0.0019652000000000003,0.0010164,0.00075897,0.00050167,1.3776e-05,1.3777e-05
CHL,0.19264,0.17042000000000002,0.19264,0.22228,0.10372999999999999,0.13707,0.15189,0.1556,0.062351,0.26234,0.039414,0.042751,0.039481,0.052639,0.041513999999999995,0.060283,0.031152,0.31422,0.24468,0.20753000000000002,0.043263
CHN,2.6188,1.9641,3.9282,2.6188,1.9641,2.6188,1.3094,1.3094,0.88397,0.8238,1.1726,0.5874199999999999,0.55116,0.98944,0.8442299999999999,0.63643,0.37344,0.33881,0.52703,0.68599,0.60614
CIV,8.2552,5.3506,7.0322,6.1151,5.9621,7.1851,6.8794,7.0322,6.3165,4.7653,8.6863,7.4356,7.1864,3.9389,3.7852,5.755,6.307,7.2172,8.126,8.9163,9.7067
CMR,3.9989,2.5918,3.4065,2.9621,2.8881,3.4804,3.3324,3.4065,2.0755,1.3681,3.0918,2.6734,1.5384,1.0884,1.2882,1.0525,1.6609,4.2486,2.9410000000000003,2.3512,2.1151
COD,76.0375,54.5173,113.339,41.6058,57.387,60.2565,44.4755,40.171,50.4,33.8215,45.8285,39.1255,45.606,35.122,44.4515,37.2845,74.46,154.1467,46.75,47.3197,50.3713
COG,3.1867,2.2848,4.7498,1.7437,2.405,2.5252,1.8639,1.6835,1.6622,0.9437700000000001,2.5133,3.7727,1.1972,1.5567,2.1972,1.7505,0.5678,2.6799,0.935,0.83895,1.0014
COL,3.0145,2.6666,3.0145,3.4782,1.6231,2.1449,2.3768,2.4347,1.0399,0.58982,2.1026,1.1142,1.0863,0.9003200000000001,1.7143,0.63822,1.3957,2.0419,2.244,2.7793,3.3145
CUB,0.059713,0.09554,0.059713,0.083598,0.071655,0.071655,0.083598,0.04777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan
CZE,0.16237000000000001,0.1359,0.10397999999999999,0.11059000000000001,0.18646,0.098892,0.066582,0.08331000000000001,0.051734,0.041173,0.091014,0.0018804000000000002,0.0023405,0.002764,0.0013877000000000002,0.0029548,0.002562,0.0026550999999999996,0.002748,0.002748,nan
DEU,0.079584,0.066606,0.050963999999999995,0.054202,0.091392,0.04847,0.032635000000000004,0.040832,0.021205,0.024447,0.02204,0.007962,0.009101999999999999,0.011072,0.0073104,0.011106999999999999,0.001602,0.0,0.0,nan,nan
DOM,0.027188,0.043501,0.027188,0.038064999999999995,0.032626999999999996,0.032626999999999996,0.038064999999999995,0.021752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan
DZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048639,0.0014945,0.0010869000000000002,0.0030976999999999997,0.0019836,0.0019079999999999998,0.0019125999999999998,0.0,nan,nan
ECU,0.030996,0.027419,0.030996,0.035764,0.01669,0.022054,0.024439,0.025036000000000003,0.0020545000000000003,0.0,0.019844,0.0084538,0.11602,0.006772499999999999,0.09490900000000001,0.13994,0.014552,0.019859,0.001768,0.0038968,0.00021649
ESP,0.9486,0.79392,0.60744,0.64608,1.0893,0.57773,0.38899,0.48668999999999996,0.3987,0.21488000000000002,0.54386,0.26793,0.25556,0.33008000000000004,0.32272,0.39644,0.007259999999999999,0.052824,0.042480000000000004,0.12611,0.08363200000000001
FIN,0.026043,0.021796,0.016677,0.017736000000000002,0.029907,0.015861,0.010679000000000001,0.013362,0.0032008,0.004404600000000001,0.016159,0.008828,0.0067649,0.0043121,0.0011684000000000002,0.0061464,0.0078,0.011159,0.013680000000000001,0.016191,0.018702
FRA,0.073516,0.062464,0.054127,0.059336,0.072466,0.046783,0.037564,0.043493000000000004,0.069349,0.034601,0.038981,0.056001999999999996,0.052961,0.09172899999999999,0.047972,0.052135,0.011951,0.015616999999999999,0.018761,0.010028,0.0029323
GAB,0.26034,0.18666,0.38806,0.14245,0.19649,0.20631,0.15228,0.13754,0.20393,0.13034,0.052941999999999996,0.5129199999999999,0.19935999999999998,0.22204000000000002,0.34133,0.43165,0.10115,0.07651000000000001,2.21,0.26939,0.99774
GBR,0.053733,0.044972000000000005,0.03441,0.036596,0.061703999999999995,0.032726,0.022034,0.027568000000000002,0.019993,0.017369,0.022193,0.0056971,0.006246,0.022328999999999998,0.0056651,0.0037643,0.0008759999999999999,0.0012973,0.002904,0.0005808,nan
GEO,0.0059897,0.0029949,0.0029949,0.0037436,0.0029949,0.0014974,0.011231,0.0037436,0.0087336,0.00037041,0.0014323,0.004656399999999999,0.00046726,0.00073698,0.0014589,0.00060498,0.0,0.00059399,0.000585,4.5e-05,0.004365
GHA,0.81017,0.5251100000000001,0.69015,0.60014,0.58512,0.70514,0.67514,0.69015,0.48312,0.26361999999999997,0.34146,0.65642,0.28907,0.41827,0.13399,0.49366000000000004,0.7293,2.1254,3.57,2.7888,3.4746
GIN,3.0476,1.9752,2.5961,2.2574,2.201,2.6525,2.5396,2.5961,2.3185,2.8035,2.0347,3.1758,3.0088,1.7092,1.8032,2.4342,9.265,10.3483,18.02,46.9215,15.6652
GNQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00098056,0.0,0.0,0.0,0.0,0.0,nan,nan
GRC,0.1012,0.08470599999999999,0.064809,0.06892999999999999,0.11622,0.061639,0.041500999999999996,0.051925,0.16037,0.023047,0.066564,0.07133400000000001,0.0122,0.022484,0.030531,0.019232,0.0,0.009779799999999998,0.00588,0.018932,0.00064616
GTM,0.19321,0.30913,0.19321,0.27049,0.23185,0.23185,0.27049,0.15456,10.0458,0.39852,10.7508,0.48358,1.3772,3.7478,0.43432,2.0776,0.2193,0.23786999999999997,0.16558,0.1994,0.08657999999999999
GUY,0.50918,0.45043,0.50918,0.5875199999999999,0.27418000000000003,0.36230999999999997,0.40147,0.41126999999999997,3.4233,0.0,0.051748,0.18969,0.20703000000000002,0.18127000000000001,0.1914,0.1964,0.048960000000000004,0.13352,0.2516,14.8444,0.5032
HND,0.20131,0.3221,0.20131,0.28181999999999996,0.24156999999999998,0.24156999999999998,0.28181999999999996,0.16105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan
HRV,0.035114,0.029389,0.022486000000000003,0.023915000000000002,0.040324,0.021386000000000002,0.014399,0.018016,0.06263400000000001,0.0,0.04626,0.027783999999999996,0.033922,0.053645000000000005,0.011463,0.033721,0.0,0.024428000000000002,0.0,nan,nan
HUN,0.05256,0.043989999999999994,0.033657,0.035795999999999994,0.060360000000000004,0.032011000000000005,0.021553,0.026966000000000004,0.03492,0.035097,0.041232,0.056313999999999996,0.021028,0.023921,0.03468,0.017473,0.014219999999999998,0.0040323,0.004032,nan,nan
IDN,78.0262,284.0602,245.7844,88.7665,237.3814,49.5788,39.751999999999995,878.6888,127.9835,19.0096,6.3884,45.5232,200.1507,43.6887,80.6994,129.8413,366.2535,19.8161,17.6399,106.0905,0.26193
IND,1.7590000000000001,1.7590000000000001,1.7590000000000001,1.7590000000000001,1.7590000000000001,1.7590000000000001,1.7590000000000001,1.7590000000000001,0.7712100000000001,14.0749,1.6796,3.7189,0.92412,0.59063,0.8748,0.87411,0.35764,0.40681999999999996,0.5078,0.80166,1.6680000000000001
IRL,0.0051604,0.0043191,0.0033046,0.0035146,0.0059261,0.0031429,0.0021160999999999997,0.0026476,0.0,0.013869999999999999,0.0017160999999999997,0.0016102999999999998,0.00045161,0.0006864,0.00016057,0.00036282,0.0005652,0.00076732,0.0009720000000000001,0.0011750999999999999,0.0013781
IRN,0.00028052,0.00021038,0.00042077,0.00028052,0.00021038,0.00028052,0.00014026,0.00014026,1.3904000000000001e-05,4.1711999999999996e-05,4.1711999999999996e-05,0.010276,0.0082464,0.0061794,0.02451,0.0089244,0.0,0.0066381,0.0012720000000000001,0.0018402999999999998,0.0079027
IRQ,0.030295,0.022721,0.045442,0.030295,0.022721,0.030295,0.015147999999999998,0.015147999999999998,0.00026707,0.059401999999999996,0.05496,0.024577,0.017359,0.0030426999999999997,0.0021576,0.0020265,0.0,0.00066135,0.000171,0.00014136,0.00024092
ISR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026373,0.002734,0.00155,0.0013797,0.0019234999999999999,0.002466,0.003011,0.0,nan,nan
ITA,0.29928,0.25048000000000004,0.19165,0.20382999999999998,0.34368000000000004,0.18227000000000002,0.12272000000000001,0.15354,0.13964000000000001,0.087755,0.16097,0.12162,0.052935,0.14558,0.096139,0.05853200000000001,0.0035838000000000003,0.021503,0.0,nan,nan
JPN,0.35163,0.26371999999999995,0.52745,0.35163,0.26371999999999995,0.35163,0.17582,0.17582,0.08963600000000001,0.26829000000000003,0.13768,0.073494,0.06764500000000001,0.059028,0.094191,0.085684,0.042577,0.065238,0.0022440999999999997,0.0028629000000000003,0.0049026
KAZ,7.9934,3.9966,3.9966,4.9958,3.9966,1.9983,14.9872,4.9958,3.1572,1.1964,2.4534,2.9989999999999997,5.9902,3.3346,3.1017,2.5327,2.1956,1.8035,1.4091,0.6963600000000001,1.9748
KGZ,0.28586999999999996,0.14293,0.14293,0.17865999999999999,0.14293,0.071469,0.536,0.17865999999999999,0.013800999999999999,0.007780199999999999,0.055202,0.014737,0.037245,0.03147,0.024796000000000002,0.021428,0.0,0.00029236,0.0,nan,nan
KHM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5891,0.18141,0.15759,0.50927,1.7656,1.4714,2.5519,2.7261,5.321000000000001,18.3791,10.812000000000001,7.9348,12.5293
KOR,0.010362999999999999,0.007772399999999999,0.015544999999999998,0.010362999999999999,0.007772399999999999,0.010362999999999999,0.005181600000000001,0.005181600000000001,0.0,0.0017656,0.0049696,0.0044167,0.01549,0.0015458,0.0090264,0.0073866,0.00048419999999999995,0.0,0.0,nan,nan
LAO,1.0184,0.76377,1.5276,1.0184,0.76377,1.0184,0.50918,0.50918,5.6495,1.3801,0.20695999999999998,1.0603,1.0035,1.1497,4.7286,2.0689,0.9027,0.51048,0.51,0.69287,6.5589
LBN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4345e-05,0.000394,0.00044835,0.00065214,0.0,0.0,0.0,0.0,nan,nan
LBR,0.0024599,0.0015942999999999999,0.0020954,0.0018221000000000001,0.0017765,0.002141,0.0020499000000000003,0.0020954,0.0,0.0041371,0.0038124,0.0027386999999999997,0.010879,0.0017636,0.0,0.00074314,0.00255,0.0096977,0.008159999999999999,0.013988999999999998,0.015153999999999999
LBY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00044492,0.00052834,0.00055615,0.00020856,8.342299999999999e-05,0.00019439999999999998,0.00015758,0.00015719999999999997,0.00018179,0.00020638
LIE,0.00055447,0.00046528,0.00035683,0.00038066,0.00064489,0.00034445,0.00023418,0.0002965,0.00017168,0.0,3.5147e-05,2.9569e-06,8.9109e-06,1.3077999999999999e-05,0.0,9.2429e-06,4.768e-06,3.5459e-06,2.3319e-06,6.3683e-08,6.333e-08
LKA,0.041382999999999996,0.041382999999999996,0.041382999999999996,0.041382999999999996,0.041382999999999996,0.041382999999999996,0.041382999999999996,0.041382999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan
LSO,0.050763,0.036396,0.075666,0.027776,0.038312,0.040227,0.029691000000000002,0.026818,0.087354,0.075,0.15749000000000002,0.081858,0.04,0.11459000000000001,0.03088,0.04458,0.0037979999999999997,0.010699,0.00414,0.0054075,0.010305
LTU,0.043662,0.036543,0.027960000000000002,0.029736000000000002,0.05014,0.026592,0.017905,0.022401,0.0,0.028254,0.017807,0.012912,0.11723,0.030982,0.016004,0.012347,0.0087,0.0050328000000000005,0.001374,0.001374,0.001374
LUX,0.012333,0.010322,0.007897800000000002,0.0083994,0.014163,0.007511399999999999,0.0050574,0.0063276,0.0041006,0.004957199999999999,0.007183800000000001,0.0076446,0.0086616,0.008297399999999998,0.007944,0.009807,0.0102,0.010947,0.0117,0.012331,0.012962000000000001
LVA,0.0067848,0.0056787,0.0043449,0.004621,0.0077916,0.0041323,0.0027823,0.0034811,0.012223999999999999,0.02484,0.028988999999999997,0.027616,0.47101000000000004,0.042898,0.038011,0.0076764,0.052379999999999996,0.037966,0.02358,0.028881,0.034182
MAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002461,0.0007791,0.005720899999999999,0.0034140999999999998,0.0099576,0.0,0.00032283,0.0011279999999999999,0.010152,0.016919999999999998
MCO,2.7865e-05,2.3354e-05,1.7932e-05,1.9164e-05,3.2484e-05,1.7303e-05,1.1703e-05,1.471e-05,1.7835e-05,1.0212e-05,1.0379e-05,2.3e-05,2.3493e-05,4.702899999999999e-05,2.0207e-05,2.3941e-05,8.073399999999999e-07,3.0525e-06,4.4841e-06,5.3003e-06,7.646600000000001e-07
MDA,0.0028686999999999996,0.0014344000000000002,0.0014344000000000002,0.0017929999999999999,0.0014344000000000002,0.00071718,0.0053789,0.0017929999999999999,0.01729,0.043867,0.020257,0.093288,0.019402000000000003,0.0075132,0.023936000000000002,0.03698,0.0,0.0017743,0.0,nan,nan
MDG,1.2452,0.8927799999999999,1.8561,0.68132,0.9397700000000001,0.98675,0.72832,0.65784,2.6134,2.2651,1.3587,1.6209,0.52552,1.3361,0.92214,1.9563,0.12405999999999999,0.056229999999999995,0.054742,0.062847,0.067872
MEX,1.7787,2.846,1.7787,2.4902,2.1345,2.1345,2.4902,1.423,8.9441,1.8502,1.3723,1.7237,2.7865,2.9701,1.2795,2.4267,0.77015,0.39618000000000003,0.97362,0.73385,0.69386
MKD,0.018987999999999998,0.015892,0.012159,0.012931999999999999,0.021805,0.011564,0.007786199999999999,0.0097416,0.0061488,0.0,0.054117,0.018064,0.0065808,0.0055809,0.008778600000000001,0.0059019,0.00702,0.018116999999999998,0.00936,0.00066857,0.00066857
MLI,0.9638100000000001,0.6247,0.8210299999999999,0.71395,0.6961,0.83888,0.80318,0.8210299999999999,0.78438,0.7085100000000001,0.5301,0.7166399999999999,0.4702,0.5221100000000001,0.50052,0.8006800000000001,0.9163,1.8178,2.074,1.4971,1.489
MMR,44.5673,33.4255,66.8508,44.5673,33.4255,44.5673,22.2836,22.2836,22.5539,43.8225,12.9161,39.9348,10.0387,11.9428,26.8837,9.2728,3.8760000000000003,3.5726,0.5389,0.88297,2.2666
MNE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan
MNG,1.2734,0.9550700000000001,1.9101,1.2734,0.9550700000000001,1.2734,0.63669,0.63669,0.2733,0.16185,0.20706999999999998,0.1189,0.23033,0.13832,0.11978,0.037204,0.055979999999999995,0.032655,0.00936,0.007458,0.0017442
MOZ,1.0544,0.7559899999999999,1.5717,0.57693,0.79578,0.83557,0.6167199999999999,0.55704,1.7745,2.6138,3.4405,1.7603,1.6078,1.5683,1.3127,2.3584,0.024842,0.028902999999999998,0.010381999999999999,0.006915,0.010565999999999999
MYS,5.501,4.1259,8.2516,5.501,4.1259,5.501,2.7506,2.7506,11.6683,1.9865,1.2018,0.32456,2.9759,1.3693,3.0512,3.3271,0.13804,0.10357999999999999,0.8058,4.4188,0.52246
NAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00054004,0.0,0.0,0.00019502,3.024e-07,5.3246000000000005e-05,5.334e-06,8.801000000000001e-06,7.9924e-06
NGA,0.5330199999999999,0.34548,0.45405,0.39482,0.38495,0.46391000000000004,0.44417,0.45405,0.3628,0.21279,0.43613,0.5633600000000001,0.92006,0.32288,0.42583000000000004,0.24775999999999998,1.3481,2.6615,1.9040000000000001,1.5165,1.78
