cat,CATM1
clss,TOTAL
ent,CO2
family,emi
gwp,AR4
note,Read in by LJ. released 3 March 1017. downloaded: 29 May 2017 | calculated the values for ANT from {BES.CUW.SXM}
scen,HISTORY
srce,CDIAC2017P
tablename,CO2_CATM1_TOTAL_NET_HISTORY_CDIAC2017P
tpe,NET
unit,MtCO2eq
ISO3,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
JAM,0.517,0.52067,0.53167,0.5463399999999999,0.539,0.63067,0.506,0.50967,0.56834,0.56834,0.59767,0.59401,0.74434,0.74434,0.70401,0.83967,0.84334,0.82501,1.3017,0.59034,0.82134,0.78101,0.7663399999999999,0.71501,0.6673399999999999
JOR,0.71501,0.33734000000000003,0.6160100000000001,0.70767,0.6453399999999999,0.7663399999999999,0.92401,0.85434,0.68934,0.70034,0.81401,0.154,0.13932999999999998,0.21266999999999997,0.38866999999999996,0.72234,0.34834,0.40334000000000003,0.37034,0.44367,0.43633999999999995,0.38134,0.462,0.44367,0.40334000000000003
JPN,30.3309,31.9993,32.4136,34.269,35.9997,33.8326,30.6243,34.9547,36.8467,35.534,35.8163,32.6923,35.8457,36.6377,38.097,40.3374,37.679,36.2637,33.806999999999995,29.8836,30.5766,30.8223,31.5336,31.6473,29.7846
KAZ,0.0,0.0,3.08,1.023,1.5143,1.0743,1.0413,0.96068,0.9900100000000001,0.0,0.0,0.385,0.57201,0.53167,0.6673399999999999,0.72234,0.539,0.72234,0.6783399999999999,0.56834,0.6380100000000001,0.55367,0.6160100000000001,0.51334,0.70767
KEN,0.70401,0.39966999999999997,0.44,0.52067,0.429,0.17232999999999998,0.11732999999999999,0.17967,0.26766999999999996,0.26766999999999996,0.26766999999999996,0.26766999999999996,0.26766999999999996,1.5693,1.749,1.8259999999999998,1.9434,2.0204,1.7563,1.7967,2.112,2.189,2.145,1.815,0.71134
KGZ,0.0,0.0,0.187,0.051334000000000005,0.036667,0.19434,0.21266999999999997,0.13932999999999998,0.165,0.11732999999999999,0.11732999999999999,0.073334,0.10633,0.10267000000000001,0.15767,0.39234,0.96801,0.7480100000000001,0.9056700000000001,1.0377,0.84334,0.16133,0.095334,0.15033,0.011000000000000001
KHM,0.033,0.033,0.033,0.033,0.033,0.033,0.036667,0.040333999999999995,0.029334,0.036667,0.044000000000000004,0.040333999999999995,0.033,0.040333999999999995,0.051334000000000005,0.055001,0.055001,0.121,0.11,0.088001,0.11732999999999999,0.13932999999999998,0.17232999999999998,0.198,0.231
KIR,0.0036667,0.0036667,0.0036667,0.0036667,0.0036667,0.0036667,0.0036667,0.0036667,0.0036667,0.0036667,0.0036667,0.0073334,0.0073334,0.0073334,0.0073334,0.011000000000000001,0.014667,0.011000000000000001,0.011000000000000001,0.0073334,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001
KNA,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.014667,0.014667,0.014667,0.014667,0.014667
KOR,5.9364,8.7671,11.3191,13.8271,19.6902,22.6712,27.7129,30.4373,30.6169,32.1496,31.0716,30.3529,30.3199,33.422,34.907,39.296,40.913000000000004,39.1714,39.361999999999995,36.7587,39.5784,38.9184,38.207,38.2877,38.757
KWT,0.63067,0.44,1.0927,2.0497,2.7354,2.9554,2.9224,3.2964,3.3587,3.2119999999999997,2.585,2.4677,3.0580000000000003,4.466,4.2204,3.9894,4.29,4.9464,5.3167,3.6044,3.9307,5.456,5.9731,5.8631,5.8117
LAO,0.014667,0.018334,0.022000000000000002,0.022000000000000002,0.025667000000000002,0.025667000000000002,0.029334,0.029334,0.033,0.033,0.033,0.029334,0.029334,0.033,0.029334,0.029334,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033
LBN,0.187,0.28234000000000004,0.31534,0.38134,0.46567,0.55367,0.57567,0.59401,0.38134,0.44367,0.44,0.44733999999999996,0.44367,0.44733999999999996,0.45833999999999997,0.52067,0.38134,0.46934,0.59767,0.63067,0.78101,0.79201,0.74434,0.9056700000000001,0.81401
LBR,0.084334,0.051334000000000005,0.051334000000000005,0.051334000000000005,0.051334000000000005,0.051334000000000005,0.051334000000000005,0.051334000000000005,0.047667,0.047667,0.051334000000000005,0.047667,0.051334000000000005,0.051334000000000005,0.051334000000000005,0.051334000000000005,0.051334000000000005,0.051334000000000005,0.047667,0.051334000000000005,0.055001,0.058667,0.066001,0.066001,0.06966699999999999
LBY,0.87634,0.9093399999999999,0.9203399999999999,1.0157,1.1440000000000001,1.1843,1.2429999999999999,1.1843,1.1843,1.3530000000000002,1.5987,0.95334,0.94234,0.92768,0.93501,0.86167,2.255,2.1964,2.112,1.892,1.7819999999999998,0.418,1.7747,1.2429999999999999,0.67101
LCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073334,0.014667,0.018334,0.022000000000000002,0.018334,0.011000000000000001,0.014667,0.014667,0.018334,0.018334,0.018334,0.018334,0.018334,0.018334,0.018334,0.018334,0.018334,0.018334
LIE,0.00042986,0.00041628,0.00042526,0.00043103,0.00044339,0.00043566,0.00045037,0.00046436,0.00047625,0.00047502,0.00049115,0.00051726,0.00044521,0.0005028000000000001,0.00034285,0.00049688,0.00085131,0.00082997,0.00080662,0.00098088,0.00084924,0.00091922,0.0011179,0.0010475999999999999,0.0011925999999999998
LKA,1.3969999999999998,1.1,1.0487,1.2797,1.287,1.3017,1.5033,1.177,1.0817,1.034,0.81767,0.68934,0.7590100000000001,0.70401,0.77367,0.93868,0.80301,0.319,0.37767,0.73334,1.2357,1.8737,2.0644,1.9214,2.497
LTU,0.0,0.0,0.0,0.11,0.11732999999999999,0.121,0.099001,0.29334,0.18333,0.31534,0.37767,0.41434,0.43633999999999995,0.44733999999999996,0.46567,0.60134,0.60501,0.58301,0.52067,0.517,0.60134,0.6270100000000001,0.58301,0.495,0.27134
LUX,0.39966999999999997,0.418,0.40334000000000003,0.39966999999999997,0.50967,0.57567,0.6270100000000001,0.7663399999999999,0.86167,1.012,0.97901,1.056,1.1440000000000001,1.1917,1.298,1.3163,1.2357,1.3273,1.3347,1.2797,1.3127,1.2283,1.133,1.1367,1.2357
LVA,0.0,0.0,0.132,0.187,0.297,0.16133,0.16867000000000001,0.16133,0.091667,0.091667,0.10633,0.70034,0.73701,0.71867,0.7883399999999999,1.0047,0.82867,0.81034,0.95334,1.1843,1.1587,1.0413,1.1257,1.1367,1.0707
MAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20534000000000002
MAR,0.22366999999999998,0.22734000000000001,0.35934,0.23467,0.24934,0.24934,0.23467,0.0,0.9203399999999999,0.94234,0.93501,0.91301,0.92401,0.95701,1.0487,1.1953,1.3493,1.5583,1.5583,1.5693,1.7967,2.013,2.9334,2.2367,2.4054
MCO,0.0067631,0.007847100000000001,0.0074988,0.0065983000000000005,0.0067748,0.0069665000000000005,0.006684399999999999,0.0083882,0.0084311,0.010678,0.014053999999999999,0.017547,0.015026,0.016686000000000003,0.018018,0.018353,0.018284,0.020711,0.023469,0.025011000000000002,0.026368,0.024727000000000002,0.027813,0.026664,0.023352
MDA,0.0,0.0,0.0,0.10267000000000001,0.077001,0.047667,0.062334,0.073334,0.066001,0.036667,0.062334,0.055001,0.055001,0.036667,0.033,0.036667,0.036667,0.044000000000000004,0.036667,0.044000000000000004,0.040333999999999995,0.040333999999999995,0.06966699999999999,0.066001,0.077001
MDG,0.036667,0.044000000000000004,0.044000000000000004,0.040333999999999995,0.044000000000000004,0.055001,0.055001,0.055001,0.055001,0.055001,0.18333,0.19067,0.080667,0.14300000000000002,0.18333,0.20167000000000002,0.198,0.20534000000000002,0.198,0.13932999999999998,0.198,0.24934,0.25667,0.22,0.23467
MDV,0.10633,0.10633,0.132,0.12833,0.15033,0.17967,0.18333,0.20534000000000002,0.242,0.26766999999999996,0.23467,0.11367000000000001,0.099001,0.095334,0.11367000000000001,0.099001,0.132,0.13932999999999998,0.16867000000000001,0.18333,0.14300000000000002,0.17967,0.37034,0.45833999999999997,0.7480100000000001
MEX,5.1994,5.412000000000001,5.9914,7.0621,9.4381,9.2841,9.1557,9.5921,10.9524,11.7664,11.8544,11.6638,10.4318,10.6481,10.9341,11.1761,11.6198,12.4778,12.5511,10.3071,10.5418,10.9341,11.4218,11.4548,12.1001
MKD,0.0,0.0,0.0,0.0,0.0,0.062334,0.055001,0.062334,0.051334000000000005,0.11367000000000001,0.088001,0.06966699999999999,0.066001,0.025667000000000002,0.018334,0.018334,0.011000000000000001,0.022000000000000002,0.018334,0.011000000000000001,0.022000000000000002,0.011000000000000001,0.025667000000000002,0.033,0.036667
MLI,0.044000000000000004,0.044000000000000004,0.047667,0.047667,0.047667,0.051334000000000005,0.055001,0.055001,0.055001,0.055001,0.055001,0.055001,0.055001,0.058667,0.058667,0.058667,0.058667,0.058667,0.058667,0.062334,0.066001,0.066001,0.06966699999999999,0.073334,0.073334
MLT,0.24934,0.28234000000000004,0.31534,0.24934,0.24934,0.297,0.30067,0.319,0.32266999999999996,0.32634,2.3797,2.5154,2.6584,3.19,3.4614,2.3944,2.662,2.9957,3.333,3.9124,5.005,4.6457,4.1397,4.1397,4.2754
MMR,0.055001,0.10267000000000001,0.091667,0.011000000000000001,0.022000000000000002,0.025667000000000002,0.055001,0.062334,0.16133,0.17600000000000002,0.20167000000000002,0.22,0.187,0.22,0.209,0.033,0.047667,0.051334000000000005,0.051334000000000005,0.055001,0.062334,0.058667,0.11367000000000001,0.121,0.12467
MNE,0.0,0.0,0.03063,0.020419999999999997,0.019219,0.021621,0.028227,0.048647,0.033632,0.016216,0.015015,0.024023,0.029427999999999996,0.031831,0.023423,0.03123,0.047667,0.033,0.044000000000000004,0.0073334,0.0073334,0.033,0.036667,0.040333999999999995,0.055001
MOZ,0.198,0.19067,0.19067,0.11732999999999999,0.077001,0.06966699999999999,0.06966699999999999,0.088001,0.088001,0.10267000000000001,0.12467,0.12833,0.13932999999999998,0.25667,0.25667,0.14667,0.17967,0.198,0.18333,0.209,0.20167000000000002,0.18333,0.20534000000000002,0.22,0.37767
MRT,0.055001,0.066001,0.06966699999999999,0.06966699999999999,0.06966699999999999,0.06966699999999999,0.073334,0.077001,0.077001,0.077001,0.066001,0.062334,0.062334,0.073334,0.077001,0.077001,0.055001,0.055001,0.047667,0.066001,0.055001,0.055001,0.073334,0.091667,0.091667
MUS,0.374,0.34467,0.36667,0.33734000000000003,0.56467,0.462,0.54267,0.57934,0.67467,0.77367,0.96068,0.8690100000000001,0.81401,0.70034,0.7296699999999999,0.8983399999999999,0.85067,0.97534,1.0597,1.034,1.1,1.265,1.177,1.21,1.287
MWI,0.018334,0.018334,0.018334,0.018334,0.018334,0.018334,0.018334,0.018334,0.022000000000000002,0.011000000000000001,0.014667,0.018334,0.011000000000000001,0.029334,0.025667000000000002,0.022000000000000002,0.029334,0.033,0.033,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002
MYS,0.28967,0.35200000000000004,0.23834,0.198,0.77367,0.79567,0.5243399999999999,0.50967,6.3361,5.6211,5.4597,5.8521,5.7201,5.8521,6.5781,6.1197,6.2627,4.8107,4.697,4.6419999999999995,5.2507,6.0611,5.5331,8.3821,8.3271
NAM,nan,0.084334,0.11,0.13567,0.091667,0.11367000000000001,0.11732999999999999,0.10267000000000001,0.099001,0.10267000000000001,0.11732999999999999,0.062334,0.051334000000000005,0.080667,0.044000000000000004,0.033,0.084334,0.10633,0.11367000000000001,0.11,0.11732999999999999,0.040333999999999995,0.121,0.062334,0.14667
NER,0.040333999999999995,0.036667,0.033,0.033,0.029334,0.022000000000000002,0.033,0.040333999999999995,0.033,0.036667,0.044000000000000004,0.022000000000000002,0.033,0.033,0.036667,0.040333999999999995,0.033,0.036667,0.033,0.033,0.040333999999999995,0.047667,0.036667,0.06966699999999999,0.091667
NGA,1.5290000000000001,2.2184,2.178,2.2880000000000003,2.2477,2.6657,2.9077,2.156,2.1487,2.9444,1.7819999999999998,1.7637,1.595,1.804,1.9287,1.9837,1.9507,1.9324,3.7144,3.1534,1.8259999999999998,1.8259999999999998,1.804,2.2257,2.1304
NIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.084334,0.077001,0.080667,0.077001,0.073334,0.077001,0.058667,0.055001,0.055001,0.080667,0.077001,0.058667,0.055001,0.062334,0.066001,0.062334,0.06966699999999999
NIU,0.0036667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036667,0.0,0.0,0.0,0.0,0.0,0.0
NLD,39.5417,40.8727,42.123000000000005,44.1031,42.6364,41.9104,43.8391,47.1684,47.6781,49.6105,51.8178,55.4845,55.5285,52.5805,57.1272,60.7536,64.2259,65.6229,63.6209,57.1639,54.4028,58.2235,53.9372,52.3385,52.1038
NOR,2.6914,2.464,2.8454,2.8930000000000002,3.2597,3.3477,3.597,4.2094,3.9819999999999998,4.0554,3.6814,3.6447,3.3,2.5007,2.4677,3.2634,2.8197,3.234,2.673,2.6437,2.541,2.4897,2.2624,2.6289999999999996,1.9984
NPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13932999999999998,0.14300000000000002,0.16133,0.11732999999999999,0.132,0.121,0.16133,0.18333,0.15767,0.16867000000000001,0.16867000000000001,0.20167000000000002,0.24934,0.27867,0.29334,0.29334,0.43633999999999995
NRU,0.044000000000000004,0.040333999999999995,0.036667,0.036667,0.033,0.033,0.033,0.033,0.033,0.029334,0.025667000000000002,0.022000000000000002,0.018334,0.018334,0.018334,0.018334,0.011000000000000001,0.014667,0.014667,0.014667,0.014667,0.014667,0.014667,0.014667,0.014667
NZL,2.3357,2.1817,2.1047,2.178,2.6034,2.6987,2.673,2.695,2.8124,2.7244,2.519,2.7244,2.7939999999999996,2.8234,2.926,3.1534,3.102,3.2267,3.3587,3.2230000000000003,3.3257,3.366,3.366,3.4944,3.366
OMN,1.8187,1.6757,1.749,0.97534,1.4813,1.7417,0.56101,0.63434,0.68934,0.74434,0.83967,0.94968,1.298,1.2393,1.287,1.3530000000000002,1.0487,0.97534,5.005,3.9234,4.9207,2.9957,3.773,3.9417,5.2874
PAK,0.418,0.517,0.495,0.539,0.45833999999999997,0.46567,0.429,0.46567,0.46567,0.41434,0.44367,0.539,1.001,0.48034,0.70767,0.8983399999999999,0.85801,0.92768,1.0157,1.287,1.0487,0.94234,0.8690100000000001,0.92401,0.96434
PAN,5.038,5.5147,5.9621,6.2957,6.4791,6.5414,6.7247,7.1831,7.7111,8.0117,8.2207,8.4994,8.4884,9.0274,8.9907,7.9824,9.0274,7.9604,11.1468,9.4711,10.6921,11.9791,12.2798,11.9828,11.3154
PER,0.6380100000000001,0.6563399999999999,0.66001,0.7406699999999999,0.8800100000000001,1.0927,1.155,1.1477,1.1440000000000001,1.2063,1.0487,1.2613,0.76267,0.55734,1.5217,1.9434,2.0204,1.2943,2.5704,2.2807,2.6839999999999997,2.9004,2.75,2.2624,2.497
PHL,1.3677,1.3493,1.5877,1.6353,1.716,1.672,2.1084,2.31,2.0424,2.3137,2.2807,2.4897,2.563,2.3687,2.3174,2.574,2.8234,4.2057,3.7694,3.7474,3.74,4.0957,4.0297,4.0187,3.5934
PLW,0.047667,0.047667,0.051334000000000005,0.051334000000000005,0.051334000000000005,0.051334000000000005,0.051334000000000005,0.051334000000000005,0.051334000000000005,0.047667,0.047667,0.044000000000000004,0.044000000000000004,0.047667,0.047667,0.047667,0.047667,0.051334000000000005,0.051334000000000005,0.051334000000000005,0.051334000000000005,0.055001,0.055001,0.055001,0.055001
PNG,0.095334,0.091667,0.088001,0.088001,0.165,0.16867000000000001,0.17600000000000002,0.17967,0.17600000000000002,0.165,0.18333,0.18333,0.18333,0.20167000000000002,0.21266999999999997,0.21266999999999997,0.22,0.22366999999999998,0.231,0.22734000000000001,0.23467,0.24934,0.18333,0.198,0.17967
POL,1.936,1.188,1.518,1.177,1.188,1.2687,1.4923,1.5437,1.7233,1.9580000000000002,1.7527,1.661,1.6757,1.7857,1.672,2.002,2.244,2.1524,2.5117,2.2697,2.244,2.0644,2.101,2.046,2.2477
PRK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRT,3.344,3.4394,3.4944,3.1387,3.0837,3.1314,3.1644,3.2084,2.937,3.773,4.0957,3.4174,3.388,3.839,4.2497,4.0737,4.3854,4.1837,4.3817,4.048,4.1727,4.6164,4.7887,4.9464,4.9830000000000005
PRY,0.10633,0.10633,0.099001,0.091667,0.077001,0.055001,0.10633,0.10267000000000001,0.10267000000000001,0.055001,0.040333999999999995,0.022000000000000002,0.062334,0.077001,0.055001,0.058667,0.077001,0.077001,0.077001,0.066001,0.080667,0.080667,0.084334,0.099001,0.11732999999999999
QAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0157,2.2,1.87,1.0597,1.4227,1.8334,2.3247,2.6877,2.9627,3.4539999999999997,4.5577,5.6321,6.2334,3.9307
ROU,0.71134,0.506,0.7590100000000001,0.7663399999999999,0.50234,0.56101,0.264,0.37767,0.42167,0.39966999999999997,0.385,0.34467,0.29334,0.35567,0.418,0.33734000000000003,0.418,0.44367,0.59401,0.44367,0.49133999999999994,0.42167,0.40334000000000003,0.57201,0.80667
RUS,0.0,0.0,21.8535,18.5608,15.4551,14.4065,13.5081,13.3908,12.5731,12.9985,13.6658,14.0545,14.5825,14.8208,14.5531,15.7301,16.6175,16.7678,17.8605,17.8825,23.8849,29.1943,25.7916,34.9217,64.4789
RWA,0.029334,0.029334,0.025667000000000002,0.025667000000000002,0.025667000000000002,0.029334,0.029334,0.029334,0.029334,0.029334,0.033,0.033,0.036667,0.036667,0.036667,0.036667,0.036667,0.036667,0.036667,0.044000000000000004,0.047667,0.055001,0.062334,0.058667,0.062334
SAU,39.9927,13.2881,13.8785,13.6218,12.2064,11.7114,10.8901,11.5134,11.6161,12.0231,12.5108,12.2908,12.5438,12.4961,12.8298,12.6208,13.8271,14.5055,15.1435,14.0031,14.3735,16.3241,17.1272,16.5955,17.2995
SDN,0.13097999999999999,0.13417,0.13737,0.14056,0.13417,0.14376,0.12139000000000001,0.11180999999999999,0.10862000000000001,0.27154,0.31306999999999996,0.34820999999999996,0.36738000000000004,0.80504,1.0446,0.74434,0.80184,0.66128,0.7219800000000001,0.74753,0.7794800000000001,0.89449,0.74434,0.66001,0.82867
SEN,0.50967,0.44367,0.48767,0.473,0.55001,0.69667,0.70401,0.83234,0.9203399999999999,0.93134,0.87634,0.7700100000000001,0.7296699999999999,0.6783399999999999,0.70767,0.71134,0.72601,0.9826799999999999,1.001,0.7883399999999999,0.8946700000000001,0.9056700000000001,0.83967,0.9936799999999999,1.0413
SGP,40.0184,37.2647,45.2104,42.3504,43.9197,52.8078,56.1078,57.3105,64.3176,69.132,70.2796,75.2957,74.918,75.0317,84.8181,93.3615,103.2689,113.4074,120.8141,127.0988,143.401,153.2167,153.8804,154.7897,154.1041
SHN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLB,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.025667000000000002,0.025667000000000002,0.025667000000000002,0.025667000000000002,0.025667000000000002,0.025667000000000002,0.025667000000000002,0.025667000000000002,0.029334,0.018334,0.014667,0.014667,0.014667,0.014667,0.014667,0.014667
SLE,0.20167000000000002,0.22,0.055001,0.058667,0.055001,0.058667,0.062334,0.062334,0.062334,0.062334,0.011000000000000001,0.0,0.0,0.0,0.033,0.0073334,0.036667,0.018334,0.0073334,0.025667000000000002,0.025667000000000002,0.025667000000000002,0.025667000000000002,0.025667000000000002,0.025667000000000002
SLV,0.11367000000000001,0.091667,0.132,0.14300000000000002,0.13932999999999998,0.15767,0.15033,0.14667,0.187,0.20534000000000002,0.21634,0.22,0.20167000000000002,0.21266999999999997,0.22734000000000001,0.23834,0.22734000000000001,0.35567,0.34834,0.34834,0.33734000000000003,0.34467,0.26034,0.451,0.47667
SMR,0.005592199999999999,0.0057695,0.0057185000000000005,0.0058523,0.0058996000000000005,0.006256,0.005804999999999999,0.006133100000000001,0.0068181,0.0060756000000000004,0.006774600000000001,0.0066471,0.0069486,0.007766500000000001,0.007948899999999998,0.0082812,0.008831499999999999,0.009347,0.0094419,0.0087606,0.010194,0.0095917,0.0093902,0.008363899999999999,0.008034300000000001
SOM,0.22,0.20534000000000002,0.198,0.20534000000000002,0.20534000000000002,0.21634,0.21266999999999997,0.21634,0.22366999999999998,0.22,0.23467,0.22366999999999998,0.209,0.20534000000000002,0.20534000000000002,0.20534000000000002,0.20534000000000002,0.20167000000000002,0.198,0.20534000000000002,0.20534000000000002,0.20534000000000002,0.209,0.209,0.209
SRB,0.0,0.0,0.15637,0.10425,0.098116,0.11037999999999999,0.14411,0.24836,0.1717,0.082785,0.076653,0.12264000000000001,0.15024,0.1625,0.11957999999999999,0.15944,0.16133,0.14667,0.15033,0.12467,0.12833,0.14300000000000002,0.12833,0.16133,0.25667
SSD,0.019356,0.019829,0.020301,0.020773,0.019829,0.021245,0.01794,0.016524,0.016052,0.040129000000000005,0.046267,0.051460000000000006,0.05429199999999999,0.11897,0.15438,0.11,0.1185,0.097726,0.1067,0.11047,0.11519000000000001,0.13219,0.099001,0.11367000000000001,0.11732999999999999
STP,0.0036667,0.0036667,0.0036667,0.0036667,0.0036667,0.0036667,0.0073334,0.0073334,0.0073334,0.0073334,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.014667,0.018334,0.018334,0.022000000000000002,0.025667000000000002,0.029334,0.033,0.033,0.033,0.033,0.033
SUR,0.044000000000000004,0.047667,0.047667,0.088001,0.095334,0.095334,0.095334,0.084334,0.099001,0.099001,0.10267000000000001,0.10633,0.16133,0.17232999999999998,0.17600000000000002,0.18333,0.19434,0.20534000000000002,0.21266999999999997,0.20534000000000002,0.22734000000000001,0.20534000000000002,0.24934,0.22,0.242
SVK,nan,nan,0.0,0.0,0.099001,0.121,0.11732999999999999,0.11,0.091667,0.062334,0.080667,0.095334,0.13932999999999998,0.10267000000000001,0.080667,0.11732999999999999,0.121,0.15033,0.19067,0.13932999999999998,0.12467,0.132,0.11367000000000001,0.12467,0.10633
SVN,0.0,0.0,0.033,0.051334000000000005,0.055001,0.058667,0.055001,0.055001,0.055001,0.062334,0.077001,0.080667,0.088001,0.077001,0.058667,0.13932999999999998,0.16867000000000001,0.24934,0.31534,0.187,0.14300000000000002,0.17600000000000002,0.231,0.27134,0.26034
SWE,3.2377,3.6447,4.0627,4.6164,5.1847,5.17,5.3827,6.0904,6.9631,6.9557,6.4974,6.6441,5.4854,6.7614,8.0337,8.1804,8.7377,8.6791,8.9651,9.0237,8.4261,7.8064,7.5937,7.5681,7.7257
SWZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036667,0.0036667,0.0036667,0.0036667,0.0036667,0.0036667,0.0036667,0.0036667,0.0036667,0.0036667,0.0036667,0.0036667,0.0036667,0.0036667,0.0036667,0.0036667,0.0036667,0.0036667
SYC,0.341,0.33366999999999997,0.33366999999999997,0.341,0.341,0.34467,0.34467,0.374,0.33366999999999997,0.34467,0.34834,0.34467,0.31534,0.30067,0.44367,0.39234,0.418,0.30067,0.33366999999999997,0.60134,0.57934,0.55367,0.59401,0.57934,0.56834
SYR,1.496,0.98634,0.83234,0.59401,0.74434,0.49133999999999994,0.28600000000000003,0.28234000000000004,0.28234000000000004,0.28967,0.41067,0.28967,0.33366999999999997,0.30434,0.363,0.33,0.44367,3.3477,3.2927,3.4907,3.4907,3.0324,1.6023,1.4777,0.80301
TCD,0.051334000000000005,0.051334000000000005,0.051334000000000005,0.055001,0.058667,0.058667,0.058667,0.058667,0.058667,0.062334,0.062334,0.055001,0.055001,0.055001,0.055001,0.058667,0.058667,0.058667,0.055001,0.055001,0.055001,0.055001,0.055001,0.055001,0.055001
TGO,0.011000000000000001,0.011000000000000001,0.014667,0.029334,0.029334,0.033,0.036667,0.044000000000000004,0.058667,0.025667000000000002,0.051334000000000005,0.055001,0.055001,0.10267000000000001,0.13932999999999998,0.16133,0.11367000000000001,0.099001,0.198,0.24934,0.264,0.242,0.26766999999999996,0.28234000000000004,0.297
THA,5.1334,5.5661,5.5257,5.9071,6.4424,6.5671,6.8531,7.3297,6.8604,6.8237,7.2307,7.6891,7.8174,7.7844,9.5884,9.0714,9.5004,10.0431,9.5921,9.1741,9.7534,10.4758,10.4758,13.8308,14.5935
TJK,0.0,0.0,0.047667,0.055001,0.014667,0.014667,0.014667,0.014667,0.014667,0.014667,0.014667,0.014667,0.011000000000000001,0.011000000000000001,0.022000000000000002,0.036667,0.066001,0.077001,0.080667,0.084334,0.091667,0.099001,0.10267000000000001,0.11,0.19067
TKM,0.0,0.0,0.0,0.0,0.68201,0.63067,0.70401,0.80301,0.94234,1.0193,1.0047,1.0083,1.155,1.3127,1.3163,1.3787,1.287,1.3787,1.4409999999999998,1.5033,1.661,1.5033,1.3017,1.4263,1.474
TLS,0.002996,0.0032314999999999996,0.0032802,0.0037673999999999997,0.0041164999999999995,0.0040922,0.0065523,0.006528,0.0077296000000000005,0.012772,0.0033126999999999996,0.004011,0.0073334,0.0073334,0.0073334,0.0073334,0.0073334,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001
TON,0.014667,0.011000000000000001,0.0073334,0.0036667,0.0036667,0.0073334,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.0036667,0.0,0.0036667,0.0036667,0.0,0.011000000000000001,0.0073334,0.0,0.0036667,0.0036667,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.0036667,0.011000000000000001
TTO,0.30434,0.28967,0.35934,0.33366999999999997,0.31534,0.33366999999999997,0.19434,0.22,0.22,1.3053,1.5107,1.5473,2.112,2.1744,3.168,2.662,2.6217,2.6547,2.5997,2.541,1.903,2.1157,1.9654,2.5997,2.1084
TUN,0.42533999999999994,0.24934,0.24566999999999997,0.24934,0.32634,0.319,0.033,0.055001,0.011000000000000001,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.029334,0.68567,0.75167,0.64167,0.80301,0.7700100000000001,0.9203399999999999,0.9203399999999999,0.87634
TUR,0.92401,1.133,1.1440000000000001,1.2833,1.133,1.386,1.3897,1.859,2.0204,2.3907,2.86,2.3247,4.312,4.697,6.1051,6.6624,6.1014,6.2004,6.0721,5.2104,4.8767,4.0297,3.7289999999999996,6.9961,11.1981
TWN,6.5231,6.5011,8.6497,8.7561,9.9954,11.4364,11.5244,13.0241,14.5825,17.5672,16.5075,13.2881,13.3175,15.0298,13.9555,14.0325,14.1938,13.3211,11.6014,10.6151,11.7261,11.2458,10.1714,10.6958,11.1688
