cat,IPCMLULUCF
clss,TOTAL
ent,KYOTOGHG
family,emi
gwp,AR4
note,calculated by the function combine_tables_varying_in_one_sheet_as by CC and JN from PRIMAP
scen,HISTORY
srce,EDGAR42COMPI
tablename,KYOTOGHG_IPCMLULUCF_TOTAL_NET_HISTORY_EDGAR42COMPI
tpe,NET
unit,MtCO2eq
ISO3,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
MUS,8e-05,8e-05,8e-05,8e-05,8e-05,8e-05,8e-05,8e-05,8e-05,8e-05,8e-05,8e-05,8e-05,8e-05,8e-05,8e-05,8e-05,8e-05,8e-05,8e-05,8e-05
MWI,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
MYS,114.1401,104.0433,151.6185,126.8836,114.1345,130.6609,103.2721,104.2744,200.2058,99.4604,91.6213,83.1777,110.8422,93.1207,111.1387,117.04299999999999,83.5861,82.5424,86.6643,123.2757,79.9539
NAM,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.041076,0.04,0.04,0.040389,0.040001,0.040106,0.040011,0.040018,0.040016
NER,0.0,0.0022221999999999997,0.004444399999999999,0.0066667,0.0088889,0.011111,0.013333000000000001,0.015556,0.017778,0.02,0.022222,0.024444,0.026667000000000003,0.028888999999999998,0.031111,0.033333,0.035556,0.037778,0.04,0.042222,0.044444
NGA,9.9793,8.1635,9.3637,8.7847,8.7624,9.6508,9.4398,9.6243,8.6729,7.0752,9.3609,10.812000000000001,14.7825,8.8087,9.935,8.0979,19.6492,34.2955,27.6692,23.5641,26.3896
NIC,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
NLD,8.8767,8.7028,8.5288,8.3553,8.1825,8.008,7.834,7.6606,7.4867,7.3126,7.1396,6.9670000000000005,6.7945,6.6242,6.4467,6.274,6.0989,5.9245,5.7517,5.5776,5.4035
NOR,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0667,1.0583,1.05,1.0417,1.0333,1.025,1.0167,1.0083,1.0,0.99167,0.9833299999999999
NPL,0.19530999999999998,0.19530999999999998,0.19530999999999998,0.19530999999999998,0.19530999999999998,0.19530999999999998,0.19530999999999998,0.19530999999999998,0.10225,0.46193,0.10923,0.21003000000000002,0.12814,0.15086,0.17267000000000002,0.19153,0.16445,0.1293,0.10419,0.11032,0.22276999999999997
NZL,4.668,4.6347,4.6013,4.5680000000000005,4.5347,4.5013,4.468,4.4347,4.4013,4.368,4.3347,4.5579,4.5843,4.6875,4.7538,4.4299,4.7349,4.1944,4.4776,4.1375,4.0566
OMN,13.98,14.3811,14.7822,15.1833,15.5844,15.9856,16.3867,16.7878,17.1889,17.59,17.9911,18.3922,18.7933,19.1944,19.5956,19.9967,20.3978,20.7989,21.2,21.6011,22.0022
PAK,0.090556,0.090556,0.090556,0.090556,0.090556,0.090556,0.090556,0.090556,0.16197,0.29448,0.35148,0.22723000000000002,0.18123,0.15282,0.20556,0.1901,0.14152,0.13227,0.1629,0.12602,0.057613
PAN,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
PER,21.1681,19.9472,21.195999999999998,23.2777,16.2323,17.9676,18.6384,18.8228,23.7187,13.9895,22.5533,12.2388,11.0606,11.7473,9.5015,11.9397,7.7443,7.2495,6.5865,6.5593,6.9049
PHL,4.8414,4.2989999999999995,6.3623,5.159,4.498,5.159,3.8371,3.7987,2.4384,2.1173,1.9987,1.9184,1.7962,1.5973,1.4787,1.4368,1.2797,1.2169,1.011,1.011,1.011
PNG,24.2335,51.2028,49.0921,31.5812,51.1808,30.2415,29.7966,129.1447,39.849000000000004,32.5556,37.5462,37.334,38.7481,33.9341,38.7625,34.9097,34.6007,33.3189,32.3768,34.0897,34.2093
POL,25.061999999999998,24.9492,24.8288,24.7612,24.7883,24.5918,24.471,24.4173,24.3308,24.236,24.1803,24.052,24.0662,23.9471,23.8091,23.7331,23.6572,23.581,23.505,23.4511,23.3505
PRK,4.9309,4.3294,6.1339,4.9309,4.3294,4.9309,3.7279,3.7279,2.699,2.5877,2.8117,2.7682,2.5826,2.5752,2.6269,2.6702,2.5253,2.5298,2.525,2.525,2.525
PRT,0.27078,0.23531,0.19259,0.2012,0.30213,0.18524000000000002,0.142,0.16409,0.8945299999999999,0.3684,1.1381,0.6755800000000001,0.48895,0.84451,0.36793000000000003,1.9414,0.073025,0.06651599999999999,0.07492,0.10363,0.1174
PRY,41.2208,38.6299,41.2697,45.5582,30.7634,34.4713,35.9383,36.335,24.4807,44.9733,28.6396,34.3823,27.4713,25.8811,24.2248,22.2615,15.4769,13.3285,12.5462,12.2387,12.2313
ROU,1.0290000000000001,1.0290000000000001,1.0290000000000001,1.0290000000000001,1.0290000000000001,1.0290000000000001,1.0290000000000001,1.0290000000000001,1.0290000000000001,1.0290000000000001,1.2819999999999998,1.0290000000000001,1.0290000000000001,1.0290000000000001,1.0290000000000001,1.0290000000000001,1.0412,1.0537,1.0344,1.0304,1.0290000000000001
RUS,376.1842,329.6082,323.8362,328.1006,311.6422,284.7134,411.3829,301.9876,894.7164,465.1457,419.0936,448.5475,662.4639999999999,476.6059,237.3509,248.7072,179.3379,170.5022,161.168,150.21,139.2965
RWA,0.41600000000000004,0.43843999999999994,0.46088999999999997,0.48333000000000004,0.50578,0.52822,0.55067,0.57311,0.5955600000000001,0.618,0.64044,0.66289,0.68533,0.70778,0.73022,0.75267,0.7751100000000001,0.79756,0.82,0.84244,0.8648899999999999
SDN,3.1097,3.142,3.1796,3.2163,3.2451,3.2613,3.2638,3.2552,3.24,3.2238,3.2106,3.2011,3.194,3.1876,3.1797,3.1688,3.1548,3.1388,3.1224,3.1071,3.0941
SEN,0.0244,0.024788,0.025174000000000002,0.02556,0.025944,0.026327,0.026708999999999997,0.027089999999999996,0.027469,0.027848,0.028225,0.028600999999999998,0.028976,0.029349,0.029722000000000002,0.030093,0.030463,0.030832,0.0312,0.031612,0.032023
SGP,0.141,0.14072,0.14044,0.14017000000000002,0.13989000000000001,0.13960999999999998,0.13932999999999998,0.13906,0.13878,0.1385,0.13822,0.13794,0.13767000000000001,0.13739,0.13710999999999998,0.13683,0.13656,0.13627999999999998,0.136,0.13572,0.13544
SLB,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012
SLE,5.1375,4.1321,4.7822,4.4561,4.4356,4.9127,4.7892,4.8806,4.5391,3.0268,2.6097,2.5367,3.5064,2.6177,2.8360000000000003,2.0315,3.3764,5.4181,5.1739999999999995,9.2073,4.3338
SLV,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
SMR,0.00051619,0.00046233,0.00039434,0.00041599,0.00060458,0.00039941,0.00032483,0.00037065,0.00037709,0.00024867,0.00033713,0.00030984,0.00023854,0.00034746,0.00029228,0.00027069999999999997,0.00021892,0.00021292,0.00018986,0.00018776,0.00018312
SOM,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
SRB,0.462,0.46585,0.4697,0.47355,0.4774,0.48125,0.4851,0.48895,0.4928,0.49665,0.8707799999999999,0.50435,0.5082,0.51205,0.5159,0.51975,0.5236,0.52745,0.5313,0.53515,0.539
SSD,0.89033,0.85798,0.82045,0.78366,0.7549399999999999,0.7387100000000001,0.73622,0.7448,0.76003,0.7761600000000001,0.78945,0.79892,0.8059999999999999,0.8123600000000001,0.82031,0.83124,0.8452299999999999,0.86115,0.8776299999999999,0.8929299999999999,0.9058700000000001
STP,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004
SUR,7.7872,7.3535,7.7977,8.5391,6.0309,6.6467,6.8883,6.9547,6.1081,4.3709,4.6613,4.436,6.7633,4.6751,7.8229999999999995,4.0483,2.9058,2.9025,2.5777,2.6272,2.6117
SVK,0.31461,0.30727,0.29889,0.29782,0.3099,0.29095,0.2825,0.28335,0.28174,0.27374,0.26058000000000003,0.27701,0.2735,0.26733,0.26611999999999997,0.28123000000000004,0.28551,0.29241999999999996,0.29941,0.30546999999999996,0.31153000000000003
SVN,0.175,0.17457999999999999,0.17417,0.17375,0.17332999999999998,0.17292000000000002,0.1725,0.17207999999999998,0.17167000000000002,0.17125,0.17082999999999998,0.17042000000000002,0.17,0.16958,0.16917000000000001,0.16875,0.16833,0.16792,0.1675,0.16708,0.16667
SWE,14.7457,14.6874,14.6171,14.6316,14.7988,14.6059,14.5347,14.5715,14.4066,14.4234,14.4382,14.39,14.3909,14.388,14.388,14.3891,14.3891,14.3891,14.3891,14.3891,14.388
SWZ,0.12,0.12111,0.12222000000000001,0.12333,0.12444000000000001,0.12555999999999998,0.12667,0.12778,0.12889,0.13,0.13111,0.13222,0.13333,0.13444,0.13555999999999999,0.13667,0.13989000000000001,0.14039000000000001,0.14385,0.14473,0.14723
SYR,0.017785,0.015538999999999999,0.022078,0.017634999999999998,0.015388999999999998,0.017535,0.013092,0.013041999999999998,0.024539,0.00855,0.0085,0.021876,0.02356,0.016931,0.012804,0.010501,0.010448,0.010401,0.010348,0.015263999999999998,0.015681999999999998
TCD,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
TGO,8.1102,6.4895,7.5366,7.0101,6.9753,7.7406,7.5399,7.6873,5.5598,5.8349,6.5965,6.7958,8.8081,4.651,5.8152,8.1264,6.0007,16.3532,18.9724,15.4262,13.6833
THA,13.4857,12.1305,17.2761,14.2747,12.6229,14.2703,10.9686,10.8652,15.1543,9.0962,7.9891,8.8947,9.5708,8.3315,18.6765,12.9416,10.1593,16.1846,13.6227,15.8002,41.2484
TJK,0.0046908,0.0023455,0.0023455,0.0029318,0.0023455,0.0011727,0.0087954,0.0029318,0.0085086,0.0089115,0.0074562,0.0037630000000000003,0.0013210999999999997,0.0033696999999999998,0.0075994,0.0010146,0.0,0.003423,0.0,nan,nan
TKM,0.33546,0.31606,0.3144,0.31716,0.31106,0.30053,0.35649000000000003,0.3105,0.30426,0.36648000000000003,0.29717,0.31974,0.31722,0.33807,0.31167,0.30096999999999996,0.2771,0.38553000000000004,0.27,0.30046,0.2972
TON,0.004,0.0039778,0.0039556,0.0039333,0.0039111,0.0038889000000000003,0.0038667000000000003,0.0038444000000000004,0.0038222,0.0038,0.0037778,0.0037555999999999996,0.0037332999999999997,0.0037110999999999997,0.0036889,0.0036667,0.0036444000000000003,0.0036222000000000003,0.0036,0.0035778,0.0035556
TTO,0.004,0.0042222,0.004444399999999999,0.0046667,0.0048889,0.0051111,0.0053333,0.005555600000000001,0.0057778,0.006,0.0062222,0.0064444,0.0066667,0.0068889,0.0071111,0.0073333,0.0075556,0.0077778000000000005,0.008,0.0082222,0.0084444
TUN,0.0035,0.0035,0.0035,0.0035,0.0035,0.0035,0.0035,0.0035,0.0035,0.0035,0.0035,0.0035,0.0035,0.0035,0.0035,0.0035,0.0035,0.0035,0.0035,0.0035,0.0035
TUR,0.41545,0.39189,0.45928,0.41298999999999997,0.38943,0.41135,0.36506,0.36424,0.36391,0.35386,0.3193,0.45615,0.40681,0.42316000000000004,0.38456,0.39388,0.31139,0.31177,0.3126,0.32646,0.31708000000000003
TZA,49.3565,41.353,65.1616,37.9654,43.8907,44.3143,37.9072,36.0507,58.7608,41.326,52.2326,61.5643,52.4135,64.1038,61.4179,71.7833,30.3431,26.3477,24.718000000000004,25.3955,25.3663
UGA,16.0,16.2222,16.4444,16.6667,16.8889,17.1111,17.3333,17.5556,17.7778,18.0,18.2222,18.4444,18.6667,18.8889,19.1111,19.3333,19.5556,19.7778,20.0,20.2222,20.4444
UKR,8.3302,8.0901,7.9085,7.7416,7.5454,7.3345,7.3434,7.0154,6.9212,6.834,6.5522,6.944,6.6712,6.0291,5.8688,5.9209,5.3081,5.1622,4.9583,4.7994,4.5867
URY,0.40399999999999997,0.40378000000000003,0.40356,0.40333,0.40310999999999997,0.40289,0.40267,0.40244,0.42365,0.41435,0.40178,0.40973999999999994,0.41288,0.41757,0.42696000000000006,0.41578999999999994,0.46587,0.49883,0.45358000000000004,0.46571999999999997,0.42166000000000003
USA,93.9761,71.2344,40.8476,48.4591,48.4545,40.861999999999995,56.058,71.2119,45.2539,82.042,67.0397,54.8925,71.0508,56.0947,47.7888,54.18899999999999,37.9152,34.8479,36.6515,45.9432,36.5434
UZB,1.1787,1.1285,1.1277,1.1392,1.126,1.1005,1.2601,1.1359,1.1203,1.1356,1.1645,1.1419,1.2197,1.1987,1.1941,1.1747,1.0667,1.0842,1.065,1.0874,1.077
VAT,1.6488e-05,1.4674e-05,1.2412e-05,1.2873e-05,1.8434e-05,1.2039000000000001e-05,9.6424e-06,1.0934e-05,1.099e-05,7.1674e-06,9.6522e-06,8.7947e-06,6.718099999999999e-06,9.7309e-06,8.07e-06,7.3877e-06,5.914e-06,5.6539e-06,4.9669e-06,4.8586e-06,4.6737e-06
VEN,42.9699,40.6572,43.0668,47.0778,33.6085,36.9524,38.2602,38.6381,79.5161,29.703000000000003,41.2402,68.283,45.7646,72.9943,54.6201,52.1526,49.2387,77.304,70.4536,61.8342,52.6563
VNM,5.787000000000001,5.7209,5.9715,5.8254,5.7453,5.8254,5.6653,5.6618,8.5966,7.5474,6.1693,6.1412,5.9976,6.9114,6.9603,9.451,6.8504,7.7601,7.1976,7.5712,9.2939
WSM,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004
YEM,0.003,0.0029833000000000004,0.0029666999999999996,0.00295,0.0029333000000000002,0.0029167,0.0029,0.0028833,0.0028667,0.00285,0.0028333000000000004,0.0028166999999999997,0.0028,0.0027833000000000003,0.0027667,0.00275,0.0027333,0.0027167,0.0027,0.0026833,0.0026666999999999997
ZAF,7.4097,6.702000000000001,8.6528,6.2836,6.8102,6.9097,6.3919,6.2539,6.0347,5.8804,7.228,8.9566,7.2117,8.7336,6.6927,9.619,5.8109,6.1134,5.4702,5.2753,5.8262
ZMB,156.661,131.7773,205.9381,121.3098,139.7928,141.1408,121.2356,115.4979,128.2169,130.6795,119.9946,119.4421,121.4665,122.0442,140.2328,135.078,133.4811,135.1316,61.3999,65.5924,65.419
ZWE,0.8,0.81111,0.8222200000000001,0.8333299999999999,0.84444,0.85556,0.86667,0.8777799999999999,0.88889,0.9,0.9111100000000001,0.92222,0.9333299999999999,0.94444,0.9555600000000001,0.96667,0.97778,0.9888899999999999,1.0,1.0111,1.0222
