cat,IPC1
clss,TOTAL
ent,CO2
family,emi
gwp,AR4
note,Read in by JG and RG
scen,HISTORY
srce,UNFCCC2019BI
tablename,CO2AR4_IPC1_TOTAL_NET_HISTORY_UNFCCC2019BI
tpe,NET
unit,MtCO2eq
ISO3,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
ALB,2.9029,4.812,3.0806,2.9777,3.216,3.1756,3.0931,3.2695,3.997,4.328,2.9879,3.3721,3.4779,3.6488,3.8961,3.8353,3.7494,3.9251,3.9833,4.3194,nan,nan,nan,nan,nan,nan,nan
ARE,nan,nan,nan,nan,60.247,nan,nan,nan,nan,nan,96.241,nan,nan,nan,nan,149.809,nan,nan,nan,nan,nan,nan,nan,nan,166.209,nan,nan
ARG,94.1016,nan,nan,nan,110.2834,nan,nan,116.3458,nan,nan,118.712,nan,nan,nan,nan,nan,nan,nan,nan,nan,167.518,nan,173.4865,nan,nan,nan,nan
ARM,20.9856,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0799,nan,nan,nan,nan,nan,3.8502,nan,nan,nan,4.231,nan,nan,nan,nan,nan,nan
AZE,54.751000000000005,50.8088,43.5005,38.4672,33.9723,36.4552,29.8548,28.7871,28.4692,27.7859,28.889,27.9831,27.5728,30.1595,32.1828,34.297,33.003,27.754,31.095,26.046,25.334,26.546999999999997,27.853,37.9134,nan,nan,nan
BGD,nan,nan,nan,nan,15.1783,nan,nan,nan,nan,nan,nan,30.2327,nan,nan,nan,37.9496,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BHS,1.8942,nan,nan,nan,1.8662,nan,nan,nan,nan,nan,0.6604399999999999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BIH,23.1217,21.3505,5.8913,2.2085,2.4261,2.1195,4.3406,6.8319,10.4696,10.5735,11.1776,11.642999999999999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.42,19.524,nan,nan
BOL,5.0722,nan,nan,nan,7.6828,nan,nan,nan,8.2769,nan,7.1754,nan,8.4784,nan,9.0345,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BRA,169.985,175.607,179.327,185.011,193.669,208.832,224.595,239.097,248.685,260.22,267.057,276.281,273.578,267.928,282.615,291.019,296.08299999999997,309.501,328.441,316.368,348.88300000000004,363.37199999999996,394.63199999999995,423.565,445.059,420.31300000000005,nan
CAF,nan,nan,nan,nan,0.212,nan,nan,nan,nan,nan,nan,nan,nan,0.18037999999999998,0.19326,0.20726999999999998,0.21461,0.23210999999999998,0.2358,0.23283,0.25246,nan,nan,nan,nan,nan,nan
CHL,30.4057,nan,nan,nan,34.6321,nan,nan,nan,nan,nan,49.367,nan,nan,nan,nan,nan,55.1172,nan,nan,nan,65.9781,nan,nan,77.0184,nan,nan,84.12100000000001
CHN,nan,nan,nan,nan,2795.489,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5404.31,nan,nan,nan,nan,nan,nan,8688.288,nan,nan,nan,nan
COL,44.961999999999996,nan,nan,nan,55.705,nan,nan,nan,nan,nan,57.9423,nan,nan,nan,57.0019,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CRI,2.3814,nan,nan,nan,nan,nan,4.1376,nan,nan,nan,4.7172,nan,nan,nan,nan,5.4925,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CUB,31.6994,nan,nan,nan,nan,nan,nan,nan,nan,nan,25.3421,nan,23.5709,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
DMA,nan,nan,nan,nan,0.07653,nan,nan,nan,nan,nan,0.1058,0.11792000000000001,0.11327000000000001,0.11108,0.11089,0.11905999999999999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
DOM,8.2218,nan,nan,nan,14.3593,nan,nan,nan,15.3762,nan,17.6037,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.769,nan,nan,nan,nan,nan,nan
EGY,74.458,nan,nan,nan,nan,nan,nan,nan,nan,nan,106.63,nan,nan,nan,nan,148.8225,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ETH,2.168,1.756,1.88,2.166,2.0001,1.8785,2.2319999999999998,2.6019,2.7079,2.6903,2.9572,3.722,3.8881,4.2116,4.442,5.0619,5.371,6.3521,6.8435,7.0222,9.9035,7.6357,7.893,8.3751,nan,nan,nan
GEO,33.814,26.691,16.089000000000002,9.0,5.849,3.877,6.669,7.336,nan,nan,3.1771,3.418,3.1310000000000002,3.302,4.041,4.015,4.944,5.282,5.119,5.118,5.776,7.27,7.6370000000000005,7.282,nan,nan,nan
GHA,2.5706,2.0813,2.5956,2.8106,2.9816,3.2943,3.5952,3.6973,4.2399,4.7366,4.8723,5.2769,5.734,6.3561,5.7481,6.3133,7.6037,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GTM,3.7004,nan,nan,nan,9.3389,nan,nan,nan,nan,nan,9.3429,nan,nan,nan,nan,11.0127,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GUY,1.439,1.439,1.439,1.439,1.439,1.465,1.534,1.68,1.7690000000000001,1.7180000000000002,1.6880000000000002,2.094,1.6569999999999998,1.6569999999999998,1.6569999999999998,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
IDN,128.3982,140.4104,149.9255,158.3219,170.0163,nan,nan,nan,nan,nan,247.5222,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
IND,nan,nan,nan,nan,679.47,nan,nan,nan,nan,nan,952.2121,nan,nan,nan,nan,nan,nan,nan,nan,nan,1441.8827,nan,nan,nan,nan,nan,nan
ISR,nan,nan,nan,nan,nan,nan,50.343999999999994,nan,nan,nan,58.7648,nan,nan,62.0001,61.9729,61.9937,62.958999999999996,65.6866,65.3969,62.9337,64.4079,66.031,71.2005,64.7808,62.8238,64.6647,nan
JOR,nan,nan,nan,nan,11.6884,nan,nan,nan,nan,nan,14.714,nan,nan,nan,nan,nan,20.895,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
KEN,nan,nan,nan,nan,nan,6.15,nan,nan,nan,nan,7.227,nan,nan,nan,nan,7.994,nan,nan,nan,nan,11.753,nan,nan,nan,nan,nan,nan
