cat,IPC4
clss,TOTAL
ent,KYOTOGHG
family,emi
gwp,AR4
note,calculated by the function combine_tables_varying_in_one_sheet_as by CC and JN from PRIMAP
scen,HISTORY
srce,UNFCCC2019BI
tablename,KYOTOGHGAR4_IPC4_TOTAL_NET_HISTORY_UNFCCC2019BI
tpe,NET
unit,MtCO2eq
ISO3,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
ALB,0.16022,0.16872,0.20022,0.23346999999999998,0.32122,0.36772,0.48596999999999996,0.53922,0.53622,0.62397,0.68396,0.6864600000000001,0.68521,0.69671,0.75069,0.75744,0.8409399999999999,0.8499399999999999,0.8104399999999999,0.96544,nan,nan,nan,nan,nan,nan,nan
ARE,nan,nan,nan,nan,2.7671,nan,nan,nan,nan,nan,3.1144,nan,nan,nan,nan,8.475,nan,nan,nan,nan,nan,nan,nan,nan,11.6109,nan,nan
ARG,11.0023,nan,nan,nan,12.005,nan,nan,13.649000000000001,nan,nan,16.4609,nan,nan,nan,nan,nan,nan,nan,nan,nan,23.4057,nan,24.4811,nan,nan,nan,nan
ARM,0.6604800000000001,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.71097,nan,nan,nan,nan,nan,0.74622,nan,nan,nan,0.7544,nan,nan,nan,nan,nan,nan
AZE,2.1538,2.0088,2.0213,2.0433,2.0601,2.0853,2.1023,2.1148,2.1203,2.1266,2.0869,2.194,2.2239,2.2542,2.3247,2.2798,2.3476,2.4036,2.4583,2.4738,2.5464,2.5726,2.8801,0.9077700000000001,nan,nan,nan
BGD,nan,nan,nan,nan,1.5623,nan,nan,nan,nan,nan,nan,15.1081,nan,nan,nan,17.2626,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BIH,1.1815,1.1815,0.81,0.4475,0.54,0.605,0.8875,0.88,0.975,1.0825,1.1475,1.1767,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.275,1.125,nan,nan
BOL,0.19317,nan,nan,nan,0.61378,nan,nan,nan,1.284,nan,1.4506,nan,1.915,nan,1.993,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BRA,32.5398,33.7786,35.1564,36.3532,37.628,39.1748,40.5596,42.1538,43.6998,45.4689,47.0151,48.2104,50.2558,52.2432,53.434,55.2003,56.7711,57.9903,58.7531,60.0878,62.3861,66.2075,67.1393,72.2963,73.6032,74.0455,nan
CAF,nan,nan,nan,nan,2.4855,nan,nan,nan,nan,nan,nan,nan,nan,0.07202599999999999,0.073864,0.075379,0.077192,0.078707,0.08054700000000001,0.08416,0.085573,nan,nan,nan,nan,nan,nan
CHL,2.9663,nan,nan,nan,3.2511,nan,nan,nan,nan,nan,3.8235,nan,nan,nan,nan,nan,2.9342,nan,nan,nan,4.5031,nan,nan,5.3056,nan,nan,5.7956
CHN,nan,nan,nan,nan,193.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,125.97200000000001,nan,nan,nan,nan,nan,nan,178.669,nan,nan,nan,nan
COL,8.7287,nan,nan,nan,9.956,nan,nan,nan,nan,nan,10.9331,nan,nan,nan,12.0588,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CRI,0.5125,nan,nan,nan,nan,nan,1.0361,nan,nan,nan,1.4725,nan,nan,nan,nan,1.5725,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CUB,3.1006,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.4482,nan,2.57,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
DMA,nan,nan,nan,nan,0.00298,nan,nan,nan,nan,nan,0.021445,0.02132,0.021169999999999998,0.02107,0.020871999999999998,0.021294999999999998,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
DOM,1.5545,nan,nan,nan,2.9992,nan,nan,nan,1.896,nan,1.9638,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.2098,nan,nan,nan,nan,nan,nan
EGY,6.7715,nan,nan,nan,nan,nan,nan,nan,nan,nan,20.805999999999997,nan,nan,nan,nan,22.8596,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
