add_info,iso3,tar_type_used,tar_type_reclass,tar_type_main,condi,rge,ndc_value_exclLU,ndc_value_inclLU,ndc_strengthen_tar,int_ref,refyr,taryr,tar_emi_exclLU,tar_emi_inclLU,gwp,scenario,emi_bl_exclLU_refyr,emi_bl_exclLU_taryr,emi_bl_onlyLU_refyr,emi_bl_onlyLU_taryr,pc_cov_set_to_100,pc_cov_exclLU_refyr,pc_cov_exclLU_taryr,pop_refyr,pop_taryr,gdp_refyr,gdp_taryr,CO2,CH4,N2O,HFCS,PFCS,SF6,NF3,energy,ippu,agriculture,waste,other,lulucf,lulucf_tar_2030_fyson2019
,,,,,,,,,,,,,MtCO2eq,MtCO2eq,,,MtCO2eq (AR4),MtCO2eq (AR4),MtCO2eq (AR4),MtCO2eq (AR4),,%,%,Pers,Pers,2011GKD,2011GKD,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,MtCO2eq
,AFG,ABU,ABS,RBU,conditional,best,-1.372950 MtCO2eq_SAR,-1.372940 MtCO2eq_SAR,,,2025,2025,43.37449578851031,55.76012073107704,AR4,SSP4BLGCAM4,44.85218844341937,44.85218844341937,12.38562494256675,12.38562494256675,,1.0,1.0,45473473.4982,45473473.4982,105856661589.0819,105856661589.0819,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,
,AFG,ABU,ABS,RBU,conditional,best,-6.239540 MtCO2eq_SAR,-6.239540 MtCO2eq_SAR,,,2030,2030,45.95759231189554,58.975010375375774,AR4,SSP4BLGCAM4,52.67314817919682,52.67314817919682,13.017418063480234,13.017418063480234,,0.9999977609651136,0.9999977609651136,52248417.2106,52248417.2106,133877223107.4523,133877223107.4523,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,
,AFG,ABS,ABS,RBU,conditional,best,40.3 MtCO2eq_SAR,51.807700 MtCO2eq_SAR,,,2025,2025,43.3744957885103,55.76012073107705,AR4,SSP4BLGCAM4,44.85218844341937,44.85218844341937,12.38562494256675,12.38562494256675,,1.0,1.0,45473473.4982,45473473.4982,105856661589.0819,105856661589.0819,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,
,AFG,ABS,ABS,RBU,conditional,best,42.7 MtCO2eq_SAR,54.794710 MtCO2eq_SAR,,,2030,2030,45.95759231189553,58.97501037537577,AR4,SSP4BLGCAM4,52.67314817919682,52.67314817919682,13.017418063480234,13.017418063480234,,0.9999977609651136,0.9999977609651136,52248417.2106,52248417.2106,133877223107.4523,133877223107.4523,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,
,AFG,RBU,ABS,RBU,conditional,best,-3.3%,-2.6%,,,2025,2025,43.37206622478653,55.749630237950484,AR4,SSP4BLGCAM4,44.85218844341937,44.85218844341937,12.38562494256675,12.38562494256675,Yes (not lulucf),1.0,1.0,45473473.4982,45473473.4982,105856661589.0819,105856661589.0819,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,
,AFG,RBU,ABS,RBU,conditional,best,-13.6%,-10.2%,,,2030,2030,45.50960002682606,58.99012848592399,AR4,SSP4BLGCAM4,52.67314817919682,52.67314817919682,13.017418063480234,13.017418063480234,Yes (not lulucf),1.0,1.0,52248417.2106,52248417.2106,133877223107.4523,133877223107.4523,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,
,AGO,ABU,ABS,RBU,unconditional,best,,-31.163 MtCO2eq_AR4,,,2025,2025,93.7829,124.65599999999999,AR4,SSP4BLGCAM4,124.9459,124.9459,30.873099999999994,30.873099999999994,,0.996562512255304,0.996562512255304,37383848.0825,37383848.0825,232137964330.2542,232137964330.2542,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,
,AGO,ABU,ABS,RBU,unconditional,best,,-67.638 MtCO2eq_AR4,,,2030,2030,56.6867,125.612,AR4,SSP4BLGCAM4,124.3247,124.3247,68.9253,68.9253,,0.9932571725489784,0.9932571725489784,42562337.5837,42562337.5837,258183701708.7778,258183701708.7778,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,
,AGO,ABU,ABS,RBU,conditional,best,,-42.071 MtCO2eq_AR4,,,2025,2025,82.8749,113.74799999999999,AR4,SSP4BLGCAM4,124.9459,124.9459,30.873099999999994,30.873099999999994,,0.996562512255304,0.996562512255304,37383848.0825,37383848.0825,232137964330.2542,232137964330.2542,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,
