2017_MtCO2eq_AR4,CO2_IPCM0EL,CH4_IPCM0EL,N2O_IPCM0EL,HFCSAR4_IPCM0EL,PFCSAR4_IPCM0EL,SF6_IPCM0EL,NF3_IPCM0EL,FGASESAR4_IPCM0EL,KYOTOGHGAR4_IPCM0EL,KYOTOGHGAR4_IPC1,KYOTOGHGAR4_IPC2,KYOTOGHGAR4_IPCMAG,KYOTOGHGAR4_IPC4,KYOTOGHGAR4_IPC5,CO2_IPC1,CO2_IPC2,CO2_IPCMAG,CO2_IPC4,CO2_IPC5,CH4_IPC1,CH4_IPC2,CH4_IPCMAG,CH4_IPC4,CH4_IPC5,N2O_IPC1,N2O_IPC2,N2O_IPCMAG,N2O_IPC4,N2O_IPC5,HFCSAR4_IPC2,PFCSAR4_IPC2,SF6_IPC2,NF3_IPC2,FGASESAR4_IPC2
HUN,0.14050920296632197,0.09350150232732227,0.15579272276828296,0.20656508466860135,0.002048133132687298,0.2068049777946728,,0.19500783413236483,0.13467711555223344,0.1306482194443196,0.16757024272405185,0.11598146582506022,0.20587484544849233,0.09588455503862248,0.13820733474019029,0.16387988954462107,0.12838585629907945,0.1362841632046991,,0.05091523877335885,0.3288060251336244,0.07666869042563383,0.21787654780719978,,0.11487909017853064,0.07483592966943763,0.17562197930646703,0.08888185088866543,0.09589338270314804,0.20656508466860135,0.002048133132687298,0.2068049777946728,,0.19500783413236483
IDN,1.6773410073532051,2.8558794653306663,2.028772597849506,,0.0,0.0,,0.0,1.865122981599396,1.6015001656410528,1.3000820601785883,2.0559639514171266,8.289497093675116,2.567610938715398,1.6511280863318187,1.7299507136015746,4.193562628300672,11.182943485394937,,1.0341921008126351,0.5366428344347284,1.9367365708057849,8.786762635952973,,1.9500597576162297,0.7305855638425011,2.0880116922131964,2.307746142531513,2.5678473272348006,,0.0,0.0,,0.0
IND,6.487758535042776,6.2978825123972415,4.610607272850595,3.2188464193007076,3.0649313170421353,0.0,0.6674663676516485,3.0202906986750206,6.261534977619999,6.237215784483045,4.3803653225077275,7.934048424628026,5.258017581394914,10.23291183439559,6.614065810348525,4.809336949782179,16.024470332005865,,0.0,2.206496943387138,5.626306679318498,10.396947770642,4.6072519363377005,0.0,6.025514124141888,3.977697554526861,3.5694057188087416,13.375514267485316,10.23385393307621,3.2188464193007076,3.0649313170421353,0.0,0.6674663676516485,3.0202906986750206
IOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRL,0.11185564207153874,0.174091618882198,0.22020105837390683,0.13111584571486337,0.09147501012319204,0.07126957486073356,0.03211916102090817,0.12528948007147236,0.12973942614398493,0.10682703324499279,0.07819869467957169,0.3218829196377259,0.05690532166828236,0.06028267795101306,0.11579341203799111,0.06752397109931511,0.22265777379279686,0.09120325006546466,,0.008834117576511903,,0.3614568249911411,0.05439131906560257,,0.12333971448831886,0.022762085299584192,0.2679956653073841,0.07753131370299929,0.060288227909058335,0.13111584571486337,0.09147501012319204,0.07126957486073356,0.03211916102090817,0.12528948007147236
IRN,1.9677517879010225,2.292725995458898,1.0420082333123974,,0.10800040341295443,0.0,,0.0056712064330321,1.9218214147156094,2.24623543536586,1.1642866635070503,0.5646543955776484,1.9631482456698022,2.4439693905979625,2.0396866206678186,1.3138505622532506,1.1826367250448047,,,4.579678324676731,2.562956230040485,0.4747054187879059,2.0898568513983284,,1.0809606308470616,4.524426091413586,0.6593278558646111,0.9699148193436202,2.4441943959899386,,0.10800040341295443,0.0,,0.0056712064330321
IRQ,0.5453651778741364,0.7709722081881776,0.22840152097945224,,,0.0057149410735385505,,0.00032007340124188985,0.551599592334362,0.668973735752739,0.16100593759748538,0.12260367156466069,0.6594774432720634,0.661440712263209,0.5860340411076412,0.16984150975842416,0.1245113361863143,,,1.6089832566137692,0.000497865246084234,0.10349116585753973,0.7087314736220474,,0.16999075294543806,0.8613874660877386,0.15189252608687331,0.2530484782696694,0.6615016081677585,,,0.0057149410735385505,,0.00032007340124188985
ISL,0.010190005180794553,0.007207678783805801,0.009458809453637723,0.023499473406308626,0.13187170809940918,0.004192253104345613,,0.028014564898190722,0.010005284874968023,0.005400008636799832,0.0461712018318085,0.009503826762848805,0.01399892860667559,0.0031345092184123444,0.005751983364796587,0.05423042024033374,0.002938460269271806,0.02652970905440788,,0.00025365723099057396,0.02079092538445577,0.009948061492793536,0.014445029710045014,,0.01944594595551853,0.003921502758444284,0.009285419563038636,0.006679728525350462,0.0031347977987350177,0.023499473406308626,0.13187170809940918,0.004192253104345613,,0.028014564898190722
ISR,0.19311478422302925,0.1428785608275017,0.10915741172036737,0.37652369863643786,0.3322910421765027,0.4326912584614376,,0.37584808449060375,0.18289912588711602,0.190692635269949,0.19387483450442705,0.0386221371231402,0.5221218725428581,0.16755151962465595,0.20280444466034853,0.10835614260501186,0.010397637958865892,,,0.07242366550766821,0.036496902405219855,0.029364256146151367,0.5617301032088662,,0.06757430765168536,0.7330334432173102,0.0548767738441192,0.19369570173359035,0.16756694534786445,0.37652369863643786,0.3322910421765027,0.4326912584614376,,0.37584808449060375
ITA,0.9943136971116886,0.5438942961662401,0.6057481213837638,1.7539568406784674,2.5462595783205293,0.7586907748637781,0.5984304162303513,1.735203320749406,0.907999487054463,0.979084271063503,0.8284062838728593,0.5059174523385414,1.1125679297799995,0.6264623876516962,1.0402550985650132,0.5832287543875538,0.2639032511807173,0.35988309485291464,,0.26310175456515916,0.29181979276671266,0.5488044580967258,1.101089255829168,,1.5811613182708035,0.3675278022199893,0.4570504629162464,1.3855610317947176,0.6265200632574686,1.7539568406784674,2.5462595783205293,0.7586907748637781,0.5984304162303513,1.735203320749406
JAM,0.0217628329741182,0.02235616988937063,0.01526372156058043,0.016156389700262355,,,,0.014338571854158433,0.02128549592959899,0.022856120435612484,0.012226300270099768,0.009527495108008956,0.05340650400110568,0.04225666665631253,0.022834472334772024,0.012351577913009065,0.002324833146412623,,,0.02260212671217592,,0.008231244694575118,0.05638075024317003,,0.027865408601657322,4.96605545949057e-06,0.012033334006565987,0.03153328017232664,0.04226055703967052,0.016156389700262355,,,,0.014338571854158433
JOR,0.06308184311523807,0.049073188229838464,0.04021504291081536,0.0377062703687483,,,,0.0334637921630377,0.05860735962324479,0.05645337469546923,0.07874910376922194,0.020123024291369706,0.19280381377324082,0.06345982628160039,0.061051452224171195,0.08684688785634731,0.0,,,0.010470475194423885,,0.016827591662797334,0.2057504911058363,,0.020895943384244293,0.18190936640973165,0.026621520551961857,0.08978783146870238,0.06346566874556175,0.0377062703687483,,,,0.0334637921630377
JPN,3.350934475266873,0.3728847900260718,0.7440763009462712,5.147544110250965,6.8072758354415255,3.8800466440193846,11.453703515407977,5.18891826872123,2.71467376651075,3.2188614942652043,2.267193690418268,0.5456128831692911,1.2260066827564011,1.6000356536638214,3.521862323898327,1.4924374239782041,0.3338746628421857,42.87107180128909,,0.06222116525415673,0.2811309296734973,0.6493692316845752,0.32933206115996666,,2.1802537673531086,0.5401299055285443,0.4009037707656727,2.7980805101173636,1.6001829618301238,5.147544110250965,6.8072758354415255,3.8800466440193846,11.453703515407977,5.18891826872123
KAZ,0.7997907328932599,0.6532764309076262,0.5541128417566049,0.07621302057926145,1.2407224966661494,0.0038106270469037734,,0.1330042993967507,0.7452053698935545,0.8176836040063098,0.6018317355833095,0.563247443948684,0.24698397165475197,0.7429776217565998,0.8071177317042483,0.7745271699568147,0.000550908328533797,0.0212368037715074,,0.9731447932470809,0.07469032430077384,0.5554348268677676,0.2514059065991954,,0.3858127700383388,0.11128804644648718,0.6151510018052806,0.24320054302162555,0.7430460244017623,0.07621302057926145,1.2407224966661494,0.0038106270469037734,,0.1330042993967507
KEN,0.05348379195011664,0.47103488734620186,0.4640266469499963,0.01292924030953704,0.001970603724806639,,,0.011578335705061494,0.1500845197343132,0.08436922537304886,0.09878264116751641,0.5643733339788717,0.15587692997799907,0.261060636659101,0.045736332444496375,0.1313404056607072,0.029407607655887603,0.03414071879555651,,0.47879978178543636,,0.6106293721143868,0.12128086733177346,,0.29976759819439297,8.158356238086812e-05,0.5310832679709037,0.5564120243623665,0.26108467135082297,0.01292924030953704,0.001970603724806639,,,0.011578335705061494
KGZ,0.026350828781458,0.09462396189735724,0.06882668830257725,0.008108126832753044,,,,0.007195850146655703,0.040282210803164395,0.0311742569375831,0.017596172556626058,0.09841265044889008,0.08424231142193332,0.019653186327562074,0.026966965237635594,0.021827043594772225,0.0,,,0.07836673929110748,,0.11181884214500182,0.0866552913603019,,0.010932745403085685,0.000278616566145399,0.08474988589764137,0.07453347552352743,0.0196549957090176,0.008108126832753044,,,,0.007195850146655703
KHM,0.022563562775423755,0.278126877152401,0.1526822024696278,,,,,,0.07383910730945986,0.028840150976355595,0.014827885528680218,0.35602286389616256,0.15387116065842923,0.0919235121666566,0.0228940605987345,0.02024025490873259,,0.04791673258799633,,0.08829422145757494,,0.48739202603707843,0.15590644330324505,,0.07491422784194318,2.024715531581286e-05,0.17903273962278904,0.15252882806020418,0.09193197515558212,,,,,
KIR,0.00028103305686496904,0.00038654778961005556,0.00021786816814991548,,,,,,0.00028896228095109537,0.0002881042615817138,3.065372589859515e-05,0.00010545891403927658,0.0016863703692590088,0.0002883247263520476,0.00030912269876742695,2.0391143023648062e-05,,,,7.254440515563875e-05,,8.247966936116207e-05,0.0017622706175982681,,0.00018097642048750154,0.00037077390313006235,0.00014830586492404915,0.0011916222621006294,0.00028835127112724766,,,,,
KNA,0.0006842830641909953,0.00021345336132930294,0.00027870326142898506,0.0010622986782618557,,,,0.0009427753484175863,0.0005834439954042706,0.0006898988753804032,0.00021790560512755856,0.00015442115945425757,0.0007245155803576898,0.002004157044124509,0.0007533079694439354,1.2215162739728346e-05,0.0006092682877323222,,,4.320467069879512e-05,,0.00013496242443786823,0.0007497584165798414,,0.00032772639880601114,9.965529793924187e-08,0.00015214136143070557,0.0005926954417384803,0.002004341557949858,0.0010622986782618557,,,,0.0009427753484175863
KOR,1.897067801401257,0.3879158259699987,0.5309960204461451,1.1277132487120942,5.439269433387304,20.748827016418772,8.596771243200184,2.4828690564155607,1.564570310022716,1.8156366234661423,1.4366940473847714,0.3878666499470485,0.9101193528956358,1.153869010529193,1.9631983762925305,1.1881114929401198,0.026403643780959364,20.313757652385963,,0.2699704989830394,4.6857789292617555,0.4070249331906073,0.5353261560834642,,1.3962797281816048,6.481558866342532e-05,0.38399154791417417,1.1745338479080625,1.1539752421170362,1.1277132487120942,5.439269433387304,20.748827016418772,8.596771243200184,2.4828690564155607
KWT,0.2857591095346029,0.30190069487442356,0.03658717367818967,0.18124331546205727,,0.6605220147542155,,0.19784745760433403,0.27040418265621236,0.33084656847607546,0.20036469905739332,0.008194671421177975,0.13636792747762375,0.21442485004208736,0.29534813839846785,0.20792382235351853,0.0014463462502198837,,0.0,0.7374308154965749,0.10420818282436684,0.004994933548323129,0.1460810893242384,0.0,0.0733749891592548,0.09067796640597434,0.01359842251398016,0.057462739000815,0.21444459118435322,0.18124331546205727,,0.6605220147542155,,0.19784745760433403
LAO,0.005379709650291459,0.11259199702564086,0.08712991518391998,,,,,,0.02874869342773455,0.0047545554419425005,0.02216592146569766,0.16081325628257878,0.07315875937640758,0.0312239448459104,0.002888065325410586,0.030258301934334646,0.000635421298493487,,,0.02292443449467508,,0.20289374365828333,0.07540891511160427,,0.02430371405881639,8.746379435731187e-06,0.10738532165728276,0.06305772150972609,0.031226819495640518,,,,,
LBN,0.049841063026443325,0.04548379817936198,0.048505479244007825,,,,,,0.04798885099568827,0.04416683341915208,0.05895242274147367,0.01795835689026427,0.20664910898522595,0.10063543104697736,0.04769088989855347,0.07318381508328724,0.016254217266817486,0.0,,0.003013661613344926,,0.009843268779136046,0.21816751903385082,,0.07787855941736774,0.12603918041816328,0.03057199614852701,0.12187280225440113,0.10064469610352701,,,,,
LBR,0.003437897619820697,0.02732972002842063,0.016309666144477385,0.004955979421471022,,,,0.004398363022980243,0.008341060248675492,0.006893326883673705,0.0035490107407653063,0.008247103380248031,0.04938947845501276,0.041721599245871564,0.003450815642350439,0.0035135375330316732,,,,0.04004196269778877,,0.006455621346937207,0.05264278499661132,,0.04669600498043369,8.174320668792087e-06,0.011589291625761805,0.023684394756982162,0.041725440367952844,0.004955979421471022,,,,0.004398363022980243
LBY,0.1541926102605534,0.3130111841875432,0.06449830933327096,,,0.7982163308131115,,0.04470524063898743,0.17294987480473567,0.20809637477005616,0.07977548137492219,0.0461762839534216,0.12859480929388042,0.2655561530820068,0.1613506677101605,0.09264838190738296,0.0,,,0.7231768292778294,0.538526392564525,0.043266012947309584,0.1380692304322661,,0.07863261342371845,0.003578320713049843,0.05392862537882718,0.05074817073445986,0.26558060165593156,,,0.7982163308131115,,0.04470524063898743
LCA,0.00156314177960705,0.0014652748464522867,0.001509373548227582,0.005480649231796834,,,,0.0048640002052117515,0.001611128935188873,0.0015066802603814454,0.0017867767861519048,0.0007128774071430916,0.006158748226837245,0.007050299996398651,0.0016321880658245,0.0009675007515365658,0.00012282834151233193,,,0.0002502899363638397,,0.00037736525077723,0.006573040010046576,,0.0005483494570035669,3.325869848830393e-07,0.001271162483173644,0.002861130865931317,0.007050949086162355,0.005480649231796834,,,,0.0048640002052117515
LIE,0.0004755918031681148,0.0002234376702119345,0.00034106469473063866,0.001226064468238961,3.265151012893936e-05,8.20386987483542e-05,,0.0010944254908274108,0.0004368956906703395,0.000445787344711334,0.0005667860158423002,0.00038613918947737365,9.629521702919647e-05,0.000306603721794193,0.0004834136911510719,0.0004248270272191496,2.6819549299313997e-05,3.797825306677404e-05,,5.528198937496041e-05,1.0278563542563946e-05,0.00043246503665511654,5.7389676054650665e-05,,0.00030112697078382337,0.0003058465634517001,0.00034027804242611764,0.0005312508076029663,0.00030663194943520567,0.001226064468238961,3.265151012893936e-05,8.20386987483542e-05,,0.0010944254908274108
LKA,0.08039276490342062,0.09440443113062112,0.07803935534415196,,,,,,0.08095225100221637,0.0800285526376333,0.02505489245387419,0.09690379344493048,0.17754411587997845,0.22908130252786216,0.08306354412017314,0.03414382486087221,0.4843513377217028,,,0.043734583598221424,,0.10113332980024627,0.18126830743087358,,0.11781575004730013,0.0010108677522581504,0.06293818093137586,0.17191533933384032,0.22910239302452226,,,,,
LSO,0.007796549986533217,0.020309696640135592,0.022228009415203687,,,,,,0.010695528859315582,0.009062389330602163,0.0004923003267429102,0.02432086828713531,0.022744448633796977,0.012229348705006523,0.00860473250444512,0.00027931545615352406,,,,0.01353759764078688,,0.02483838147305577,0.023182963314102318,,0.013628661423956058,0.006786479492813326,0.02524906492279027,0.022444011588866532,0.012230474606750452,,,,,
LTU,0.03900500807985227,0.04112543030190022,0.10155141838677569,0.08156866651198612,0.024567131122183686,0.014050381074844395,0.000298272998523664,0.07446937999893982,0.044180022150469705,0.03292292552733474,0.08673905866898086,0.07274071412552953,0.0649527851996872,0.05097868114815106,0.034118804834890944,0.0885620854075293,0.018417289198522167,0.004728363683259242,,0.017211772206112922,0.031579235078230364,0.05015000238172434,0.06755810541019694,,0.06235127302054057,0.12383608898083502,0.11136668715859951,0.04841692802241357,0.05098337452859121,0.08156866651198612,0.024567131122183686,0.014050381074844395,0.000298272998523664,0.07446937999893982
LUX,0.026166846881298767,0.007386156056875449,0.012007957958723605,0.008215927842962063,0.0037892498101671883,0.017097937733558513,,0.008448134275656024,0.021698928781275696,0.02485023109551382,0.01599615137921245,0.011704489772218642,0.0051405611932160925,0.03315458208380562,0.02701563418621227,0.01910613056743937,0.004472830773303573,,,0.0016881750501660086,0.009349956212839135,0.01307512066097708,0.005049974807846298,,0.023641668477093796,0.002253698682663979,0.010107005224140101,0.00713758017457889,0.033157634478719514,0.008215927842962063,0.0037892498101671883,0.017097937733558513,,0.008448134275656024
LVA,0.02161153392299185,0.022841122035098447,0.06685690633659004,0.02694107799819444,0.01628485830181263,0.01875601208979629,,0.025815128940152934,0.024861375300014935,0.020524845409450144,0.02655498280066687,0.04593302596149783,0.03445838532261611,0.035119663172761405,0.020954166225338328,0.028324470583989434,0.02052466490360584,0.0010716175845611937,,0.011661102278577919,0.0001332189295437839,0.027346717704219044,0.03468918363497202,,0.06434363589970574,0.001964795701667479,0.07634525764647809,0.03850638436030208,0.035122896483951255,0.02694107799819444,0.01628485830181263,0.01875601208979629,,0.025815128940152934
MAC,0.0044614906416866685,0.006226487882308929,0.000721364361410223,,,,,,0.004423731512940765,0.0054855028757677775,9.99127844212655e-05,5.420544132198657e-05,0.009156428392285546,0.007290219234820573,0.004923675297674228,0.0001347276898730953,,0.0034516830120068656,,0.011822423863783012,,1.05210769696015e-05,0.010091964823891478,,0.0024475278640077834,2.8718946543413286e-05,0.0001252928858841105,9.031079586856111e-05,0.007290890412881491,,,,,
MAR,0.17261024093667693,0.2894990669840592,0.9822239046383484,,,,,,0.24170543695370578,0.16932162336952145,0.18605857427640204,0.40699198774451467,1.3423778826711399,0.19756517880743799,0.1648280016898764,0.2529315914883047,0.13157628145443453,,,0.20753803934493417,,0.18891116268967653,0.7020594357272123,,0.27337570797211824,0.018279273157542363,0.7622126900101683,8.576247872894474,0.19758336775475843,,,,,
MCO,0.0002637787665651969,0.0003306976742082048,0.0006825149911511933,0.0009325246110783171,0.0,0.0001940659365438762,,0.0008384726195977286,0.00031429291303098294,0.00021802729497865053,0.0005897272471609192,0.0007042154502685088,0.0001941145748787348,0.0003421580901217189,0.0002315456426579558,0.0005403642123544242,0.0005364999568644515,0.003632733413537462,,2.32222589596691e-05,0.00014077291966572972,0.0006744637421572352,0.00011838468861068888,,0.0007285960362280409,0.0001780246882714475,0.0007619080812272012,0.0003423133453385131,0.00034218959109529165,0.0009325246110783171,0.0,0.0001940659365438762,,0.0008384726195977286
MDA,0.028094289728143006,0.03865353867418783,0.07493204839291279,0.02552360939587159,0.00010645562996093228,0.0015437319203604452,,0.022743450216710984,0.032829506524614534,0.029056151321827588,0.023843541301652126,0.047045766911041016,0.08896714796499298,0.0005017697082174117,0.028437329049442628,0.025664836607407957,0.0039995339257786035,0.05758174471191396,5.908217157905115,0.03338216494847985,,0.02082225646293769,0.0929754570740706,0.0,0.053025907877781366,2.7513632025164855e-05,0.09046451827668654,0.05150389112073458,0.0,0.02552360939587159,0.00010645562996093228,0.0015437319203604452,,0.022743450216710984
MDG,0.010130837954097098,0.18565481288378483,0.49514470332621174,0.0019799834481475692,,,,0.0017572078581916905,0.0713341659299608,0.019304429302858053,0.008869707133216288,0.421117387626899,0.06126436441445998,0.09039135465396214,0.01004514619405112,0.011573734283873396,0.0,,,0.10655944709223089,,0.30691444716462424,0.052732783073691746,,0.1459959243121589,4.317314210397124e-05,0.6267647479389707,0.16619219371848498,0.09039967658395989,0.0019799834481475692,,,,0.0017572078581916905
MDV,0.003863338154645254,0.00065747604207242,0.000991735412989608,,,,,,0.003053736763831352,0.003898480678236985,4.1571676693296794e-05,3.580823386521118e-05,0.003492111447567188,0.009944771204488865,0.004272260139801728,5.572698399235249e-05,,,,9.942239234552731e-05,,6.9676006421202e-08,0.0033862960686737373,,0.001615439644889774,1.7635906600119694e-05,9.336044684714861e-05,0.005330995972419035,0.009945686775343226,,,,,
MEX,1.5187136725773283,1.7739834756691653,1.543116909442642,1.3089680323667272,0.0,0.40083456899974496,,1.1841433435349678,1.5566021787981166,1.4927500782062941,1.3070817298719684,1.6900053134589426,3.072210651563016,1.9367539907559739,1.5357989011879436,1.392721935464066,0.32262039270213816,3.7334668150925574,,1.0340545917691133,1.3692677299509644,1.8029753607186185,3.2006225922068214,,1.4505508628588646,0.4648789006607695,1.6130064721600854,1.5443654326532261,1.9369322990819817,1.3089680323667272,0.0,0.40083456899974496,,1.1841433435349678
MHL,0.0004824946462828178,0.0006139171690341567,0.00010247686244257391,,,,,,0.000469970318804476,0.0005172401457560668,7.266302293366305e-06,0.0,0.00249373824461048,,0.0005342665028049117,8.102383836032375e-08,,,,0.000322485538092008,,,0.002698791961051789,,0.0006392856029987967,0.0001700105440573984,0.0,0.0007523321662192995,,,,,,
MKD,0.024133748272494787,0.047960650954345235,0.015514041324284184,0.0382991759248979,0.0,,,0.03398998762361407,0.027805772715763257,0.022938217552502232,0.025460931946239128,0.018676625420471618,0.17319116969708223,0.02429776148523002,0.02422496915404297,0.02418490134152275,0.0015597365028950266,0.04810029289577616,,0.0092506693620103,0.01636324660591682,0.0224437564843719,0.1883395849157647,,0.02143139090801993,0.0036709676259094686,0.01408879975191174,0.032874573372527686,0.024299998472063065,0.0382991759248979,0.0,,,0.03398998762361407
MLI,0.012706584556326306,0.26082363575841433,1.446228058156433,,,,,,0.14805135350738735,0.01913542247946778,0.0019815629537391953,1.0338201675147338,0.044857902967972436,0.038378170254991816,0.01379483909753272,0.0027032375624427563,0.0002777364987708242,,,0.021492328114579948,,0.5558055032219282,0.03018318968550887,,0.586951487787392,3.129400921617449e-05,1.8429045882738353,0.21341366931699612,0.03838170356243616,,,,,
MLT,0.004655051997596914,0.0023262819553122637,0.001848124632818725,0.03565805117477694,2.139424010466773e-09,0.0017958595356436869,,0.03174678685937747,0.004636324141747112,0.0045801698419284135,0.008139061624455159,0.001071551454424207,0.009223490588380586,0.008316408452625228,0.005002918329331131,0.0014811670055988034,0.0,0.0018572931631461729,,0.00022249634017684118,,0.0010089643137841417,0.009792873469985077,,0.0026468679208242565,0.00042122150415873825,0.0012438764006430679,0.004473481670566178,0.008317174107363342,0.03565805117477694,2.139424010466773e-09,0.0017958595356436869,,0.03174678685937747
MMR,0.07589887316139965,0.9979248512415252,0.7254067524595083,,,,,,0.27276599652056244,0.1029262878187037,0.02812049062122946,1.3469901775903792,0.615387097621215,0.19135934702152438,0.08016898960161899,0.038239359408577846,0.0,,,0.33468695029525414,0.03110966271929859,1.7096234473154923,0.6180364189521953,,0.2358563327111727,6.946655947556274e-05,0.8842235235144217,0.7075045417469022,0.19137696462551343,,,,,
MNE,0.007675116297454155,0.01008415197145786,0.0049347376266990935,0.10613926910483969,0.0,0.003964549556738648,,0.09441900712226176,0.009692377066922353,0.007700709564258404,0.024014980198428435,0.009945142781980781,0.012482713318599542,0.014132074546352652,0.007962676759760442,0.003888294340893159,0.027108927520236147,0.0026017238644116428,,0.004560604814176494,0.00012090335715665339,0.01356257400189981,0.012885288599741283,,0.011019911279049163,0.005653004912738647,0.0031603375746066405,0.010040916477287538,0.014133375623602219,0.10613926910483969,0.0,0.003964549556738648,,0.09441900712226176
MNG,0.05552759700946587,0.21169711519541398,0.28361004293316533,0.013819172053390217,,,,0.012264323597573049,0.0959562958234217,0.06032382911656109,0.00866262699211017,0.3901874626808078,0.011638339304130172,0.05939188869944652,0.06065586102676586,0.00810669492502996,0.001128575061596378,0.0034206650661208044,,0.057659889664158186,,0.42308385915056584,0.011425019048315924,,0.05099895536529736,0.0001399069492241474,0.36712222770816394,0.015571080863399249,0.059397356646487286,0.013819172053390217,,,,0.012264323597573049
MOZ,0.030198107260285368,0.24762574373107488,0.3443551624845879,0.025394018819769264,0.8736013679992608,,,0.06841049880588154,0.08829393701754949,0.040713941920171866,0.07036889980180115,0.31769000654720203,0.3067851608816838,0.12469861802929488,0.026328965238665635,0.07008906905287811,0.0016692522354574046,,,0.18709279228858772,,0.2678568650051552,0.32318106476401826,,0.12597198558388256,0.09112497046572211,0.416794910654549,0.18862073734622894,0.12471009847644637,0.025394018819769264,0.8736013679992608,,,0.06841049880588154
MRT,0.010351728933767597,0.08816826901113398,0.0037226629813966916,0.0013118465487031593,,,,0.0011642456235073703,0.022896415000396148,0.011365638099619381,0.009944132745513064,0.10516141608969413,3.6942125203445144e-06,0.03343844692530482,0.010106918321090754,0.013222109955592814,0.0030951967157085095,0.0,,0.024832791708431827,,0.17748708467685623,4.100325925329918e-06,,0.012049298766617835,7.336720204455214e-06,0.0010595237329797263,0.0,0.033441525454392156,0.0013118465487031593,,,,0.0011642456235073703
MSR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUS,0.013972199710254728,0.028741166426983943,0.0037695778536697964,0.13111584571486337,,,,0.11636349517929682,0.017916332985021398,0.014580447959619325,0.026674538873418772,0.0009006298423961474,0.12810708423137107,0.028578300768757774,0.015349437628030163,0.0012062427015242481,0.0,0.0,,0.006732912313913305,,0.0006754670766497006,0.1415811854702168,,0.010273466992028598,2.260137669715107e-06,0.001311061943477788,0.006570200629211037,0.028580931845804496,0.13111584571486337,,,,0.11636349517929682
MWI,0.004033514368575078,0.08617884895551398,0.1277755466484748,,,,,,0.025931473833364943,0.008274540101967093,0.00782505775035961,0.10517949607558037,0.15989456518042014,0.03834728956093751,0.0036111735883018114,0.007493596482587709,0.01862736083588615,,,0.05523168118830601,,0.08042283365160818,0.16347846196888438,,0.041047517859467156,0.05509857184081328,0.14942133370674568,0.15233731997011504,0.0383508200253337,,,,,
MYS,0.73299938641279,1.1707724624455522,0.5405428756189803,0.13143695510697534,1.8431259958988664,0.0,,0.21342976418349113,0.783790617225319,0.7879715250298838,0.5941260083282061,0.31948649969026066,2.9519864236544526,0.5554605457068323,0.7328283254672199,0.7114097476828881,1.2779862434448848,0.19327401957724136,,1.4337967351667216,0.9642368733688648,0.10683840120601429,3.2253822135630092,,0.24116584142561465,0.5278639012699897,0.578902556632193,0.5184639597416318,0.5555116844888053,0.13143695510697534,1.8431259958988664,0.0,,0.21342976418349113
NAM,0.011955442525967187,0.0885304327619077,0.10986434815187991,,,,,,0.03106034970246497,0.010640918722937463,0.016886054599978932,0.1656586925000874,0.011673699371162102,0.013376091401523182,0.01094021807524662,0.0226042713540511,0.0,0.00973281705393427,,0.00663866831091407,,0.18890280156890596,0.010962848472030697,,0.01874481408814565,0.007721462984452392,0.14161734249241895,0.019790151401977814,0.01337732287876692,,,,,
NER,0.012287905990267172,0.2505342163186241,0.10647105328061976,,,,,,0.05849823013955348,0.018293219297581566,0.0017194644614176285,0.33962924760259716,0.03369265697447637,0.07138191202553217,0.013367425895288788,0.0023452324146861726,0.0002482961998514851,,,0.06570584564975122,,0.502993877394914,0.013051074531205239,,0.07541923648839824,3.4507649117146787e-05,0.11220328874562188,0.2649956368129209,0.07138848384069364,,,,,
NGA,0.3411159668327418,2.111228623988104,1.3667780432966719,0.11227016485566327,0.01182614205459596,1.1124944754511672,,0.16257098823571314,0.7039349076698085,0.5798369326364479,0.2650197208916367,1.360518937938518,2.0192610141115073,1.7561019305382792,0.3450665891739434,0.3124892859899397,0.19250916416534294,,,2.9723451765852262,0.01863010222925924,1.414648680611205,2.0866088004961774,,1.934390653722795,0.00032181099415697724,1.359970959334481,1.6832824549255583,1.7562636070325723,0.11227016485566327,0.01182614205459596,1.1124944754511672,,0.16257098823571314
NIC,0.016615847748836732,0.11300129167548788,0.10954301341028332,,,,,,0.0386513546151544,0.016764797455899663,0.007004406820790921,0.1766217384874627,0.08149885794531804,0.06073994976681722,0.017214144715484152,0.009561071591858056,0.04184421182409616,,,0.010766958107773792,,0.21000905743401646,0.08490269722768296,,0.028774424165276424,1.087497019643481e-05,0.13477437053703079,0.06049593251999561,0.0607455418238448,,,,,
NIU,5.235454316629092e-05,1.6774879209638713e-05,1.098675614992959e-05,,,,,,4.255210406394371e-05,5.271767278347915e-05,1.9326577526587963e-07,2.3449741694435322e-05,1.3299043141974625e-05,7.72136123257878e-07,5.797220528537732e-05,2.1572381408986315e-09,,,,1.8802517068124917e-07,,3.145732337904427e-05,1.4761037995733448e-05,,1.1799561614055811e-05,4.521924997269759e-06,1.2784988355521477e-05,,7.72207210396588e-07,,,,,
