2017_MtCO2eq_AR4,CO2_IPCM0EL,CH4_IPCM0EL,N2O_IPCM0EL,HFCSAR4_IPCM0EL,PFCSAR4_IPCM0EL,SF6_IPCM0EL,NF3_IPCM0EL,FGASESAR4_IPCM0EL,KYOTOGHGAR4_IPCM0EL,KYOTOGHGAR4_IPC1,KYOTOGHGAR4_IPC2,KYOTOGHGAR4_IPCMAG,KYOTOGHGAR4_IPC4,KYOTOGHGAR4_IPC5,CO2_IPC1,CO2_IPC2,CO2_IPCMAG,CO2_IPC4,CO2_IPC5,CH4_IPC1,CH4_IPC2,CH4_IPCMAG,CH4_IPC4,CH4_IPC5,N2O_IPC1,N2O_IPC2,N2O_IPCMAG,N2O_IPC4,N2O_IPC5,HFCSAR4_IPC2,PFCSAR4_IPC2,SF6_IPC2,NF3_IPC2,FGASESAR4_IPC2
BLR,0.19039168305145351,0.20983048353474804,0.4713337989739031,0.14068031832276995,0.0693015994693237,0.005284793988793392,,0.12879066456737706,0.21075904361594153,0.17651842649218072,0.17108248433300857,0.3956640547692537,0.37376200509078494,0.16957064192820678,0.19026220702778615,0.17066985471581722,0.634028892827962,,,0.037737847749017436,0.4308276999192065,0.27370407546402253,0.39969296382781133,,0.08401821933146181,0.37835700771506897,0.5665122726151641,0.16495475682867844,0.1695862535430255,0.14068031832276995,0.0693015994693237,0.005284793988793392,,0.12879066456737706
BLZ,0.001828154605471937,0.0033378598838432303,0.007582214562713538,,,,,,0.0024216252159885896,0.001915410665089786,0.00011935305300571561,0.00634804740816206,0.004391232600303237,0.00819110409790487,0.002007562930744132,0.00016289141842446055,4.7528859302043797e-05,,,0.0006508202413523671,,0.005089414213030278,0.004540572158025626,,0.004740855142680179,6.522002090795901e-07,0.008731975436239216,0.0036290046502309246,0.008191858216428349,,,,,
BOL,0.0509920064600581,0.25527831339639623,0.06482607076969948,5.8824602950620895,,,,5.220601952836787,0.19305782163242702,0.05407114283813395,1.2049086589432048,0.2728384924687166,0.16475962267895125,0.1040144916079198,0.04987412901483304,0.06499890468644395,0.0007714532780776016,,,0.09572306368687404,,0.4244745922387331,0.1690204488206794,,0.0898016060223718,0.0052425061845369535,0.058690819028031485,0.15079052385785688,0.10402406775954652,5.8824602950620895,,,,5.220601952836787
BRA,1.4355834373187053,5.118552070909434,5.931919663558763,1.4097963814898864,0.43238150775043294,0.32165624841526436,,1.2918861896792901,2.349458937745483,1.236934329603812,2.2331946502575772,8.236917773653765,4.716624472319655,3.01288679259846,1.2603098776718387,2.6074112920742962,12.495630060551468,0.9022176433815209,,0.5860400663370567,7.0547813588739015,8.902506127477235,5.056213772287514,,5.358141738888193,0.29826345886669337,6.910535041503192,1.7701240080851974,3.0131641756853176,1.4097963814898864,0.43238150775043294,0.32165624841526436,,1.2918861896792901
BRB,0.003733733753307972,0.00160790783048988,0.002143045658656091,,,,,,0.0031930867199294914,0.003671156592504337,0.001785175185932021,0.0009165237936252208,0.004242171628073808,0.012000118937603397,0.003887588257782192,0.0024369046428705304,0.0,,,0.0013646598711871405,,0.0006820166212532935,0.004363350380677017,,0.003490439898204121,4.9936739246107e-07,0.001342509582620732,0.003757167756675176,0.012001223735182167,,,,,
BRN,0.030414772009477477,0.07363830894156521,0.005138142518129745,0.08341504551662995,,,,0.07402969636457041,0.03697705649805958,0.04650263794141868,0.02083456308573219,0.0020714732920373478,0.007015925024197488,0.016738523896436354,0.033060255203348134,0.006042915034900399,,0.0069531895361253995,,0.19490397673646023,,0.0005506634139480435,0.007183605911923823,,0.006354115640670865,5.557218328506985e-07,0.004559264136044522,0.005208725422592911,0.01674006493788512,0.08341504551662995,,,,0.07402969636457041
BTN,0.0039751923879733,0.010803022211007332,0.005439875840488959,,,,,,0.005144195969695149,0.002805569886979872,0.01796363829721632,0.00857418676128067,0.007075671344354887,0.01548013561372335,0.0019271967695046893,0.024423550911031915,,,,0.011115426147333237,0.020580177621681347,0.01172340613640576,0.007837952833252981,,0.014489943293595169,3.963542425968181e-05,0.0043340252472308044,0.0001702801548723102,0.015481560800959743,,,,,
BVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BWA,0.022149110439843012,0.07696723876032087,0.15810311956036258,,,,,,0.03984716191914114,0.023237447388890036,0.005211065729512449,0.16338718881874517,0.03305373714258908,0.03859611669187509,0.023846848861254908,0.006694813278320912,0.00015492026513384466,,,0.017007520968296073,,0.14443557427089487,0.034923313970835396,,0.019930892614648667,0.007238805029462846,0.2041307872334604,0.019199422601010638,0.03859967006467854,,,,,
CAF,0.0015897952064907607,0.0924212125090897,0.08435679636394125,,,,,,0.022331669922293598,0.0028748145586737772,0.0048695414009343845,0.1542847377425706,0.0,0.013559593987345893,0.001086971049589835,0.006646775429490681,0.0,,,0.02089835612414705,,0.19031025689861428,0.0,,0.015208715873960658,8.633564125413897e-06,0.10976212821733607,0.0,0.013560842358856557,,,,,
CAN,1.6199521784410562,1.1515802642281805,1.2957180785399984,1.4419531934713852,1.4420082218763093,0.7405181054617859,0.0030578521013166207,1.3969115466945237,1.5149258388407956,1.6549898344168017,1.2699990453442618,0.9846458931743596,1.1436177265720036,1.3573252755869911,1.6573268256861142,1.2629335218424893,1.5200832111159457,0.7930179908961726,,1.574592580216824,0.5722196911380862,0.7833394697910054,1.1981383100763527,,2.2250473425010058,0.7849178430094611,1.2565841642367104,0.6191088267792322,1.3574502384882645,1.4419531934713852,1.4420082218763093,0.7405181054617859,0.0030578521013166207,1.3969115466945237
CHE,0.10754826796796403,0.060243211310208614,0.07692432379081174,0.17336466716273854,0.05961236171943837,0.35718381709615943,0.01364192162888347,0.17704390786704,0.09897687401336223,0.10323938923691078,0.08820305661645221,0.09994123107381647,0.04211262052237275,0.007511728828710118,0.11223184333958479,0.06556242560541399,0.028799186919429946,0.03580025382303539,80.55420171974829,0.009180573288605177,0.01888102378431254,0.11269675982590893,0.036294938799722884,51.171234188546634,0.07628397732136924,0.020552075942283653,0.08535052293447795,0.10667737187540743,0.0003057410781726346,0.17336466716273854,0.05961236171943837,0.35718381709615943,0.01364192162888347,0.17704390786704
CHL,0.2445933706854993,0.17329163388476976,0.23814760369207738,0.3141481992186873,0.0007330986985675373,0.44081444168412814,,0.30353437564350294,0.23332303341986257,0.24383523140670926,0.14962104138656407,0.19159361043633855,0.36977485270477073,0.41027377489150707,0.2598553717076044,0.0953766853729974,0.25619053458124413,0.0,,0.05517466524343102,0.003652258728880798,0.18552769581786294,0.38364217895301544,,0.41338070779345415,0.29413931426783013,0.19635253760642668,0.29151950729026277,0.4103115469732247,0.3141481992186873,0.0007330986985675373,0.44081444168412814,,0.30353437564350294
CHN,29.246695155754608,18.721585027543313,22.150037540155274,38.97073034572979,31.058086973472125,27.870877881753593,0.2426520744755648,37.77878831914017,27.178224459253926,27.97264801088552,41.07410913202793,17.551453658814104,8.027411934772417,29.07173862817553,28.008556548423385,41.70067425710234,28.688763096216142,4.3526269716201185,0.0,27.482091249113626,31.082660662193117,16.19407790313397,7.056052246287272,0.0,29.05065697696068,48.28330315796144,18.851671262914767,19.32338726086447,29.07441513385135,38.97073034572979,31.058086973472125,27.870877881753593,0.2426520744755648,37.77878831914017
CIV,0.03740213973374836,0.16293027780955188,0.13262770124658355,,,,,,0.06409006685677472,0.051146503822313276,0.03148385108298569,0.12007247354058903,0.2190739049526525,0.10536849127030093,0.03612390312016228,0.042978477956637215,0.1819087192943245,,,0.2063507661398904,,0.10161827480493783,0.225854572835608,,0.11604130185804365,3.955719854922596e-05,0.14409282513709543,0.1883629379941859,0.10537819207865452,,,,,
CMR,0.040077907123966125,0.27155459730531223,0.23307694146968289,,0.2798617800972073,,,0.01469581480708359,0.09132668734220942,0.06037280429318842,0.0587764722947822,0.2411952298976597,0.2895135971055703,0.09621117776419688,0.03630953148172078,0.07578586522825811,0.07581951545667334,,,0.3162976311335173,,0.2240724625700719,0.29934849126948576,,0.08888152177609066,4.151177701524206e-05,0.2792704805417165,0.23937774691561597,0.0962200354994241,,0.2798617800972073,,,0.01469581480708359
COD,0.0111583754577429,0.453125145698351,0.4785734707020746,,,,,,0.11623884982501917,0.042156303335872794,0.008098232097722908,0.4153811011957236,0.866236290396354,0.38994596417075866,0.011233791668904676,0.011047165556311243,0.0004826683430477205,,,0.3359379472033934,,0.34866988429272217,0.9478218538839204,,0.44067192848201864,0.0001362032013005231,0.5474720785474446,0.1484850610810149,0.3899818647613533,,,,,
COG,0.008384559520426499,0.10626901482891345,0.05076446247743198,0.0015636880576595487,,,,0.001387751470978494,0.027570724597043503,0.025966468791707883,0.009181229654858498,0.041478774893163935,0.060182834088345426,0.028066987738358574,0.008056894852517864,0.012112928343499904,0.0,,,0.2192564929562981,,0.03033135911527765,0.0637673593364783,,0.018135690645400878,8.212103154794577e-06,0.06157816706939591,0.03299168793531295,0.028069571741088713,0.0015636880576595487,,,,0.001387751470978494
COK,0.0002405654912908954,0.00017703854036109647,0.00010751217784339275,,,,,,0.00021616032346548643,0.00024233653438321157,3.0182268932460307e-06,0.00026806044528951124,5.179944992013725e-05,6.411307173274919e-05,0.0002663751389342421,3.371579531039771e-08,,,,2.220402126178413e-06,,0.00037232070791233497,5.7493884354428006e-05,,5.3603554754205994e-05,7.062131996324444e-05,0.00012657138471966264,,6.411897433811386e-05,,,,,
COL,0.237658689967859,0.7020903991925616,0.757347425774211,0.23086618473593234,0.0007330986985675373,0.2863104064283893,,0.22096138199444887,0.3498403732926863,0.25130776760471546,0.24796831798726696,0.7934171697259068,1.1066420702705109,0.30272581925237335,0.23640536196551323,0.24176587098455982,0.1843968876792409,1.5728870699493407,,0.39310481663833857,0.09608780808996475,0.7738663199579788,1.1574632392996251,,0.4411561833484824,0.5086054763625237,0.866676341509696,0.4617260052048464,0.30275368987214635,0.23086618473593234,0.0007330986985675373,0.2863104064283893,,0.22096138199444887
COM,0.0004966102560806392,0.005897935904295376,0.001952397756466824,8.334623636117739e-05,,,,7.396862919313021e-05,0.0014968997467789075,0.0007851598403231631,0.00018375317226975222,0.004930905241698042,0.007607291662490116,0.0017802126262806803,0.0005267477742106936,0.00022838301899634272,0.0,,,0.0034508062165805233,,0.007040621096849617,0.008121480609919907,,0.0019421387315862156,1.4025816669966348e-06,0.0020327273432369387,0.0035089438091365976,0.0017803765225394954,8.334623636117739e-05,,,,7.396862919313021e-05
CPV,0.0022370564916910627,0.002468046738577454,0.002050179918334672,,,,,,0.0022178468916342333,0.002354488693696682,0.00013607962431619344,0.0017198997483042773,0.006844611595991066,0.0012650395091246972,0.0024582498737817818,0.00018570631726953646,0.0,,,0.001384179447609046,,0.0014929617247883792,0.007047593780396254,,0.0008558858868413713,9.277462830526741e-07,0.0021910381050888653,0.005985069757031076,0.0012651559756859034,,,,,
CRI,0.02466315407708773,0.06357710227623516,0.10899031765473714,0.019214956660128887,,,,0.017053007624675223,0.0365982512710157,0.024246109552607878,0.014483654270153056,0.10125120823302759,0.12136428524217881,0.04823861341033238,0.025622329542984983,0.014611512352528737,0.04015395242490236,,,0.0069737208340323485,,0.08361956882621294,0.12977316708635558,,0.04981944886912492,8.701679029756412e-06,0.13272362408268873,0.05374674548350899,0.04824305452492266,0.019214956660128887,,,,0.017053007624675223
CUB,0.10021632158535511,0.12622647001281706,0.09712663899499042,0.043467890318643114,,,,0.038577149984963595,0.10314478083280354,0.10588404877478676,0.040969384779622135,0.11765961724231812,0.15998601362964066,0.08724389929842703,0.10648609958358007,0.04425332856020874,0.0,,,0.10785404442880402,,0.12715313763817992,0.16234164415313154,,0.01882160307411347,2.0020992547488102e-05,0.11138384821679484,0.1657649833636708,0.08725193145620884,0.043467890318643114,,,,0.038577149984963595
CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYP,0.021666756667909473,0.010942554478000629,0.010536244842211146,0.028620021391237038,,0.00030041239788433535,,0.025417174539600976,0.0192025918418369,0.018739940850864407,0.03205681792221177,0.008131555834084241,0.0353381194041174,0.02068650185937926,0.020525505101336026,0.03419925314798402,0.00025305459486497483,,,0.000505060655219031,,0.008543114499316419,0.037939264568936794,,0.00881620574030588,0.03236628681187894,0.008056258769798064,0.013971988311155172,0.02068840637360002,0.028620021391237038,,0.00030041239788433535,,0.025417174539600976
CZE,0.2991892247488295,0.1679236725376854,0.2001304904137828,0.4175339552861669,0.00265111810247912,0.13504474086008547,0.06990431215293351,0.3785350400339725,0.2721450077854805,0.28008337326158533,0.3663175511368582,0.13907289507193213,0.3444131494542828,0.23164083697736337,0.292469494882333,0.37035949708394866,0.1715201622419729,0.4996961113214628,,0.15164899785101074,0.42890462658389,0.10315672102671797,0.3553300019225998,,0.23142194171969752,0.22753038788851204,0.19205798279304515,0.19508045253885006,0.23166216311897642,0.4175339552861669,0.00265111810247912,0.13504474086008547,0.06990431215293351,0.3785350400339725
DEU,2.268867328501902,0.6852162970375054,1.252373235246032,1.2627397480951785,0.1746756941903208,6.967946628805922,0.5635431962203267,1.5223435168326898,1.9191231882313415,2.1675388376763856,1.6023942526689872,1.089284633308434,0.6207215904924115,0.7763525257152928,2.3333460089467635,1.6764716545865346,1.7701713765195848,,,0.4082811196124146,3.5689475039090333,0.924862586993494,0.6324834786940541,,1.9280953404587666,0.581903499207353,1.294136849832643,0.6147336034902733,0.7764240010394242,1.2627397480951785,0.1746756941903208,6.967946628805922,0.5635431962203267,1.5223435168326898
DJI,0.0021091144076752807,0.011891994036963914,0.009732586653478032,,,,,,0.0042189038666278385,0.002509170985657229,0.003299973185448146,0.011728979934919075,0.014520184767232493,0.01536730230852492,0.0018790581876753183,0.004504780067547795,,,,0.008945130975062604,,0.012989001117040476,0.015295613040045793,,0.0059936916614885555,1.5838843850395657e-06,0.010620549890635376,0.008931642693925226,0.015368717107700745,,,,,
DMA,0.0004186222163194223,0.0006053715928600783,0.0009814848347326761,,,,,,0.00047834390803386717,0.0004181291091246842,0.00010182342581033825,0.0006812374318421959,0.0018603053196764175,0.0022285765495691726,0.0004494390212792734,0.00013899258863142035,0.0,,,8.59934603879139e-05,,0.0005692529724612202,0.00174724838217582,,0.00037190773744416524,1.258156783882894e-07,0.0009019423161011009,0.0034571629678548117,0.002228781724700258,,,,,
DNK,0.10232013911749746,0.08596675990968417,0.18124886099756618,0.05416083307597176,0.002119460187937504,0.13819042993357034,,0.055918191101598416,0.10375128892485719,0.10005203944704294,0.04745473778267321,0.17549749209235557,0.06986661520446924,0.09964962427524374,0.10777489077954333,0.04719410712641842,0.1326538823607973,0.07070817978253699,,0.01294932724484148,0.015060561997267402,0.1553329016751709,0.06559980138710844,,0.14210113160045754,0.010307168611017119,0.20957513294592908,0.11614965663904576,0.09965879857294836,0.05416083307597176,0.002119460187937504,0.13819042993357034,,0.055918191101598416
DOM,0.03883145088153974,0.16342515224982143,0.13140662922851645,,,,,,0.06515890620377446,0.036584173847111004,0.0491916845000121,0.14147753319480022,0.4324353301106638,0.14465823585939586,0.03539480483283085,0.06715136983595241,0.1474618139167717,0.04805533935101375,,0.012862461775884891,,0.16065057448523698,0.4756161536655895,,0.4131039907269034,1.8895500182766063e-05,0.11153829774055284,0.0379974147824114,0.1446715538997884,,,,,
DZA,0.42607587813980885,0.847553717748188,0.27596227608316604,0.052766300858799776,,1.008419597785957,,0.1033052983530012,0.48093321489883534,0.5436148353841713,0.32718662294766615,0.204241382381294,0.5868064089581652,0.3452402209321392,0.43431982521566365,0.3664702789382703,0.06704130582618975,,,1.7599178782142872,0.08797401922314937,0.19228905548097638,0.6055178894334885,,0.11714471116091463,0.8381858267960691,0.23236501822932848,0.4985029241977284,0.34527200566378746,0.052766300858799776,,1.008419597785957,,0.1033052983530012
ECU,0.10921706550953081,0.2556677634571598,0.16697517177584487,0.019873230913958432,,,,0.01763721689811978,0.13588152729628045,0.12798714048306567,0.05821478433034404,0.2152652428666503,0.2044360565140896,0.3006116794286554,0.11248610739785396,0.07367651096872552,0.1912862687547514,,,0.2986361037387141,1.1764993856882317e-05,0.23894689642087008,0.21220599227386128,,0.08668162109701245,0.007870996485391822,0.1805128808921363,0.1600344720525428,0.3006393554089777,0.019873230913958432,,,,0.01763721689811978
