2017_MtCO2eq_AR4,CO2_IPCM0EL,CH4_IPCM0EL,N2O_IPCM0EL,HFCS_IPCM0EL,PFCS_IPCM0EL,SF6_IPCM0EL,NF3_IPCM0EL,FGASES_IPCM0EL,KYOTOGHG_IPCM0EL,KYOTOGHG_IPC1,KYOTOGHG_IPC2,KYOTOGHG_IPCMAG,KYOTOGHG_IPC4,KYOTOGHG_IPC5,CO2_IPC1,CO2_IPC2,CO2_IPCMAG,CO2_IPC4,CO2_IPC5,CH4_IPC1,CH4_IPC2,CH4_IPCMAG,CH4_IPC4,CH4_IPC5,N2O_IPC1,N2O_IPC2,N2O_IPCMAG,N2O_IPC4,N2O_IPC5,HFCS_IPC2,PFCS_IPC2,SF6_IPC2,NF3_IPC2,FGASES_IPC2
COD,0.008311469369443809,0.0766716470044246,0.03125573345115076,,,,,,0.11623884982501917,0.03125153616331648,0.0007534131662534914,0.05303713893837008,0.029818791961084563,0.0013780325553120617,0.007556797016840033,0.0007528885052742063,1.6732068222578933e-06,,,0.021020856931647555,,0.026254874860996324,0.02939570534738901,,0.002673672350437181,5.37147910592148e-07,0.02678037529784834,0.00042306562725638266,0.0013780325553120617,,,,,
COG,0.006245354433018845,0.017981390946452756,0.0033154376602987905,2.861500981021269e-05,,,,2.861500981021269e-05,0.027570724597043503,0.019249601465580846,0.0008541690607154137,0.005296137789296131,0.002071697329244559,9.918610881190114e-05,0.0054197479160157155,0.000825522571246444,0.0,,,0.01371967474391525,,0.002283954175024164,0.001977678081756658,,0.00011003399921960111,3.238627292931443e-08,0.0030121836142719674,9.400035969264662e-05,9.918610881190114e-05,2.861500981021269e-05,,,,2.861500981021269e-05
COK,0.00017918851357721967,2.9956043273265565e-05,7.021642817969169e-06,,,,,,0.00021616032346548643,0.00017965021523899061,2.8079855611341827e-07,3.422678364464678e-05,1.7831128041985487e-06,2.2656959729450398e-07,0.00017918641493330252,2.2978052248772916e-09,,,,1.3893862189037922e-07,,2.8035784089081872e-05,1.7831128041985487e-06,,3.2522684783928567e-07,2.785110342437349e-07,6.19141928434833e-06,,2.2656959729450398e-07,,,,,
COL,0.17702334264790565,0.11879814608197219,0.04946251875430443,0.004224780069595832,7.93770088780106e-07,0.0003306413491455085,,0.004556155944112339,0.3498403732926863,0.18630081781240931,0.02306955312356025,0.10130594903260493,0.038094374519545275,0.001069804723201615,0.15902621187207436,0.01647687312225463,0.000639225950721869,0.0008811576214898424,,0.02459799548841378,3.061921475108201e-05,0.05827220618967742,0.03589751406708244,,0.0026766104519211783,0.0020057999102463427,0.042394705770158164,0.0013155559258987847,0.001069804723201615,0.004224780069595832,7.93770088780106e-07,0.0003306413491455085,,0.004556155944112339
COM,0.00036990697683521003,0.0009979681419178908,0.00012751150576154844,1.5252104532211348e-06,,,,1.5252104532211348e-06,0.0014968997467789075,0.0005820588904189578,1.709534348463598e-05,0.0006295931751421934,0.0002618687879808096,6.29110487041251e-06,0.0003543350389700265,1.5564802475865305e-05,0.0,,,0.00021592947263460096,,0.0005301594263480696,0.00025187924293522016,,1.1783465865961294e-05,5.531395772407597e-09,9.943374879412375e-05,9.997729756866317e-06,6.29110487041251e-06,1.5252104532211348e-06,,,,1.5252104532211348e-06
CPV,0.0016663022837705003,0.0004176091530718169,0.0001338976792014074,,,,,,0.0022178468916342333,0.0017454421458858742,1.2660069430150942e-05,0.00021960209948959706,0.0002356147525773802,4.470531272293002e-06,0.0016536264745109712,1.2656291871100084e-05,0.0,,,8.661313310431154e-05,,0.00011242015735339004,0.00021857376397019815,,5.19288450857281e-06,3.6587758051430004e-09,0.00010717774484837271,1.7052741013118025e-05,4.470531272293002e-06,,,,,
CRI,0.01837068939308235,0.010757648719262944,0.007118180438157639,0.00035162778831691503,,,,0.00035162778831691503,0.0365982512710157,0.01797425555713448,0.0013474762998784938,0.012928066258369798,0.004177770445851881,0.0001704707467454174,0.017235742762692685,0.000995806538683236,0.00013919675509218752,,,0.0004363710296910543,,0.0062965613445970766,0.004024779304292328,,0.000302267683385767,3.431702533308383e-08,0.006492364822066298,0.0001531359479898357,0.0001704707467454174,0.00035162778831691503,,,,0.00035162778831691503
CUB,0.07464750494634245,0.021358318873523765,0.006343361103949313,0.0007954490039138186,,,,0.0007954490039138186,0.10314478083280354,0.07849452911085296,0.003811557082310839,0.015023142480851303,0.00550726136736048,0.00030831177786713206,0.07163154377301963,0.0030159611733228202,0.0,,,0.006748819108740885,,0.009574643143170762,0.00503485662161212,,0.00011419561010729104,7.895728009458247e-08,0.005448499337680541,0.0004722998135525021,0.00030831177786713206,0.0007954490039138186,,,,0.0007954490039138186
CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYP,0.016138781587203273,0.0018515495823365053,0.0006881243539912461,0.0005237375759616192,,3.4692682594251994e-07,,0.0005240943454275332,0.0192025918418369,0.013892393138295926,0.00298238287064857,0.0010382621051269912,0.0012164579601314032,7.31041622096772e-05,0.013807188195260018,0.0023307539343764,8.772331573647894e-07,,,3.1603478748220973e-05,,0.0006432973199211219,0.001176646685023245,,5.349023616008075e-05,0.0001276437203283283,0.00039408335476067026,3.980917646424089e-05,7.31041622096772e-05,0.0005237375759616192,,3.4692682594251994e-07,,0.0005240943454275332
CZE,0.22285520742555678,0.0284137498585589,0.01307056418034365,0.007640742773525658,2.870525149864974e-06,0.00015595442677055556,5.760987416942784e-06,0.007805276456629486,0.2721450077854805,0.20763290363696882,0.034080088434838646,0.017757255776102137,0.011855869081102643,0.0008185970463198799,0.1967396825206586,0.02524081012023396,0.0005945877946042874,0.0002799381121073906,,0.009489228335743139,0.0001366741851037845,0.007767710730512668,0.01102018907329724,,0.0014040977127629483,0.0008973171796518255,0.00939478935947181,0.0005558258414546997,0.0008185970463198799,0.007640742773525658,2.870525149864974e-06,0.00015595442677055556,5.760987416942784e-06,0.007805276456629486
DEU,1.6899970229169767,0.11594294103270235,0.0817927578910312,0.023107748442852207,0.00018913188845663207,0.008046830371492373,4.644298988632247e-05,0.03139025652623948,1.9191231882313415,1.606851479156957,0.14907759038286914,0.13908321845627025,0.021367343042367475,0.0027435571928779647,1.5696055863731115,0.11425521159453783,0.006136434813719244,,,0.025547631860919927,0.0011372761251376867,0.069642239203962,0.01961581482912189,,0.011698260922925382,0.0022948671233932946,0.06330454443858897,0.0017515072268064107,0.0027435571928779647,0.023107748442852207,0.00018913188845663207,0.008046830371492373,4.644298988632247e-05,0.03139025652623948
DJI,0.001571002863493144,0.0020122007741936216,0.0006356372696235585,,,,,,0.0042189038666278385,0.001860112049518439,0.00030701061863850493,0.001497592299271564,0.0004998340217453873,5.4306608643848454e-05,0.00126401323129381,0.00030701061863850493,,,,0.0005597293191405814,,0.0009780729975833976,0.00047437747103047136,,3.636530179621309e-05,6.246403754977415e-09,0.0005195193016881665,2.544815613924746e-05,5.4306608643848454e-05,,,,,
DMA,0.00031181651320875693,0.00010243271095171772,6.410097980514385e-05,,,,,,0.00047834390803386717,0.0003099697065616732,9.473068777581155e-06,8.698249443372831e-05,6.403802048762963e-05,7.875581027853699e-06,0.00030233064270328123,9.472649048797728e-06,0.0,,,5.380923003548612e-06,,4.2864802007597664e-05,5.418908458448858e-05,,2.2564619397096213e-06,4.961823813295626e-10,4.4119791070047774e-05,9.850195089491332e-06,7.875581027853699e-06,,,,,
DNK,0.07621456235927136,0.014546120718485236,0.011837401014631807,0.0009911265627480122,2.2948671233932953e-06,0.00015958717939112602,,0.0011530159545162417,0.10375128892485719,0.07417111277715152,0.004414917208488774,0.022408060560877522,0.0024050459290431785,0.0003521524492962002,0.07249849357519042,0.003216381667409752,0.000459854855123858,3.961190393602967e-05,,0.0008102864164080029,4.799178909717227e-06,0.011696582007791669,0.002034509359032827,,0.0008621648940397197,4.064863403109715e-05,0.010251665670840335,0.0003309351592939082,0.0003521524492962002,0.0009911265627480122,2.2948671233932953e-06,0.00015958717939112602,,0.0011530159545162417
DOM,0.028924140059207504,0.027652571709811988,0.008582194434754954,,,,,,0.06515890620377446,0.02712077534120855,0.004576512790108604,0.01806428738117981,0.014885891168670305,0.0005112086717762896,0.023809534968744044,0.004576512790108604,0.0005111876853371183,2.692140416908019e-05,,0.0008048509286626087,,0.012097003267182103,0.014750738500406447,,0.0025064104302410717,7.451864820983001e-08,0.005456054455782248,0.00010826274375353444,0.0005112086717762896,,,,,
DZA,0.3173684756915526,0.1434114616709811,0.018023153960403854,0.0009656070527155821,,0.001164558496060515,,0.0021301235758977542,0.48093321489883534,0.4029954560191997,0.030439570831774766,0.02607816904317308,0.02019986743126213,0.0012200466412297139,0.2921601945520343,0.0249757513934991,0.000232403827384155,,,0.1101244507724299,2.8033685445164733e-05,0.014479383841920162,0.01877950522814134,,0.000710747735418022,0.0033055740338882294,0.011366465319625447,0.001420341216681617,0.0012200466412297139,0.0009656070527155821,,0.001164558496060515,,0.0021301235758977542
ECU,0.08135183280403996,0.0432606062503704,0.010905183386637932,0.0003636740044013023,,,,0.0003636740044013023,0.13588152729628045,0.09488011122271198,0.005415970356964862,0.027485729518399307,0.007037382647347723,0.0010623335508565944,0.07566765575446452,0.005021215436150707,0.0006631085184989294,,,0.018686745167003728,3.749017493580047e-09,0.017992723623605315,0.006581347324153062,,0.0005259201656354455,3.104104217842728e-05,0.008830044281369262,0.00045597236387714783,0.0010623335508565944,0.0003636740044013023,,,,0.0003636740044013023
EGY,0.4644962160110063,0.11909573378942272,0.059230656866635555,0.001876796268659707,0.00530537182253155,0.0,,0.007182189077630428,0.6500045858803033,0.4154511175318212,0.08177827724800292,0.0870601442586625,0.06371839701904912,0.0019965658770109236,0.3945549200488518,0.06180275485148313,0.00813854111067142,,,0.020758736306396686,1.51648009452583e-05,0.038388184667944955,0.05993370257887767,,0.0001375052480949722,0.012778223082685959,0.04053362834443784,0.0037846944401714387,0.0019965658770109236,0.001876796268659707,0.00530537182253155,0.0,,0.007182189077630428
ERI,0.0014678335285265094,0.00903172396180648,0.0035326473057228475,,,,,,0.014032162823177492,0.0024067248441768914,0.00020764612509364678,0.009647675951487257,0.0017307516384658895,3.945030835440983e-05,0.0012602146858037857,0.00020760834950313829,0.0,,,0.0011008226802969538,,0.006260884398005684,0.0016701428021388678,,4.575253603758319e-05,3.78889172800572e-08,0.0033867915534815723,6.0602540395270395e-05,3.945030835440983e-05,,,,,
ESP,0.5824334983581674,0.08397408837850719,0.04089837265723688,0.013240974066415471,0.00026814373329306015,0.00047345406770692936,0.0001711674965259081,0.014153674305979937,0.7214596336998914,0.5433701799420783,0.0641211267867484,0.08294785150302542,0.028483844565391398,0.002536421038256183,0.53310529281456,0.047989690453255116,0.0012824393248863054,5.608625868558372e-05,,0.006057315938043043,0.00043685371779199654,0.051822653703520793,0.025657181073394663,,0.004207571189475279,0.0015407823910863186,0.02984292636613168,0.002770629699409079,0.002536421038256183,0.013240974066415471,0.00026814373329306015,0.00047345406770692936,0.0001711674965259081,0.014153674305979937
EST,0.04127969625698134,0.0025219403952279128,0.0020842262334298885,0.0004957836389853058,1.2652514312049233e-07,5.114814954855178e-06,,0.0005010302487781575,0.04638695609373481,0.041214008702374835,0.0014167945084616492,0.002904523181322652,0.0006898242555641299,0.00016179285414804088,0.04033635581622661,0.000909783124519641,3.142509401526402e-05,2.1364195076491763e-06,,0.0006250391178419983,,0.0013026912386867122,0.0005942939844558879,,0.000252592781867048,5.9683334359562785e-06,0.0015704782025138587,9.338125973709012e-05,0.00016179285414804088,0.0004957836389853058,1.2652514312049233e-07,5.114814954855178e-06,,0.0005010302487781575
ETH,0.03072162857423847,0.1855337634606944,0.05443987253258689,5.669696406547166e-05,,,,5.669696406547166e-05,0.27075192795328257,0.06912555307156198,0.006226256773372865,0.17715031060489267,0.01641286448278184,0.0018368800613556924,0.023788758393964347,0.006168753930043211,0.000740947221385676,2.307249122504425e-05,,0.043618215173851164,,0.12806932531472442,0.013846222972118832,,0.0017186004901856451,7.021642817969169e-07,0.04833995412302589,0.002543766291966175,0.0018368800613556924,5.669696406547166e-05,,,,5.669696406547166e-05
FIN,0.09481694204080605,0.009728473742297173,0.010390386033763332,0.002683326112456028,1.2258598848801933e-05,0.00010542327853364314,,0.0028010600362076187,0.11773686185307417,0.08681019576813105,0.012771297557759393,0.013643074240939615,0.003962869308736679,0.000549383004629078,0.08497745003529213,0.009422701323569779,0.00041653884467407514,,,0.000657610071436021,7.426051500802171e-06,0.0053565787341097815,0.0037068347508455203,,0.0011750097427678755,0.0005401909442720019,0.007869914689277417,0.00025590863925613024,0.000549383004629078,0.002683326112456028,1.2258598848801933e-05,0.00010542327853364314,,0.0028010600362076187
FJI,0.0033078825421970844,0.0019073735105324464,0.0008016400034693836,,,,,,0.006017021974833943,0.0031305471311986995,0.00020852545689492872,0.0021261361524551868,0.000514272691895315,3.735796036902061e-05,0.0030904630323813132,0.00019717599059103212,2.032641565946571e-05,,,2.3592954916495128e-05,,0.0013956821506552143,0.0004881026022485712,,1.6623778196454474e-05,1.1349466303896604e-05,0.0007101391286820514,2.6174286934578125e-05,3.735796036902061e-05,,,,,
FRA,0.7439314930358499,0.11890643610809665,0.09079426138043085,0.03941127357755102,0.0014851683272820914,0.0009682093711728362,1.602818305276996e-05,0.04188074787485042,0.9955129383992279,0.7028465509343793,0.09318503653083748,0.1604828806149617,0.03661923771018711,0.0023790227444706346,0.6888446085836086,0.04771057081227542,0.0040780848597877,0.003298018915786523,,0.005921953405387472,0.00011001091413651259,0.08123598765981377,0.03163852610163722,,0.008079988945383195,0.0034837489024534696,0.07516880809536018,0.0016827346656417116,0.0023790227444706346,0.03941127357755102,0.0014851683272820914,0.0009682093711728362,1.602818305276996e-05,0.04188074787485042
FSM,0.00038667514173316373,0.00012063005235724425,3.6743057701298414e-05,,,,,,0.0005440524490795408,0.0003885849076977617,1.3046639639688244e-06,0.00013482108252494928,1.9276044378936818e-05,6.831715543467941e-08,0.0003866541552939924,1.0638026015985928e-08,,,,1.87266194014294e-06,,9.948201760421798e-05,1.9276044378936818e-05,,4.0409388624543113e-08,1.2940238393089216e-06,3.5339064920731316e-05,,6.831715543467941e-08,,,,,
GAB,0.009880625426289869,0.009646626629528686,0.0010697207774449293,4.92488768035395e-05,,,,4.92488768035395e-05,0.020646248992437947,0.018152220561308004,0.00027756664448102164,0.0011053347647188062,0.0009944004472587518,0.00011663633298292562,0.009652292968104968,0.00022831147174573078,0.0,,,0.008324480961730081,,0.00038581469772713616,0.0009364149158281557,,0.00017554736638098064,1.2106447164809238e-08,0.00071952006699167,5.799392600626458e-05,0.00011663633298292562,4.92488768035395e-05,,,,4.92488768035395e-05
GBR,0.8281223713309978,0.10888646072570864,0.04269208361321699,0.02978563338719374,0.0007795832559002352,0.001102648500504866,1.1133305980431119e-06,0.03166895643843575,1.0113696622439674,0.8041115764105998,0.07444603513029695,0.08719676597766837,0.04336574831061914,0.0022497462791747714,0.7841387822511724,0.04074727029520275,0.002692770010083161,0.0005433598965868843,,0.014697852673694506,0.00016365644994646177,0.054336829116255286,0.03968787484583016,,0.005274731621341296,0.0018660302253647757,0.030167166851329908,0.003134534554641267,0.0022497462791747714,0.02978563338719374,0.0007795832559002352,0.001102648500504866,1.1133305980431119e-06,0.03166895643843575
GEO,0.02045946968381243,0.011079790560544034,0.00430368908088032,0.0012151358144636046,,,,0.0012151358144636046,0.03705806415326122,0.01993438897574384,0.00924137848912883,0.004965181643563051,0.002866117997638978,5.119641835864602e-05,0.014426917743991647,0.006007158348423382,2.55950612134473e-05,,,0.00539939107001945,1.7314651773977173e-05,0.0029836420569988543,0.002679548553405175,,0.00010803189292264896,0.0020017705139254325,0.0019559990900925948,0.00018673523710325743,5.119641835864602e-05,0.0012151358144636046,,,,0.0012151358144636046
GHA,0.027905878030610867,0.030442299068867047,0.010547154734373737,4.737268914161577e-05,0.0,,,4.737268914161577e-05,0.06894276118637904,0.04062743772753402,0.001461033922234974,0.018060719686520676,0.008286915235613264,0.0005065496822802373,0.026487824335798934,0.0014134576646333958,4.539576657166928e-06,,,0.013450208864954391,,0.009164148392978053,0.007827941810934604,,0.0006894045267807018,1.930122810594251e-07,0.008891954276924912,0.00045905737043534464,0.0005065496822802373,4.737268914161577e-05,0.0,,,4.737268914161577e-05
GIN,0.007595621929307135,0.03613445096532762,0.01388378869823565,,,,,,0.05761407145726213,0.012584098520350447,0.00048730511756005766,0.0399346753704859,0.004341044942605423,0.00026680060118609015,0.0071083168117470775,0.00048722117180337207,1.3418729206197283e-07,,,0.0049886864554350265,,0.027074395310639744,0.004071579063644565,,0.0004872421582425435,8.599403314875506e-08,0.012860280059846156,0.00026948686540003016,0.00026680060118609015,,,,,
GMB,0.0013281477894016287,0.0032348497338805897,0.0008724692356728803,,,,,,0.005435487745394269,0.0018030709078505564,2.3091379020298514e-05,0.002754050412463668,0.0008352602790219765,1.984183877899794e-05,0.0013050627063130814,2.3076688512878527e-05,0.0,,,0.0004649755462816812,,0.001988884840274189,0.0007809263880072052,,3.302635932404233e-05,1.3851259717519968e-08,0.0007652495179461648,5.433808830260558e-05,1.984183877899794e-05,,,,,
GNB,0.0008053336167635511,0.003397074908675562,0.0016939204377200716,,,,,,0.005896349949598355,0.0011034879580717224,1.9577619509829933e-05,0.0040579378781831505,0.0006974633194225219,1.7702900898648194e-05,0.0007856273503816004,1.9564817781935375e-05,1.44575579451819e-07,,,0.00029416691786560416,,0.0024365255878002886,0.0006662984572529833,,2.370418304410358e-05,1.2778223082685957e-08,0.0016213283446261763,3.1173256745207134e-05,1.7702900898648194e-05,,,,,
GNQ,0.01517256592775172,0.01214380302653434,7.023531597494596e-05,,,,,,0.027386463661118556,0.024057594679750063,0.0025372604958230397,4.942936018041361e-05,0.0007315662830760573,1.0836138001764004e-05,0.01281348030049392,0.002359085627257799,,,,0.011208437432664755,0.0001780804295889694,2.7786045462942138e-05,0.0007294886255980881,,3.567065065963953e-05,5.960568453462859e-09,2.1641216073554328e-05,2.081980684438548e-06,1.0836138001764004e-05,,,,,
GRC,0.15717856576742373,0.020808264302841207,0.009912734678222122,0.012968150357187184,0.0002639884183371217,1.0516514533183483e-05,,0.013242652981549183,0.20114221773003624,0.1472670902755519,0.026901676916259068,0.0164749843427292,0.009716931200752897,0.0007815140083040047,0.14377746517013043,0.0133219817216171,7.164770333118161e-05,7.370017708214516e-06,,0.0024486977225197043,1.499397133040305e-06,0.009335187872225014,0.00902290965735449,,0.0010409063964625883,0.00033557316235078904,0.007068232712929692,0.0006865713574925619,0.0007815140083040047,0.012968150357187184,0.0002639884183371217,1.0516514533183483e-05,,0.013242652981549183
GRD,0.0005364973309778345,0.00010732255127865542,5.945877946042875e-05,,7.93770088780106e-07,5.411143475955438e-06,,6.20485060541803e-06,0.0007094885490677378,0.0005978616791150269,9.562680872843062e-06,3.322153320833641e-05,4.938319001423651e-05,1.9466181517829765e-05,0.0005331395007104093,3.356990809858175e-06,,,,3.997077204586072e-05,,2.1007425610577852e-05,4.634435362221686e-05,,2.473671585133678e-05,7.350710184176821e-10,1.2214947055325404e-05,3.0398857139782236e-06,1.9466181517829765e-05,,7.93770088780106e-07,5.411143475955438e-06,,6.20485060541803e-06
GTM,0.03548177270709688,0.01935243501752074,0.014179487626160765,0.0028176393231530293,,,,0.0028176393231530293,0.07183133467393142,0.03544672535368063,0.007469283565495269,0.024387081774741148,0.0040107183900474856,0.0005173996713318546,0.030245026540655827,0.004651644242342239,0.000585059951220469,,,0.004457309815615014,,0.011393327961764845,0.003502007104532594,,0.0007443889974097867,1.1595217506593776e-07,0.012408651888877489,0.0005088791770282636,0.0005173996713318546,0.0028176393231530293,,,,0.0028176393231530293
GUY,0.004552168520669772,0.0033506948781067535,0.0006045773396498769,,,,,,0.008507482711304745,0.004709147085671893,6.642837590925282e-06,0.0034105062297452617,0.00029414593142643267,8.71063144248396e-05,0.004544613402568066,5.212821625785648e-06,2.152579065811159e-06,2.73348370207569e-07,,9.779051060700263e-05,,0.0029804940911231435,0.00027232003468817003,,6.670119961848111e-05,1.4299530058221212e-06,0.000427787576069949,2.1561467604702984e-05,8.71063144248396e-05,,,,,
HKG,0.1048404851178532,0.004477876526002993,0.0009450193558884323,,,0.00017465964000403013,,0.00017465964000403013,0.11043819803804245,0.10335149725864191,0.002254783024575909,0.00019945092059721258,0.004212398070484702,0.00042014851221155704,0.10273743404848655,0.0020787487728061516,,2.4386242317174294e-05,,0.00023431359334875296,,5.894671034464642e-05,0.004184695970778445,,0.000379770603245771,1.354045055339144e-06,0.0001405063088964833,3.2478613261668616e-06,0.00042014851221155704,,,0.00017465964000403013,,0.00017465964000403013
HND,0.022067870381909018,0.01386846859764052,0.006256896974563118,,,,,,0.04219344581850438,0.022332089651077025,0.0015159344471073733,0.014673298539863959,0.003132016181940698,0.0005401699578328305,0.020552019880558332,0.0015158924742290304,0.0,,,0.001446721170720075,,0.009512523283223401,0.0029091401979403617,,0.0003333695862377914,5.766024162343922e-08,0.005160565392248845,0.0002227710518044794,0.0005401699578328305,,,,,
HRV,0.04164989704396495,0.008686706901828555,0.003813445861836265,0.0010256282687458045,0.0,1.3412853003229286e-05,,0.001039038603376333,0.05518908841100611,0.03642994002886102,0.008102654299688315,0.006014503602133373,0.004395399820059366,0.00024654868738568296,0.034753753132240786,0.006725943890044051,0.0001702587837097862,0.0,,0.0012258808713193647,0.0,0.003256885495010566,0.004204003494816139,,0.0004503060253008681,0.00033773476558544396,0.0025874180854427013,0.00019141941032631534,0.00024654868738568296,0.0010256282687458045,0.0,1.3412853003229286e-05,,0.001039038603376333
HTI,0.0062468234837608425,0.024175538467893373,0.0036004335042464897,,,,,,0.03402258559150899,0.016568583861433676,0.00030201584611571014,0.009321336822371889,0.007650816264327934,0.00017995661725089313,0.005943149708950592,0.00030195288679819594,1.7016224608959776e-06,,,0.010262158890426037,,0.006482291331264023,0.007431088246203309,,0.0003633801942529026,7.686073482135897e-08,0.002837156711582438,0.0002197909774421397,0.00017995661725089313,,,,,
HUN,0.10466021160537081,0.01582104689814818,0.010174855303472986,0.003780077423553729,2.2176370272425194e-06,0.00023882567777060534,,0.004021001745241475,0.13467711555223344,0.09685283650482417,0.015589776338479277,0.014808870936911243,0.007086910643792243,0.00033884704686152847,0.09296992552933056,0.011168773062630798,0.00044505941550801643,7.634866570557666e-05,,0.0031859513306112127,0.00010477689620716382,0.005773159551662199,0.006757213684409448,,0.0006970016177607509,0.00029513229406748887,0.008590798874815229,0.0002532433614813616,0.00033884704686152847,0.003780077423553729,2.2176370272425194e-06,0.00023882567777060534,,0.004021001745241475
IDN,1.2493905100723495,0.483232908903238,0.13249956262380833,,0.0,0.0,,0.0,1.865122981599396,1.187232664670086,0.12095219419852533,0.26251181247702154,0.28535261341361345,0.009073696840149291,1.1106881954870402,0.11789992648543599,0.014537306414033247,0.006264871821448251,,0.06471315423577377,0.00017100590094428828,0.14583644471723708,0.27251227047098014,,0.011831524811663812,0.002881228233842391,0.10213806134575117,0.006575261256793355,0.009073696840149291,,0.0,0.0,,0.0
IND,4.832496141088185,1.0656416432631832,0.3011197251630911,0.05890389800873676,0.0033185856261745013,0.0,5.500755571217344e-05,0.06227746810554034,6.261534977619999,4.623806150510152,0.40752411972799757,1.0130437504966707,0.1809988038201452,0.03616215306503388,4.4491792493512285,0.327766836572201,0.055550055164754295,,0.0,0.13806852412233273,0.0017928714984132526,0.7828911384424323,0.14288910920000478,0.0,0.03655837703659003,0.01568694355184289,0.17460255688948392,0.03810969462014039,0.03616215306503388,0.05890389800873676,0.0033185856261745013,0.0,5.500755571217344e-05,0.06227746810554034
IOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRL,0.08331721283244216,0.029457405478552943,0.014381377170989695,0.002399379590466899,9.904549966945273e-05,8.230461714242179e-05,2.647019572689495e-06,0.002583430662000133,0.12973942614398493,0.0791935873996525,0.007275159003159759,0.04109900301571553,0.0019588742322590776,0.00021303334402894683,0.07789242817102532,0.004601906381506006,0.0007718602462851577,5.109358480670613e-05,,0.0005527828077748459,,0.027217732690180452,0.0016868899805976502,,0.0007483344479740111,8.976739491177393e-05,0.013109389092810751,0.00022090325871822425,0.00021303334402894683,0.002399379590466899,9.904549966945273e-05,8.230461714242179e-05,2.647019572689495e-06,0.002583430662000133
IRN,1.465706972645271,0.3879437719810753,0.06805377562307825,,0.00011693853770699389,0.0,,0.00011693853770699389,1.9218214147156094,1.6651912616807663,0.10831856768173037,0.07209681312944971,0.06757822291145418,0.00863675917660061,1.3720654810624555,0.08954179069068131,0.00409970089213425,,,0.28656709864846275,0.0008167082667944534,0.03574536238308974,0.06481472860136339,,0.006558472105456229,0.01784309031231319,0.032251959718617426,0.0027634943100908007,0.00863675917660061,,0.00011693853770699389,0.0,,0.00011693853770699389
IRQ,0.4062227506349786,0.1304533848045962,0.014916951098643987,,,6.599815390623898e-06,,6.599815390623899e-06,0.551599592334362,0.49592718622923837,0.014979070958591351,0.01565441457112721,0.02270145098049378,0.0023374695949112496,0.39421598905623356,0.011575070524989227,0.00043162809443831636,,,0.10067992355212185,1.5864908556016417e-07,0.007792894457518355,0.02198056679495597,,0.0010313785530787697,0.003397074908675562,0.007430038924244739,0.0007209891177336685,0.0023374695949112496,,,6.599815390623898e-06,,6.599815390623899e-06
ISL,0.00759016545512257,0.0012195849395679429,0.0006177568234495203,0.0004300331250612894,0.00014278543619049804,4.8413616524517525e-06,,0.0005776517381929625,0.010005284874968023,0.00400316327194578,0.004295504369603471,0.0012134778857690635,0.00048189061625383476,1.107706232345175e-05,0.003869269790032206,0.0036959218024763896,1.0186397845017263e-05,1.4862386356798331e-05,,1.587225380972641e-05,6.625208982021302e-06,0.0007490899597841818,0.0004479975169920134,,0.00011798366237772992,1.5465326754192837e-05,0.0004542095029867498,1.9031972091373364e-05,1.107706232345175e-05,0.0004300331250612894,0.00014278543619049804,4.8413616524517525e-06,,0.0005776517381929625
ISR,0.1438442020466955,0.024175958196676797,0.00712909338652677,0.006890267708756165,0.00035979151315459215,0.0004996871166711874,,0.007749872257216972,0.18289912588711602,0.14136528385176897,0.018037005010256985,0.0049313934764970875,0.01797320623517591,0.0005921113947820615,0.13642339715568616,0.007384708215634501,3.6044209276890565e-05,,,0.004531811674673508,1.163005499561831e-05,0.0022111312310993834,0.017421472749359634,,0.00040999107565259634,0.0028908819958612378,0.002684375434414598,0.0005518803908904753,0.0005921113947820615,0.006890267708756165,0.00035979151315459215,0.0004996871166711874,,0.007749872257216972
ITA,0.7406282275102707,0.09203036264762669,0.03956153648201829,0.03209686993314073,0.002756988513947665,0.0008761628489670476,4.9318132052805144e-05,0.03577936041454742,0.907999487054463,0.7258199861665345,0.0770701794842896,0.0645970992271559,0.03829836270829134,0.002213859468191666,0.699763433155708,0.039748315790643814,0.0009148408563599498,0.00020161252383186744,,0.016463231936793214,9.299091196850197e-05,0.04132502696559157,0.034149133819712574,,0.009593321074033314,0.0014494284213731861,0.022357273378082715,0.003947759072533266,0.002213859468191666,0.03209686993314073,0.002756988513947665,0.0008761628489670476,4.9318132052805144e-05,0.03577936041454742
JAM,0.016210345344777766,0.0037828056606460116,0.0009968768470809777,0.000295656955046774,,,,0.000295656955046774,0.02128549592959899,0.016943821393818424,0.0011374650030902295,0.0012164999330097463,0.0018384330578543762,0.0001493311065680597,0.015360394558335808,0.0008417870616042838,8.059212370603505e-06,,,0.0014142971222002518,,0.000619813494488318,0.0017485901117615852,,0.00016906675396485035,1.9584754899148212e-08,0.000588627645879608,8.984504473670814e-05,0.0001493311065680597,0.000295656955046774,,,,0.000295656955046774
