add_info,iso3,tar_type_used,tar_type_reclass,tar_type_main,condi,rge,ndc_value_exclLU,ndc_value_inclLU,ndc_strengthen_tar,int_ref,refyr,taryr,tar_emi_exclLU,tar_emi_inclLU,gwp,scenario,emi_bl_exclLU_refyr,emi_bl_exclLU_taryr,emi_bl_onlyLU_refyr,emi_bl_onlyLU_taryr,pc_cov_set_to_100,pc_cov_exclLU_refyr,pc_cov_exclLU_taryr,pop_refyr,pop_taryr,gdp_refyr,gdp_taryr,CO2,CH4,N2O,HFCS,PFCS,SF6,NF3,energy,ippu,agriculture,waste,other,lulucf,lulucf_tar_2030_fyson2019
,,,,,,,,,,,,,MtCO2eq,MtCO2eq,,,MtCO2eq (AR4),MtCO2eq (AR4),MtCO2eq (AR4),MtCO2eq (AR4),,%,%,Pers,Pers,2011GKD,2011GKD,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,MtCO2eq
,AFG,ABU,ABS,RBU,conditional,best,-1.372950 MtCO2eq_SAR,-1.372940 MtCO2eq_SAR,,,2025,2025,43.37449578851031,55.76012073107704,AR4,SSP4BLGCAM4,40.1317,40.1317,12.38562494256675,12.38562494256675,,1.0,1.0,45473473.4982,45473473.4982,105856661589.0819,105856661589.0819,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,
,AFG,ABU,ABS,RBU,conditional,best,-6.239540 MtCO2eq_SAR,-6.239540 MtCO2eq_SAR,,,2030,2030,45.95759231189554,58.975010375375774,AR4,SSP4BLGCAM4,44.6621,44.6621,13.017418063480234,13.017418063480234,,0.9999977609651136,0.9999977609651136,52248417.2106,52248417.2106,133877223107.4523,133877223107.4523,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,
,AFG,ABS,ABS,RBU,conditional,best,40.3 MtCO2eq_SAR,51.807700 MtCO2eq_SAR,,,2025,2025,43.3744957885103,55.76012073107705,AR4,SSP4BLGCAM4,40.1317,40.1317,12.38562494256675,12.38562494256675,,1.0,1.0,45473473.4982,45473473.4982,105856661589.0819,105856661589.0819,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,
,AFG,ABS,ABS,RBU,conditional,best,42.7 MtCO2eq_SAR,54.794710 MtCO2eq_SAR,,,2030,2030,45.95759231189553,58.97501037537577,AR4,SSP4BLGCAM4,44.6621,44.6621,13.017418063480234,13.017418063480234,,0.9999977609651136,0.9999977609651136,52248417.2106,52248417.2106,133877223107.4523,133877223107.4523,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,
,AFG,RBU,ABS,RBU,conditional,best,-3.3%,-2.6%,,,2025,2025,38.8073539,51.15187449406002,AR4,SSP4BLGCAM4,40.1317,40.1317,12.38562494256675,12.38562494256675,,1.0,1.0,45473473.4982,45473473.4982,105856661589.0819,105856661589.0819,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,
,AFG,RBU,ABS,RBU,conditional,best,-13.6%,-10.2%,,,2030,2030,38.588068,51.79621742100525,AR4,SSP4BLGCAM4,44.6621,44.6621,13.017418063480234,13.017418063480234,,0.9999977609651136,0.9999977609651136,52248417.2106,52248417.2106,133877223107.4523,133877223107.4523,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,
,AGO,ABU,ABS,RBU,unconditional,best,,-31.163 MtCO2eq_AR4,,,2025,2025,93.7829,124.65599999999999,AR4,SSP4BLGCAM4,124.9459,124.9459,30.873099999999994,30.873099999999994,,0.996562512255304,0.996562512255304,37383848.0825,37383848.0825,232137964330.2542,232137964330.2542,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,
,AGO,ABU,ABS,RBU,unconditional,best,,-67.638 MtCO2eq_AR4,,,2030,2030,56.6867,125.612,AR4,SSP4BLGCAM4,124.3247,124.3247,68.9253,68.9253,,0.9932571725489784,0.9932571725489784,42562337.5837,42562337.5837,258183701708.7778,258183701708.7778,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,
,AGO,ABU,ABS,RBU,conditional,best,,-42.071 MtCO2eq_AR4,,,2025,2025,82.8749,113.74799999999999,AR4,SSP4BLGCAM4,124.9459,124.9459,30.873099999999994,30.873099999999994,,0.996562512255304,0.996562512255304,37383848.0825,37383848.0825,232137964330.2542,232137964330.2542,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,
,AGO,ABU,ABS,RBU,conditional,best,,-96.625 MtCO2eq_AR4,,,2030,2030,27.699700000000007,96.625,AR4,SSP4BLGCAM4,124.3247,124.3247,68.9253,68.9253,,0.9932571725489784,0.9932571725489784,42562337.5837,42562337.5837,258183701708.7778,258183701708.7778,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,
,AGO,ABS,ABS,RBU,unconditional,best,,124.656 MtCO2eq_AR4,,,2025,2025,93.78290000000001,124.656,AR4,SSP4BLGCAM4,124.9459,124.9459,30.873099999999994,30.873099999999994,,0.996562512255304,0.996562512255304,37383848.0825,37383848.0825,232137964330.2542,232137964330.2542,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,
,AGO,ABS,ABS,RBU,unconditional,best,,125.612 MtCO2eq_AR4,,,2030,2030,56.6867,125.612,AR4,SSP4BLGCAM4,124.3247,124.3247,68.9253,68.9253,,0.9932571725489784,0.9932571725489784,42562337.5837,42562337.5837,258183701708.7778,258183701708.7778,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,
,AGO,ABS,ABS,RBU,conditional,best,,113.748 MtCO2eq_AR4,,,2025,2025,82.87490000000001,113.748,AR4,SSP4BLGCAM4,124.9459,124.9459,30.873099999999994,30.873099999999994,,0.996562512255304,0.996562512255304,37383848.0825,37383848.0825,232137964330.2542,232137964330.2542,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,
,AGO,ABS,ABS,RBU,conditional,best,,96.625 MtCO2eq_AR4,,,2030,2030,27.699700000000007,96.625,AR4,SSP4BLGCAM4,124.3247,124.3247,68.9253,68.9253,,0.9932571725489784,0.9932571725489784,42562337.5837,42562337.5837,258183701708.7778,258183701708.7778,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,
,AGO,RBU,ABS,RBU,unconditional,best,,-20%,,,2025,2025,93.86800000000001,124.7411,AR4,SSP4BLGCAM4,124.9459,124.9459,30.873099999999994,30.873099999999994,,0.996562512255304,0.996562512255304,37383848.0825,37383848.0825,232137964330.2542,232137964330.2542,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,
,AGO,RBU,ABS,RBU,unconditional,best,,-35%,,,2030,2030,56.980605000000025,125.90590500000002,AR4,SSP4BLGCAM4,124.3247,124.3247,68.9253,68.9253,,0.9932571725489784,0.9932571725489784,42562337.5837,42562337.5837,258183701708.7778,258183701708.7778,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,
,AGO,RBU,ABS,RBU,conditional,best,,-27%,,,2025,2025,82.990735,113.863835,AR4,SSP4BLGCAM4,124.9459,124.9459,30.873099999999994,30.873099999999994,,0.996562512255304,0.996562512255304,37383848.0825,37383848.0825,232137964330.2542,232137964330.2542,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,
,AGO,RBU,ABS,RBU,conditional,best,,-50%,,,2030,2030,28.118850000000023,97.04415000000002,AR4,SSP4BLGCAM4,124.3247,124.3247,68.9253,68.9253,,0.9932571725489784,0.9932571725489784,42562337.5837,42562337.5837,258183701708.7778,258183701708.7778,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,
,ALB,ABU,ABS,RBU,unconditional,best,-0.708 MtCO2eq_SAR,,,,2030,2030,5.659169203743953,6.570169203743953,AR4,SSP4BLGCAM4,12.4082,12.4082,0.911,0.911,,0.6382884142831788,0.6382884142831788,2845882.8047,2845882.8047,45521189801.3186,45521189801.3186,YES,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,
,ALB,ABS,ABS,RBU,unconditional,best,5.449 MtCO2eq_SAR,,,,2030,2030,5.659169203743952,6.570169203743951,AR4,SSP4BLGCAM4,12.4082,12.4082,0.911,0.911,,0.6382884142831788,0.6382884142831788,2845882.8047,2845882.8047,45521189801.3186,45521189801.3186,YES,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,
,ALB,AEI,ABS,RBU,unconditional,best,2 tCO2eq/cap,,,,2050,2050,5.3011202348,6.2121202348,AR4,SSP4BLGCAM4,14.073,14.073,0.911,0.911,,0.6532950850701109,0.6532950850701109,2650560.1174,2650560.1174,66611922601.0608,66611922601.0608,YES,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,
,ALB,RBU,ABS,RBU,unconditional,best,-11.5%,,,,2030,2030,11.497398815257519,12.408398815257518,AR4,SSP4BLGCAM4,12.4082,12.4082,0.911,0.911,,0.6382884142831788,0.6382884142831788,2845882.8047,2845882.8047,45521189801.3186,45521189801.3186,YES,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,
,AND,ABU,ABS,RBU,unconditional,best,-0.19373 MtCO2eq_SAR,,,,2030,2030,0.33871527313806526,0.20306527313806527,AR4,SSP4BLGCAM4,0.5786016666666667,0.5786016666666667,-0.13565,-0.13565,,0.9972286052410536,0.9972286052410536,79120.5,79120.5,,,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,
,AND,ABS,ABS,RBU,unconditional,best,0.336820  MtCO2eq_SAR,,,,2030,2030,0.3387152731380653,0.20306527313806533,AR4,SSP4BLGCAM4,0.5786016666666667,0.5786016666666667,-0.13565,-0.13565,,0.9972286052410536,0.9972286052410536,79120.5,79120.5,,,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,
,AND,RBU,ABS,RBU,unconditional,best,-37%,,,,2030,2030,0.36511235744181153,0.22946235744181154,AR4,SSP4BLGCAM4,0.5786016666666667,0.5786016666666667,-0.13565,-0.13565,,0.9972286052410536,0.9972286052410536,79120.5,79120.5,,,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,
,ARE,ABU,ABS,RBU,unconditional,best,,-71 MtCO2eq,,,2030,2030,275.3096,239.0,AR4,SSP4BLGCAM4,346.3096,346.3096,-36.30959999999999,-36.30959999999999,,0.9725137887611796,0.9725137887611796,12760649.3454,12760649.3454,998688084206.8324,998688084206.8324,YES,YES,YES,NO,YES,NO,NO,YES,YES,YES,YES,YES,YES,
,ARE,ABS,ABS,RBU,unconditional,best,,237 MtCO2eq,,,2030,2030,273.3096,237.0,AR4,SSP4BLGCAM4,346.3096,346.3096,-36.30959999999999,-36.30959999999999,,0.9725137887611796,0.9725137887611796,12760649.3454,12760649.3454,998688084206.8324,998688084206.8324,YES,YES,YES,NO,YES,NO,NO,YES,YES,YES,YES,YES,YES,
,ARE,RBU,ABS,RBU,unconditional,best,,-23.5%,,,2030,2030,267.1637476226133,230.85414762261334,AR4,SSP4BLGCAM4,346.3096,346.3096,-36.30959999999999,-36.30959999999999,,0.9725137887611796,0.9725137887611796,12760649.3454,12760649.3454,998688084206.8324,998688084206.8324,YES,YES,YES,NO,YES,NO,NO,YES,YES,YES,YES,YES,YES,
CAT: submission_date: 20201229; source: https://climateactiontracker.org/climate-target-update-tracker/uae/2020-12-29; update_to_view: 20201229; accessed_on: 20210422; comments: nan,ARE,ABS,,,unconditional,best,,,,,,2030,246.0,,AR4,CAT,,,,,,,,,,,,,,,,,,,,,,,,,
,ARG,ABS,ABS,ABS,unconditional,best,,359 MtCO2eq_SAR,,,2030,2030,303.26751343269734,373.65011343269737,AR4,SSP4BLGCAM4,428.436,428.436,70.3826,70.3826,,0.9999804272674228,0.9999804272674228,46507168.5839,46507168.5839,1115865264083.289,1115865264083.289,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,
CAT: submission_date: 20201230; source: https://climateactiontracker.org/climate-target-update-tracker/argentina/2020-12-30; update_to_view: 20201230; accessed_on: 20210421; comments: nan,ARG,ABS,,,unconditional,best,,,,,,2030,313.0,,AR4,CAT,,,,,,,,,,,,,,,,,,,,,,,,,
,ARM,AEI,AEI,AEI,conditional,best,,5.4 tCO2eq_SAR/capita,,POP,2025,2025,16.532832399758277,15.994262399758275,AR4,SSP4BLGCAM4,12.3035,12.3035,-0.53857,-0.53857,,0.8096515658701324,0.8096515658701324,2810023.7323,2810023.7323,36779041581.1883,36779041581.1883,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,YES,NO,YES,
,ARM,AEI,AEI,AEI,conditional,best,,5.4 tCO2eq_SAR/capita,,POP,2030,2030,16.07853099997132,15.539960999971322,AR4,SSP4BLGCAM4,13.2084,13.2084,-0.53857,-0.53857,,0.8074444881841741,0.8074444881841741,2730207.7531,2730207.7531,42490846001.96,42490846001.96,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,YES,NO,YES,
,ARM,AEI,AEI,AEI,conditional,best,,2.07 tCO2eq_SAR/capita,,POP,2050,2050,5.562451411597661,5.023881411597661,AR4,SSP4BLGCAM4,16.1513,16.1513,-0.53857,-0.53857,,0.8019766742629498,0.8019766742629498,2302547.3231,2302547.3231,64370808541.881,64370808541.881,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,YES,NO,YES,
,AUS,RBY,RBY,RBY,unconditional,worst,,-26%,,,2005,2030,444.9712965000001,454.0041340000001,AR4,SSP4BLGCAM4,524.7326,677.9234,88.7865,9.0328375,,1.0,1.0,20178540.0,28819373.4441,815898625000.0,1680818244378.848,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,
,AUS,RBY,RBY,RBY,unconditional,best,,-28%,,,2005,2030,432.70091450000007,441.73375200000004,AR4,SSP4BLGCAM4,524.7326,677.9234,88.7865,9.0328375,,1.0,1.0,20178540.0,28819373.4441,815898625000.0,1680818244378.848,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,
CAT: submission_date: 20201231; source: https://climateactiontracker.org/climate-target-update-tracker/australia/2020-12-31; update_to_view: 20201231; accessed_on: 20210421; comments: nan,AUS,ABS,,,unconditional,best,,,,,,2030,445.0,,AR4,CAT,,,,,,,,,,,,,,,,,,,,,,,,,
CAT: submission_date: 20201231; source: https://climateactiontracker.org/climate-target-update-tracker/australia/2020-12-31; update_to_view: 20201231; accessed_on: 20210421; comments: nan,AUS,ABS,,,unconditional,worst,,,,,,2030,467.0,,AR4,CAT,,,,,,,,,,,,,,,,,,,,,,,,,
,AUT,RBY,RBY,RBY,unconditional,best,,-55%,,,1990,2030,29.279832499999998,24.21752,AR4,SSP4BLGCAM4,80.4576,88.7151,-11.9884,-5.062312499999999,,1.0,1.0,7723949.0,8984241.1261,193505656250.0,538849633057.8845,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,
,AZE,ABS,ABS,RBY,unconditional,best,47.665 MtCO2eq_SAR,45.267 MtCO2eq_SAR,,,2030,2030,50.55373356459108,48.01040296377519,AR4,SSP4BLGCAM4,77.3607,77.3607,-5.621175,-5.621175,,1.0,1.0,10350809.6325,10350809.6325,213552120521.8374,213552120521.8374,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,
,AZE,RBY,ABS,RBY,unconditional,best,-35%,-35%,,,1990,2030,50.54218,46.62854784111317,AR4,SSP4BLGCAM4,77.7572,77.3607,-3.913632158886837,-5.621175,,1.0,1.0,7242761.0,10350809.6325,49903250000.0,213552120521.8374,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,
,BDI,ABU,ABS,RBU,unconditional,best,,-1.164 MtCO2eq_SAR,,,2025,2025,8.293204328558177,62.982222002881095,AR4,SSP4BLGCAM4,8.4624,8.4624,55.80476795603694,55.80476795603694,,0.7612244601193747,0.7612244601193747,12937606.8328,12937606.8328,13276107836.7831,13276107836.7831,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,
,BDI,ABU,ABS,RBU,unconditional,best,,-2.235 MtCO2eq_SAR,,,2030,2030,9.282745183594011,79.75716934322148,AR4,SSP4BLGCAM4,9.5699,9.5699,72.65449804193567,72.65449804193567,,0.7675568463623149,0.7675568463623149,14202207.9348,14202207.9348,16855605877.4963,16855605877.4963,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,
,BDI,ABU,ABS,RBU,conditional,best,,-9.897 MtCO2eq_SAR,,,2025,2025,7.023800721426364,53.341815637838145,AR4,SSP4BLGCAM4,8.4624,8.4624,55.80476795603694,55.80476795603694,,0.7612244601193747,0.7612244601193747,12937606.8328,12937606.8328,13276107836.7831,13276107836.7831,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,
