add_info,iso3,tar_type_used,tar_type_calc,tar_type_orig,condi,rge,ndc_value_exclLU,ndc_value_inclLU,ndc_strengthen_tar,int_ref,refyr,taryr,tar_emi_exclLU,tar_emi_inclLU,gwp,scenario,emi_bl_exclLU_refyr,emi_bl_exclLU_taryr,emi_bl_LU_refyr,emi_bl_LU_taryr,pc_cov_set_to_100,pc_cov_exclLU_refyr,pc_cov_exclLU_taryr,pop_refyr,pop_taryr,gdp_refyr,gdp_taryr,CO2,CH4,N2O,HFCS,PFCS,SF6,NF3,energy,ippu,agriculture,waste,other,lulucf,lulucf_tar_2030_fyson2019,emi_bl_onlyLU_refyr,emi_bl_onlyLU_taryr
,,,,,,,,,,,,,MtCO2eq,MtCO2eq,,,MtCO2eq (AR4),MtCO2eq (AR4),MtCO2eq (AR4),MtCO2eq (AR4),,%,%,Pers,Pers,2011GKD,2011GKD,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,MtCO2eq,,
,AUS,RBY,RBY,RBY,unconditional,best,,-28%,,,2005,2030,466.54757382857144,410.1092424,AR4,SSP5BLREMMP,524.7326,701.3615,44.86357,-56.43833142857143,,1.0,1.0,20178540.0,31448982.3489,815898625000.0,1837441206459.416,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,44.86357,-56.43833142857143
,AUT,RBY,RBY,RBY,unconditional,best,,-40%,,,1990,2030,41.207258242857144,36.2737214,AR4,SSP5BLREMMP,80.4576,99.5623,-12.0008386,-4.9335368428571424,,1.0,1.0,7723949.0,9574075.2184,193505656250.0,573685388266.8217,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,-12.0008386,-4.9335368428571424
,AZE,RBY,ABS,RBY,unconditional,best,-35%,-35%,,,1990,2030,50.54218,46.62854784111317,AR4,SSP5BLREMMP,77.7572,85.245,-1.0200633,-8.319759814285714,,1.0,1.0,7242761.0,10455323.0131,49903250000.0,228773572313.5295,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,-3.913632158886837,-8.319759814285714
,AZE,ABS,ABS,RBY,unconditional,best,47.665 MtCO2eq_SAR,45.267 MtCO2eq_SAR,,,2030,2030,50.55373356459108,48.01040296377519,AR4,SSP5BLREMMP,85.245,85.245,-8.319759814285714,-8.319759814285714,,1.0,1.0,10455323.0131,10455323.0131,228773572313.5295,228773572313.5295,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,-8.319759814285714,-8.319759814285714
,BDI,ABU,ABS,RBU,unconditional,best,,-1.164 MtCO2eq_SAR,,,2025,2025,10.894728743687523,62.982222002881095,AR4,SSP5BLREMMP,11.117000000000004,11.117000000000004,2.9676162857142865,2.9676162857142865,,0.774290457,0.774290457,12850297.3909,12850297.3909,16294640992.329,16294640992.329,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,,53.15016795603694,53.15016795603694
,BDI,ABU,ABS,RBU,unconditional,best,,-2.235 MtCO2eq_SAR,,,2030,2030,15.681116332147415,79.75716934322148,AR4,SSP5BLREMMP,16.166200000000003,16.166200000000003,2.9676162857142865,2.9676162857142865,,0.7872996879999999,0.7872996879999999,14006749.9357,14006749.9357,27491829416.1517,27491829416.1517,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,,66.05819804193567,66.05819804193567
,BDI,ABU,ABS,RBU,conditional,best,,-9.897 MtCO2eq_SAR,,,2025,2025,9.227121457281257,53.341815637838145,AR4,SSP5BLREMMP,11.117000000000004,11.117000000000004,2.9676162857142865,2.9676162857142865,,0.774290457,0.774290457,12850297.3909,12850297.3909,16294640992.329,16294640992.329,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,,53.15016795603694,53.15016795603694
,BDI,ABU,ABS,RBU,conditional,best,,-14.897 MtCO2eq_SAR,,,2030,2030,12.932960000000001,65.77951843354853,AR4,SSP5BLREMMP,16.166200000000003,16.166200000000003,2.9676162857142865,2.9676162857142865,,0.7872996879999999,0.7872996879999999,14006749.9357,14006749.9357,27491829416.1517,27491829416.1517,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,,66.05819804193567,66.05819804193567
,BDI,ABS,ABS,RBU,unconditional,best,,57.054 MtCO2eq_SAR,,,2025,2025,10.894728743687523,62.982222002881095,AR4,SSP5BLREMMP,11.117000000000004,11.117000000000004,2.9676162857142865,2.9676162857142865,,0.774290457,0.774290457,12850297.3909,12850297.3909,16294640992.329,16294640992.329,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,,53.15016795603694,53.15016795603694
,BDI,ABS,ABS,RBU,unconditional,best,,72.250 MtCO2eq_SAR,,,2030,2030,15.681116332147417,79.75716934322149,AR4,SSP5BLREMMP,16.166200000000003,16.166200000000003,2.9676162857142865,2.9676162857142865,,0.7872996879999999,0.7872996879999999,14006749.9357,14006749.9357,27491829416.1517,27491829416.1517,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,,66.05819804193567,66.05819804193567
,BDI,ABS,ABS,RBU,conditional,best,,48.321 MtCO2eq_SAR,,,2025,2025,9.227121457281257,53.34181563783814,AR4,SSP5BLREMMP,11.117000000000004,11.117000000000004,2.9676162857142865,2.9676162857142865,,0.774290457,0.774290457,12850297.3909,12850297.3909,16294640992.329,16294640992.329,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,,53.15016795603694,53.15016795603694
,BDI,ABS,ABS,RBU,conditional,best,,59.588 MtCO2eq_SAR,,,2030,2030,12.932960000000005,65.77951843354855,AR4,SSP5BLREMMP,16.166200000000003,16.166200000000003,2.9676162857142865,2.9676162857142865,,0.7872996879999999,0.7872996879999999,14006749.9357,14006749.9357,27491829416.1517,27491829416.1517,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,,66.05819804193567,66.05819804193567
,BDI,RBU,ABS,RBU,unconditional,best,,-2%,,,2025,2025,10.903340924239174,63.032008856706824,AR4,SSP5BLREMMP,11.117000000000004,11.117000000000004,2.9676162857142865,2.9676162857142865,,0.774290457,0.774290457,12850297.3909,12850297.3909,16294640992.329,16294640992.329,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,,53.15016795603694,53.15016795603694
,BDI,RBU,ABS,RBU,unconditional,best,,-3%,,,2030,2030,15.701495710235667,79.86082277419324,AR4,SSP5BLREMMP,16.166200000000003,16.166200000000003,2.9676162857142865,2.9676162857142865,,0.7872996879999999,0.7872996879999999,14006749.9357,14006749.9357,27491829416.1517,27491829416.1517,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,,66.05819804193567,66.05819804193567
,BDI,RBU,ABS,RBU,conditional,best,,-17%,,,2025,2025,9.300897856032941,53.76831561173093,AR4,SSP5BLREMMP,11.117000000000004,11.117000000000004,2.9676162857142865,2.9676162857142865,,0.774290457,0.774290457,12850297.3909,12850297.3909,16294640992.329,16294640992.329,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,,53.15016795603694,53.15016795603694
,BDI,RBU,ABS,RBU,conditional,best,,-20%,,,2030,2030,13.068171401571094,66.46722959031942,AR4,SSP5BLREMMP,16.166200000000003,16.166200000000003,2.9676162857142865,2.9676162857142865,,0.7872996879999999,0.7872996879999999,14006749.9357,14006749.9357,27491829416.1517,27491829416.1517,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,,66.05819804193567,66.05819804193567
,BEL,RBY,RBY,RBY,unconditional,best,,-40%,,,1990,2030,88.18455502857142,85.4779813,AR4,SSP5BLREMMP,149.1429,137.7028,-4.007758700000001,-2.706573728571428,,1.0,1.0,10006544.0,12760553.3586,251967109375.0,693829031150.0239,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,-4.007758700000001,-2.706573728571428
,BEN,ABS,ABS,NGT,unconditional,best,37 MtCO2eq,,,,2030,2030,37.0,47.597408800000004,AR4,SSP5BLREMMP,38.5,38.5,10.597408800000002,10.597408800000002,,0.8353147009999999,0.8353147009999999,14361250.2193,14361250.2193,54320413820.2455,54320413820.2455,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,,10.597408800000002,10.597408800000002
,BEN,ABS,ABS,NGT,conditional,best,32.5 MtCO2eq,,,,2030,2030,32.5,43.097408800000004,AR4,SSP5BLREMMP,38.5,38.5,10.597408800000002,10.597408800000002,,0.8353147009999999,0.8353147009999999,14361250.2193,14361250.2193,54320413820.2455,54320413820.2455,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,,10.597408800000002,10.597408800000002
,BFA,ABU,ABS,RBU,unconditional,best,,-6.608 MtCO2eq,,,2025,2025,41.62929999999999,98.708,AR4,SSP5BLREMMP,48.2373,48.2373,9.12807,9.12807,,1.0,1.0,22370571.0781,22370571.0781,54645307065.298,54645307065.298,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,57.078700000000005,57.078700000000005
,BFA,ABU,ABS,RBU,unconditional,best,,-7.8083 MtCO2eq,,,2030,2030,55.5064,110.51469999999999,AR4,SSP5BLREMMP,63.3147,63.3147,9.12807,9.12807,,1.0,1.0,24307441.7137,24307441.7137,83638175769.2678,83638175769.2678,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,55.00829999999999,55.00829999999999
,BFA,ABU,ABS,RBU,conditional,best,,-18.437 MtCO2eq,,,2025,2025,29.8003,86.879,AR4,SSP5BLREMMP,48.2373,48.2373,9.12807,9.12807,,1.0,1.0,22370571.0781,22370571.0781,54645307065.298,54645307065.298,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,57.078700000000005,57.078700000000005
,BFA,ABU,ABS,RBU,conditional,best,,-21.57463 MtCO2eq,,,2030,2030,41.74007,96.74837,AR4,SSP5BLREMMP,63.3147,63.3147,9.12807,9.12807,,1.0,1.0,24307441.7137,24307441.7137,83638175769.2678,83638175769.2678,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,55.00829999999999,55.00829999999999
,BFA,ABS,ABS,RBU,unconditional,best,,98.708 MtCO2eq,,,2025,2025,41.62929999999999,98.708,AR4,SSP5BLREMMP,48.2373,48.2373,9.12807,9.12807,,1.0,1.0,22370571.0781,22370571.0781,54645307065.298,54645307065.298,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,57.078700000000005,57.078700000000005
