Group,ISO3,ISO2,Region,Member-Since,Year-Of-Inclusion,Graduation,Ratification,Signature,Ratification-Acceptance-Approval-Succession,Kind,Dependent_Of,Data_Info_Dependency
LLDC,KAZ,KZ,,,,,,,,,,
LLDC,KGZ,KG,,,,,,,,,,
LLDC,LAO,LA,,,,,,,,,,
LLDC,LSO,LS,,,,,,,,,,
LLDC,MKD,MK,,,,,,,,,,
LLDC,MWI,MW,,,,,,,,,,
LLDC,MLI,ML,,,,,,,,,,
LLDC,MDA,MD,,,,,,,,,,
LLDC,MNG,MN,,,,,,,,,,
LLDC,NPL,NP,,,,,,,,,,
LLDC,NER,NE,,,,,,,,,,
LLDC,PRY,PY,,,,,,,,,,
LLDC,RWA,RW,,,,,,,,,,
LLDC,SSD,SS,,,,,,,,,,
LLDC,SWZ,SZ,,,,,,,,,,
LLDC,TJK,TJ,,,,,,,,,,
LLDC,TKM,TM,,,,,,,,,,
LLDC,UGA,UG,,,,,,,,,,
LLDC,UZB,UZ,,,,,,,,,,
LLDC,ZMB,ZM,,,,,,,,,,
LLDC,ZWE,ZW,,,,,,,,,,
NON_ANNEXI,AFG,AF,,,,,,,,,,
NON_ANNEXI,ALB,AL,,,,,,,,,,
NON_ANNEXI,DZA,DZ,,,,,,,,,,
NON_ANNEXI,AND,AD,,,,,,,,,,
NON_ANNEXI,AGO,AO,,,,,,,,,,
NON_ANNEXI,ATG,AG,,,,,,,,,,
NON_ANNEXI,ARG,AR,,,,,,,,,,
NON_ANNEXI,ARM,AM,,,,,,,,,,
NON_ANNEXI,AZE,AZ,,,,,,,,,,
NON_ANNEXI,BHS,BS,,,,,,,,,,
NON_ANNEXI,BHR,BH,,,,,,,,,,
NON_ANNEXI,BGD,BD,,,,,,,,,,
NON_ANNEXI,BRB,BB,,,,,,,,,,
NON_ANNEXI,BLZ,BZ,,,,,,,,,,
NON_ANNEXI,BEN,BJ,,,,,,,,,,
NON_ANNEXI,BTN,BT,,,,,,,,,,
NON_ANNEXI,BOL,BO,,,,,,,,,,
NON_ANNEXI,BIH,BA,,,,,,,,,,
NON_ANNEXI,BWA,BW,,,,,,,,,,
NON_ANNEXI,BRA,BR,,,,,,,,,,
NON_ANNEXI,BRN,BN,,,,,,,,,,
NON_ANNEXI,BFA,BF,,,,,,,,,,
NON_ANNEXI,BDI,BI,,,,,,,,,,
NON_ANNEXI,KHM,KH,,,,,,,,,,
NON_ANNEXI,CPV,CV,,,,,,,,,,
NON_ANNEXI,CMR,CM,,,,,,,,,,
NON_ANNEXI,CAF,CF,,,,,,,,,,
NON_ANNEXI,TCD,TD,,,,,,,,,,
NON_ANNEXI,CHL,CL,,,,,,,,,,
NON_ANNEXI,CHN,CN,,,,,,,,,,
NON_ANNEXI,COL,CO,,,,,,,,,,
NON_ANNEXI,COM,KM,,,,,,,,,,
NON_ANNEXI,COG,CG,,,,,,,,,,
NON_ANNEXI,COK,CK,,,,,,,,,,
NON_ANNEXI,CRI,CR,,,,,,,,,,
NON_ANNEXI,CUB,CU,,,,,,,,,,
NON_ANNEXI,CIV,CI,,,,,,,,,,
NON_ANNEXI,PRK,KP,,,,,,,,,,
NON_ANNEXI,COD,CD,,,,,,,,,,
NON_ANNEXI,DJI,DJ,,,,,,,,,,
NON_ANNEXI,DMA,DM,,,,,,,,,,
NON_ANNEXI,DOM,DO,,,,,,,,,,
NON_ANNEXI,ECU,EC,,,,,,,,,,
NON_ANNEXI,EGY,EG,,,,,,,,,,
NON_ANNEXI,SLV,SV,,,,,,,,,,
NON_ANNEXI,GNQ,GQ,,,,,,,,,,
NON_ANNEXI,ERI,ER,,,,,,,,,,
NON_ANNEXI,ETH,ET,,,,,,,,,,
NON_ANNEXI,FJI,FJ,,,,,,,,,,
NON_ANNEXI,GAB,GA,,,,,,,,,,
NON_ANNEXI,GMB,GM,,,,,,,,,,
NON_ANNEXI,GEO,GE,,,,,,,,,,
NON_ANNEXI,GHA,GH,,,,,,,,,,
NON_ANNEXI,GRD,GD,,,,,,,,,,
NON_ANNEXI,GTM,GT,,,,,,,,,,
NON_ANNEXI,GIN,GN,,,,,,,,,,
NON_ANNEXI,GNB,GW,,,,,,,,,,
NON_ANNEXI,GUY,GY,,,,,,,,,,
NON_ANNEXI,HTI,HT,,,,,,,,,,
NON_ANNEXI,HND,HN,,,,,,,,,,
NON_ANNEXI,IND,IN,,,,,,,,,,
NON_ANNEXI,IDN,ID,,,,,,,,,,
NON_ANNEXI,IRN,IR,,,,,,,,,,
NON_ANNEXI,IRQ,IQ,,,,,,,,,,
NON_ANNEXI,ISR,IL,,,,,,,,,,
NON_ANNEXI,JAM,JM,,,,,,,,,,
NON_ANNEXI,JOR,JO,,,,,,,,,,
NON_ANNEXI,KAZ,KZ,,,,,,,,,,
NON_ANNEXI,KEN,KE,,,,,,,,,,
NON_ANNEXI,KIR,KI,,,,,,,,,,
NON_ANNEXI,KWT,KW,,,,,,,,,,
NON_ANNEXI,KGZ,KG,,,,,,,,,,
NON_ANNEXI,LAO,LA,,,,,,,,,,
NON_ANNEXI,LBN,LB,,,,,,,,,,
NON_ANNEXI,LSO,LS,,,,,,,,,,
NON_ANNEXI,LBR,LR,,,,,,,,,,
NON_ANNEXI,LBY,LY,,,,,,,,,,
NON_ANNEXI,MDG,MG,,,,,,,,,,
NON_ANNEXI,MWI,MW,,,,,,,,,,
NON_ANNEXI,MYS,MY,,,,,,,,,,
NON_ANNEXI,MDV,MV,,,,,,,,,,
NON_ANNEXI,MLI,ML,,,,,,,,,,
NON_ANNEXI,MHL,MH,,,,,,,,,,
NON_ANNEXI,MRT,MR,,,,,,,,,,
NON_ANNEXI,MUS,MU,,,,,,,,,,
NON_ANNEXI,MEX,MX,,,,,,,,,,
NON_ANNEXI,FSM,FM,,,,,,,,,,
NON_ANNEXI,MNG,MN,,,,,,,,,,
NON_ANNEXI,MNE,ME,,,,,,,,,,
NON_ANNEXI,MAR,MA,,,,,,,,,,
NON_ANNEXI,MOZ,MZ,,,,,,,,,,
NON_ANNEXI,MMR,MM,,,,,,,,,,
NON_ANNEXI,NAM,NA,,,,,,,,,,
NON_ANNEXI,NRU,NR,,,,,,,,,,
NON_ANNEXI,NPL,NP,,,,,,,,,,
NON_ANNEXI,NIC,NI,,,,,,,,,,
NON_ANNEXI,NER,NE,,,,,,,,,,
NON_ANNEXI,NGA,NG,,,,,,,,,,
NON_ANNEXI,NIU,NU,,,,,,,,,,
NON_ANNEXI,OMN,OM,,,,,,,,,,
NON_ANNEXI,PAK,PK,,,,,,,,,,
NON_ANNEXI,PLW,PW,,,,,,,,,,
NON_ANNEXI,PSE,PS,,,,,,,,,ISR,DataIncluded
NON_ANNEXI,PAN,PA,,,,,,,,,,
NON_ANNEXI,PNG,PG,,,,,,,,,,
NON_ANNEXI,PRY,PY,,,,,,,,,,
NON_ANNEXI,PER,PE,,,,,,,,,,
NON_ANNEXI,PHL,PH,,,,,,,,,,
NON_ANNEXI,QAT,QA,,,,,,,,,,
NON_ANNEXI,KOR,KR,,,,,,,,,,
NON_ANNEXI,MDA,MD,,,,,,,,,,
NON_ANNEXI,RWA,RW,,,,,,,,,,
NON_ANNEXI,KNA,KN,,,,,,,,,,
NON_ANNEXI,LCA,LC,,,,,,,,,,
NON_ANNEXI,VCT,VC,,,,,,,,,,
NON_ANNEXI,WSM,WS,,,,,,,,,,
NON_ANNEXI,SMR,SM,,,,,,,,,,
NON_ANNEXI,STP,ST,,,,,,,,,,
NON_ANNEXI,SAU,SA,,,,,,,,,,
NON_ANNEXI,SEN,SN,,,,,,,,,,
NON_ANNEXI,SRB,RS,,,,,,,,,,
NON_ANNEXI,SYC,SC,,,,,,,,,,
NON_ANNEXI,SLE,SL,,,,,,,,,,
NON_ANNEXI,SGP,SG,,,,,,,,,,
NON_ANNEXI,SLB,SB,,,,,,,,,,
NON_ANNEXI,SOM,SO,,,,,,,,,,
NON_ANNEXI,ZAF,ZA,,,,,,,,,,
NON_ANNEXI,SSD,SS,,,,,,,,,,
NON_ANNEXI,LKA,LK,,,,,,,,,,
NON_ANNEXI,SDN,SD,,,,,,,,,,
NON_ANNEXI,SUR,SR,,,,,,,,,,
NON_ANNEXI,SWZ,SZ,,,,,,,,,,
NON_ANNEXI,SYR,SY,,,,,,,,,,
NON_ANNEXI,TJK,TJ,,,,,,,,,,
NON_ANNEXI,THA,TH,,,,,,,,,,
NON_ANNEXI,MKD,MK,,,,,,,,,,
NON_ANNEXI,TLS,TL,,,,,,,,,,
NON_ANNEXI,TGO,TG,,,,,,,,,,
NON_ANNEXI,TON,TO,,,,,,,,,,
NON_ANNEXI,TTO,TT,,,,,,,,,,
NON_ANNEXI,TUN,TN,,,,,,,,,,
NON_ANNEXI,TKM,TM,,,,,,,,,,
NON_ANNEXI,TUV,TV,,,,,,,,,,
NON_ANNEXI,UGA,UG,,,,,,,,,,
NON_ANNEXI,ARE,AE,,,,,,,,,,
NON_ANNEXI,TZA,TZ,,,,,,,,,,
NON_ANNEXI,URY,UY,,,,,,,,,,
NON_ANNEXI,UZB,UZ,,,,,,,,,,
NON_ANNEXI,VUT,VU,,,,,,,,,,
NON_ANNEXI,VEN,VE,,,,,,,,,,
NON_ANNEXI,VNM,VN,,,,,,,,,,
NON_ANNEXI,YEM,YE,,,,,,,,,,
NON_ANNEXI,ZMB,ZM,,,,,,,,,,
NON_ANNEXI,ZWE,ZW,,,,,,,,,,
OECD,AUS,AU,,,,,07/06/1971,,,,,
OECD,AUT,AT,,,,,29/09/1961,,,,,
OECD,BEL,BE,,,,,13/09/1961,,,,,
OECD,CAN,CA,,,,,10/04/1961,,,,,
OECD,CHL,CL,,,,,07/05/2010,,,,,
OECD,CZE,CZ,,,,,21/12/1995,,,,,
OECD,DNK,DK,,,,,30/05/1961,,,,,
OECD,EST,EE,,,,,09/12/2010,,,,,
OECD,FIN,FI,,,,,28/01/1969,,,,,
OECD,FRA,FR,,,,,07/08/1961,,,,,
OECD,DEU,DE,,,,,27/09/1961,,,,,
OECD,GRC,GR,,,,,27/09/1961,,,,,
OECD,HUN,HU,,,,,07/05/1996,,,,,
OECD,ISL,IS,,,,,05/06/1961,,,,,
OECD,IRL,IE,,,,,17/08/1961,,,,,
OECD,ISR,IL,,,,,07/09/2010,,,,,
OECD,ITA,IT,,,,,29/03/1962,,,,,
OECD,JPN,JP,,,,,28/04/1964,,,,,
OECD,KOR,KR,,,,,12/12/1996,,,,,
OECD,LVA,LV,,,,,01/07/2016,,,,,
OECD,LTU,LT,,,,,05/07/2018,,,,,
OECD,LUX,LU,,,,,07/12/1961,,,,,
OECD,MEX,MX,,,,,18/05/1994,,,,,
OECD,NLD,NL,,,,,13/11/1961,,,,,
OECD,NZL,NZ,,,,,29/05/1973,,,,,
OECD,NOR,NO,,,,,04/07/1961,,,,,
OECD,POL,PL,,,,,22/11/1996,,,,,
OECD,PRT,PT,,,,,04/08/1961,,,,,
OECD,SVK,SK,,,,,14/12/2000,,,,,
OECD,SVN,SI,,,,,21/07/2010,,,,,
OECD,ESP,ES,,,,,03/08/1961,,,,,
OECD,SWE,SE,,,,,28/09/1961,,,,,
OECD,CHE,CH,,,,,28/09/1961,,,,,
OECD,TUR,TR,,,,,02/08/1961,,,,,
OECD,GBR,GB,,,,,02/05/1961,,,,,
OECD,USA,US,,,,,12/04/1961,,,,,
OPEC,DZA,DZ,,,,,,,,,,
OPEC,AGO,AO,,,,,,,,,,
OPEC,ECU,EC,,,,,,,,,,
OPEC,GNQ,GQ,,,,,,,,,,
OPEC,GAB,GA,,,,,,,,,,
OPEC,IRN,IR,,,,,,,,,,
OPEC,IRQ,IQ,,,,,,,,,,
OPEC,KWT,KW,,,,,,,,,,
OPEC,LBY,LY,,,,,,,,,,
OPEC,NGA,NG,,,,,,,,,,
OPEC,QAT,QA,,,,,,,,,,
OPEC,SAU,SA,,,,,,,,,,
OPEC,ARE,AE,,,,,,,,,,
OPEC,VEN,VE,,,,,,,,,,
SIDS,CPV,CV,"Atlantic,  Indian Ocean,  Mediterranean and South China Sea (AIMS)",,,,,,,,,
SIDS,COM,KM,"Atlantic,  Indian Ocean,  Mediterranean and South China Sea (AIMS)",,,,,,,,,
SIDS,GNB,GW,"Atlantic,  Indian Ocean,  Mediterranean and South China Sea (AIMS)",,,,,,,,,
SIDS,MDV,MV,"Atlantic,  Indian Ocean,  Mediterranean and South China Sea (AIMS)",,,,,,,,,
SIDS,MUS,MU,"Atlantic,  Indian Ocean,  Mediterranean and South China Sea (AIMS)",,,,,,,,,
SIDS,STP,ST,"Atlantic,  Indian Ocean,  Mediterranean and South China Sea (AIMS)",,,,,,,,,
SIDS,SYC,SC,"Atlantic,  Indian Ocean,  Mediterranean and South China Sea (AIMS)",,,,,,,,,
SIDS,SGP,SG,"Atlantic,  Indian Ocean,  Mediterranean and South China Sea (AIMS)",,,,,,,,,
SIDS,ATG,AG,Caribbean,,,,,,,,,
SIDS,BHS,BS,Caribbean,,,,,,,,,
SIDS,BRB,BB,Caribbean,,,,,,,,,
SIDS,BLZ,BZ,Caribbean,,,,,,,,,
SIDS,CUB,CU,Caribbean,,,,,,,,,
SIDS,DMA,DM,Caribbean,,,,,,,,,
SIDS,DOM,DO,Caribbean,,,,,,,,,
SIDS,GRD,GD,Caribbean,,,,,,,,,
SIDS,GUY,GY,Caribbean,,,,,,,,,
SIDS,HTI,HT,Caribbean,,,,,,,,,
SIDS,JAM,JM,Caribbean,,,,,,,,,
SIDS,KNA,KN,Caribbean,,,,,,,,,
SIDS,LCA,LC,Caribbean,,,,,,,,,
SIDS,VCT,VC,Caribbean,,,,,,,,,
SIDS,SUR,SR,Caribbean,,,,,,,,,
SIDS,TTO,TT,Caribbean,,,,,,,,,
SIDS,FJI,FJ,Pacific,,,,,,,,,
SIDS,KIR,KI,Pacific,,,,,,,,,
SIDS,MHL,MH,Pacific,,,,,,,,,
SIDS,FSM,FM,Pacific,,,,,,,,,
SIDS,NRU,NR,Pacific,,,,,,,,,
SIDS,PLW,PW,Pacific,,,,,,,,,
SIDS,PNG,PG,Pacific,,,,,,,,,
SIDS,WSM,WS,Pacific,,,,,,,,,
SIDS,SLB,SB,Pacific,,,,,,,,,
SIDS,TLS,TL,Pacific,,,,,,,,,
SIDS,TON,TO,Pacific,,,,,,,,,
SIDS,TUV,TV,Pacific,,,,,,,,,
SIDS,VUT,VU,Pacific,,,,,,,,,
SIDS_NON_UN_OR_REGIONAL_COMMISSIONS_ASSOCIATES,ASM,AS,,,,,,,,,USA,DataIncluded
SIDS_NON_UN_OR_REGIONAL_COMMISSIONS_ASSOCIATES,AIA,AI,,,,,,,,,GBR,IndependentData
SIDS_NON_UN_OR_REGIONAL_COMMISSIONS_ASSOCIATES,ABW,AW,,,,,,,,,NLD,IndependentData
SIDS_NON_UN_OR_REGIONAL_COMMISSIONS_ASSOCIATES,BMU,BM,,,,,,,,,GBR,DataIncluded
SIDS_NON_UN_OR_REGIONAL_COMMISSIONS_ASSOCIATES,VGB,VG,,,,,,,,,GBR,IndependentData
SIDS_NON_UN_OR_REGIONAL_COMMISSIONS_ASSOCIATES,CYM,KY,,,,,,,,,GBR,DataIncluded
SIDS_NON_UN_OR_REGIONAL_COMMISSIONS_ASSOCIATES,MNP,MP,,,,,,,,,USA,DataIncluded
SIDS_NON_UN_OR_REGIONAL_COMMISSIONS_ASSOCIATES,COK,CK,,,,,,,,,,
SIDS_NON_UN_OR_REGIONAL_COMMISSIONS_ASSOCIATES,CUW,CW,,,,,,,,,NLD,IndependentData
SIDS_NON_UN_OR_REGIONAL_COMMISSIONS_ASSOCIATES,PYF,PF,,,,,,,,,FRA,DataIncluded
SIDS_NON_UN_OR_REGIONAL_COMMISSIONS_ASSOCIATES,GLP,GP,,,,,,,,,FRA,DataIncluded
SIDS_NON_UN_OR_REGIONAL_COMMISSIONS_ASSOCIATES,GUM,GU,,,,,,,,,USA,DataIncluded
SIDS_NON_UN_OR_REGIONAL_COMMISSIONS_ASSOCIATES,MTQ,MQ,,,,,,,,,FRA,DataIncluded
SIDS_NON_UN_OR_REGIONAL_COMMISSIONS_ASSOCIATES,MSR,MS,,,,,,,,,,
SIDS_NON_UN_OR_REGIONAL_COMMISSIONS_ASSOCIATES,NCL,NC,,,,,,,,,FRA,DataIncluded
SIDS_NON_UN_OR_REGIONAL_COMMISSIONS_ASSOCIATES,NIU,NU,,,,,,,,,,
SIDS_NON_UN_OR_REGIONAL_COMMISSIONS_ASSOCIATES,PRI,PR,,,,,,,,,USA,DataIncluded
SIDS_NON_UN_OR_REGIONAL_COMMISSIONS_ASSOCIATES,SXM,SX,,,,,,,,,NLD,IndependentData
SIDS_NON_UN_OR_REGIONAL_COMMISSIONS_ASSOCIATES,TCA,TC,,,,,,,,,GBR,IndependentData
SIDS_NON_UN_OR_REGIONAL_COMMISSIONS_ASSOCIATES,VIR,VI,,,,,,,,,USA,DataIncluded
SSP,ALB,AL,OECD,,,,,,,,,
SSP,AUS,AU,OECD,,,,,,,,,
SSP,AUT,AT,OECD,,,,,,,,,
SSP,BEL,BE,OECD,,,,,,,,,
SSP,BIH,BA,OECD,,,,,,,,,
SSP,BGR,BG,OECD,,,,,,,,,
SSP,CAN,CA,OECD,,,,,,,,,
SSP,HRV,HR,OECD,,,,,,,,,
SSP,CYP,CY,OECD,,,,,,,,,
SSP,CZE,CZ,OECD,,,,,,,,,
SSP,DNK,DK,OECD,,,,,,,,,
SSP,EST,EE,OECD,,,,,,,,,
SSP,FIN,FI,OECD,,,,,,,,,
SSP,FRA,FR,OECD,,,,,,,,,
SSP,DEU,DE,OECD,,,,,,,,,
SSP,GRC,GR,OECD,,,,,,,,,
SSP,GUM,GU,OECD,,,,,,,,USA,DataIncluded
SSP,HUN,HU,OECD,,,,,,,,,
SSP,ISL,IS,OECD,,,,,,,,,
SSP,IRL,IE,OECD,,,,,,,,,
SSP,ITA,IT,OECD,,,,,,,,,
SSP,JPN,JP,OECD,,,,,,,,,
SSP,LVA,LV,OECD,,,,,,,,,
SSP,LTU,LT,OECD,,,,,,,,,
SSP,LUX,LU,OECD,,,,,,,,,
SSP,MLT,MT,OECD,,,,,,,,,
SSP,MNE,ME,OECD,,,,,,,,,
SSP,NLD,NL,OECD,,,,,,,,,
SSP,NZL,NZ,OECD,,,,,,,,,
SSP,NOR,NO,OECD,,,,,,,,,
SSP,POL,PL,OECD,,,,,,,,,
SSP,PRT,PT,OECD,,,,,,,,,
SSP,PRI,PR,OECD,,,,,,,,USA,DataIncluded
SSP,ROU,RO,OECD,,,,,,,,,
SSP,SRB,RS,OECD,,,,,,,,,
SSP,SVK,SK,OECD,,,,,,,,,
SSP,SVN,SI,OECD,,,,,,,,,
SSP,ESP,ES,OECD,,,,,,,,,
SSP,SWE,SE,OECD,,,,,,,,,
SSP,CHE,CH,OECD,,,,,,,,,
SSP,MKD,MK,OECD,,,,,,,,,
SSP,TUR,TR,OECD,,,,,,,,,
SSP,GBR,GB,OECD,,,,,,,,,
SSP,USA,US,OECD,,,,,,,,,
SSP,ARM,AM,REF,,,,,,,,,
SSP,AZE,AZ,REF,,,,,,,,,
SSP,BLR,BY,REF,,,,,,,,,
SSP,GEO,GE,REF,,,,,,,,,
SSP,KAZ,KZ,REF,,,,,,,,,
SSP,KGZ,KG,REF,,,,,,,,,
SSP,MDA,MD,REF,,,,,,,,,
SSP,RUS,RU,REF,,,,,,,,,
SSP,TJK,TJ,REF,,,,,,,,,
SSP,TKM,TM,REF,,,,,,,,,
SSP,UKR,UA,REF,,,,,,,,,
SSP,UZB,UZ,REF,,,,,,,,,
SSP,AFG,AF,ASIA,,,,,,,,,
SSP,BGD,BD,ASIA,,,,,,,,,
SSP,BTN,BT,ASIA,,,,,,,,,
SSP,BRN,BN,ASIA,,,,,,,,,
SSP,KHM,KH,ASIA,,,,,,,,,
SSP,CHN,CN,ASIA,,,,,,,,,
SSP,HKG,HK,ASIA,,,,,,,,CHN,IndependentData
SSP,MAC,MO,ASIA,,,,,,,,CHN,IndependentData
SSP,PRK,KP,ASIA,,,,,,,,,
SSP,FJI,FJ,ASIA,,,,,,,,,
SSP,PYF,PF,ASIA,,,,,,,,FRA,DataIncluded
SSP,IND,IN,ASIA,,,,,,,,,
SSP,IDN,ID,ASIA,,,,,,,,,
SSP,LAO,LA,ASIA,,,,,,,,,
SSP,MYS,MY,ASIA,,,,,,,,,
SSP,MDV,MV,ASIA,,,,,,,,,
SSP,FSM,FM,ASIA,,,,,,,,,
SSP,MNG,MN,ASIA,,,,,,,,,
SSP,MMR,MM,ASIA,,,,,,,,,
SSP,NPL,NP,ASIA,,,,,,,,,
SSP,NCL,NC,ASIA,,,,,,,,FRA,DataIncluded
SSP,PAK,PK,ASIA,,,,,,,,,
SSP,PNG,PG,ASIA,,,,,,,,,
SSP,PHL,PH,ASIA,,,,,,,,,
SSP,KOR,KR,ASIA,,,,,,,,,
SSP,WSM,WS,ASIA,,,,,,,,,
SSP,SGP,SG,ASIA,,,,,,,,,
SSP,SLB,SB,ASIA,,,,,,,,,
SSP,LKA,LK,ASIA,,,,,,,,,
SSP,TWN,TW,ASIA,,,,,,,,CHN,IndependentData
SSP,THA,TH,ASIA,,,,,,,,,
SSP,TLS,TL,ASIA,,,,,,,,,
SSP,VUT,VU,ASIA,,,,,,,,,
SSP,VNM,VN,ASIA,,,,,,,,,
SSP,DZA,DZ,MAF,,,,,,,,,
SSP,AGO,AO,MAF,,,,,,,,,
SSP,BHR,BH,MAF,,,,,,,,,
SSP,BEN,BJ,MAF,,,,,,,,,
SSP,BWA,BW,MAF,,,,,,,,,
SSP,BFA,BF,MAF,,,,,,,,,
SSP,BDI,BI,MAF,,,,,,,,,
SSP,CMR,CM,MAF,,,,,,,,,
SSP,CPV,CV,MAF,,,,,,,,,
SSP,CAF,CF,MAF,,,,,,,,,
SSP,TCD,TD,MAF,,,,,,,,,
SSP,COM,KM,MAF,,,,,,,,,
SSP,COG,CG,MAF,,,,,,,,,
SSP,CIV,CI,MAF,,,,,,,,,
SSP,COD,CD,MAF,,,,,,,,,
SSP,DJI,DJ,MAF,,,,,,,,,
SSP,EGY,EG,MAF,,,,,,,,,
SSP,GNQ,GQ,MAF,,,,,,,,,
SSP,ERI,ER,MAF,,,,,,,,,
SSP,ETH,ET,MAF,,,,,,,,,
SSP,GAB,GA,MAF,,,,,,,,,
SSP,GMB,GM,MAF,,,,,,,,,
SSP,GHA,GH,MAF,,,,,,,,,
SSP,GIN,GN,MAF,,,,,,,,,
SSP,GNB,GW,MAF,,,,,,,,,
SSP,IRN,IR,MAF,,,,,,,,,
SSP,IRQ,IQ,MAF,,,,,,,,,
SSP,ISR,IL,MAF,,,,,,,,,
SSP,JOR,JO,MAF,,,,,,,,,
SSP,KEN,KE,MAF,,,,,,,,,
SSP,KWT,KW,MAF,,,,,,,,,
SSP,LBN,LB,MAF,,,,,,,,,
SSP,LSO,LS,MAF,,,,,,,,,
SSP,LBR,LR,MAF,,,,,,,,,
SSP,LBY,LY,MAF,,,,,,,,,
SSP,MDG,MG,MAF,,,,,,,,,
SSP,MWI,MW,MAF,,,,,,,,,
SSP,MLI,ML,MAF,,,,,,,,,
SSP,MRT,MR,MAF,,,,,,,,,
SSP,MUS,MU,MAF,,,,,,,,,
SSP,MYT,YT,MAF,,,,,,,,FRA,DataIncluded
SSP,MAR,MA,MAF,,,,,,,,,
SSP,MOZ,MZ,MAF,,,,,,,,,
SSP,NAM,NA,MAF,,,,,,,,,
SSP,NER,NE,MAF,,,,,,,,,
SSP,NGA,NG,MAF,,,,,,,,,
SSP,PSE,PS,MAF,,,,,,,,ISR,DataIncluded
SSP,OMN,OM,MAF,,,,,,,,,
SSP,QAT,QA,MAF,,,,,,,,,
SSP,RWA,RW,MAF,,,,,,,,,
SSP,REU,RE,MAF,,,,,,,,FRA,DataIncluded
SSP,SAU,SA,MAF,,,,,,,,,
SSP,SEN,SN,MAF,,,,,,,,,
SSP,SLE,SL,MAF,,,,,,,,,
SSP,SOM,SO,MAF,,,,,,,,,
SSP,ZAF,ZA,MAF,,,,,,,,,
SSP,SSD,SS,MAF,,,,,,,,,
SSP,SDN,SD,MAF,,,,,,,,,
SSP,SWZ,SZ,MAF,,,,,,,,,
SSP,SYR,SY,MAF,,,,,,,,,
SSP,TGO,TG,MAF,,,,,,,,,
SSP,TUN,TN,MAF,,,,,,,,,
SSP,UGA,UG,MAF,,,,,,,,,
SSP,ARE,AE,MAF,,,,,,,,,
SSP,TZA,TZ,MAF,,,,,,,,,
SSP,ESH,EH,MAF,,,,,,,,MAR,DataIncluded
SSP,YEM,YE,MAF,,,,,,,,,
SSP,ZMB,ZM,MAF,,,,,,,,,
SSP,ZWE,ZW,MAF,,,,,,,,,
SSP,ARG,AR,LAM,,,,,,,,,
SSP,ABW,AW,LAM,,,,,,,,NLD,IndependentData
SSP,BHS,BS,LAM,,,,,,,,,
SSP,BRB,BB,LAM,,,,,,,,,
SSP,BLZ,BZ,LAM,,,,,,,,,
SSP,BOL,BO,LAM,,,,,,,,,
SSP,BRA,BR,LAM,,,,,,,,,
SSP,CHL,CL,LAM,,,,,,,,,
SSP,COL,CO,LAM,,,,,,,,,
SSP,CRI,CR,LAM,,,,,,,,,
SSP,CUB,CU,LAM,,,,,,,,,
SSP,DOM,DO,LAM,,,,,,,,,
SSP,ECU,EC,LAM,,,,,,,,,
SSP,SLV,SV,LAM,,,,,,,,,
SSP,GUF,GF,LAM,,,,,,,,FRA,DataIncluded
SSP,GRD,GD,LAM,,,,,,,,,
SSP,GLP,GP,LAM,,,,,,,,FRA,DataIncluded
SSP,GTM,GT,LAM,,,,,,,,,
SSP,GUY,GY,LAM,,,,,,,,,
SSP,HTI,HT,LAM,,,,,,,,,
SSP,HND,HN,LAM,,,,,,,,,
SSP,JAM,JM,LAM,,,,,,,,,
SSP,MTQ,MQ,LAM,,,,,,,,FRA,DataIncluded
SSP,MEX,MX,LAM,,,,,,,,,
SSP,NIC,NI,LAM,,,,,,,,,
SSP,PAN,PA,LAM,,,,,,,,,
SSP,PRY,PY,LAM,,,,,,,,,
SSP,PER,PE,LAM,,,,,,,,,
SSP,SUR,SR,LAM,,,,,,,,,
SSP,TTO,TT,LAM,,,,,,,,,
SSP,VIR,VI,LAM,,,,,,,,USA,DataIncluded
SSP,URY,UY,LAM,,,,,,,,,
SSP,VEN,VE,LAM,,,,,,,,,
UMBRELLA,AUS,AU,,,,,,,,,,
UMBRELLA,CAN,CA,,,,,,,,,,
UMBRELLA,JPN,JP,,,,,,,,,,
UMBRELLA,KAZ,KZ,,,,,,,,,,
UMBRELLA,NZL,NZ,,,,,,,,,,
UMBRELLA,NOR,NO,,,,,,,,,,
UMBRELLA,RUS,RU,,,,,,,,,,
UMBRELLA,UKR,UA,,,,,,,,,,
UMBRELLA,USA,US,,,,,,,,,,
UNFCCC,AFG,AF,,,,,,12/06/1992,19/09/2002,Ratification,,
UNFCCC,ALB,AL,,,,,,,03/10/1994,Accession,,
UNFCCC,DZA,DZ,,,,,,13/06/1992,09/06/1993,Ratification,,
UNFCCC,AND,AD,,,,,,,02/03/2011,Accession,,
UNFCCC,AGO,AO,,,,,,14/06/1992,17/05/2000,Ratification,,
UNFCCC,ATG,AG,,,,,,04/06/1992,02/02/1993,Ratification,,
UNFCCC,ARG,AR,,,,,,12/06/1992,11/03/1994,Ratification,,
UNFCCC,ARM,AM,,,,,,13/06/1992,14/05/1993,Acceptance,,
UNFCCC,AUS,AU,,,,,,04/06/1992,30/12/1992,Ratification,,
UNFCCC,AUT,AT,,,,,,08/06/1992,28/02/1994,Ratification,,
UNFCCC,AZE,AZ,,,,,,12/06/1992,16/05/1995,Ratification,,
UNFCCC,BHS,BS,,,,,,12/06/1992,29/03/1994,Ratification,,
