add_info,iso3,tar_type_used,tar_type_reclass,tar_type_main,condi,rge,ndc_value_exclLU,ndc_value_inclLU,ndc_strengthen_tar,int_ref,refyr,taryr,tar_emi_exclLU,tar_emi_inclLU,gwp,scenario,emi_bl_exclLU_refyr,emi_bl_exclLU_taryr,emi_bl_onlyLU_refyr,emi_bl_onlyLU_taryr,pc_cov_set_to_100,pc_cov_exclLU_refyr,pc_cov_exclLU_taryr,pop_refyr,pop_taryr,gdp_refyr,gdp_taryr,CO2,CH4,N2O,HFCS,PFCS,SF6,NF3,energy,ippu,agriculture,waste,other,lulucf,lulucf_tar_2030_fyson2019
,AGO,RBU,ABS,RBU,unconditional,best,,-35%,,,2030,2030,33.94080000000001,125.61250000000001,AR4,SSP1BLIMAGE,101.5783,101.5783,91.6717,91.6717,Yes (not lulucf),1.0,1.0,38672284.8281,38672284.8281,270979138897.0576,270979138897.0576,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,
,AGO,RBU,ABS,RBU,conditional,best,,-27%,,,2025,2025,71.55207,113.74786999999999,AR4,SSP1BLIMAGE,113.6232,113.6232,42.19579999999999,42.19579999999999,Yes (not lulucf),1.0,1.0,35348664.5688,35348664.5688,236785756857.0,236785756857.0,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,
,AGO,RBU,ABS,RBU,conditional,best,,-50%,,,2030,2030,4.953299999999999,96.625,AR4,SSP1BLIMAGE,101.5783,101.5783,91.6717,91.6717,Yes (not lulucf),1.0,1.0,38672284.8281,38672284.8281,270979138897.0576,270979138897.0576,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,
,ALB,ABU,ABS,RBU,unconditional,best,-0.708 MtCO2eq_SAR,,,,2030,2030,5.659169203743953,5.315993903743952,AR4,SSP1BLIMAGE,6.394476929244176,6.394476929244176,-0.3431753,-0.3431753,,0.6146670463091638,0.6146670463091638,2852129.0996,2852129.0996,48354516706.9211,48354516706.9211,YES,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,
,ALB,ABS,ABS,RBU,unconditional,best,5.449 MtCO2eq_SAR,,,,2030,2030,5.659169203743952,5.315993903743951,AR4,SSP1BLIMAGE,6.394476929244176,6.394476929244176,-0.3431753,-0.3431753,,0.6146670463091638,0.6146670463091638,2852129.0996,2852129.0996,48354516706.9211,48354516706.9211,YES,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,
,ALB,RBU,ABS,RBU,unconditional,best,-11.5%,,,,2030,2030,5.659112082381096,5.315936782381096,AR4,SSP1BLIMAGE,6.394476929244176,6.394476929244176,-0.3431753,-0.3431753,Yes (not lulucf),1.0,1.0,2852129.0996,2852129.0996,48354516706.9211,48354516706.9211,YES,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,
,ALB,AEI,ABS,RBU,unconditional,best,2 tCO2eq/cap,,,,2050,2050,5.4007305318,5.057555231799999,AR4,SSP1BLIMAGE,7.344076929244176,7.344076929244176,-0.3431753,-0.3431753,,0.6271905119943614,0.6271905119943614,2700365.2659,2700365.2659,82758564939.7256,82758564939.7256,YES,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,
,AND,ABU,ABS,RBU,unconditional,best,-0.19373 MtCO2eq_SAR,,,,2030,2030,0.33871527313806526,0.31776270170949383,AR4,SSP1BLIMAGE,0.5335353843696946,0.5335353843696946,-0.020952571428571428,-0.020952571428571428,,0.9972286052410536,0.9972286052410536,79120.5,79120.5,,,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,
,AND,ABS,ABS,RBU,unconditional,best,0.336820  MtCO2eq_SAR,,,,2030,2030,0.3387152731380653,0.3177627017094939,AR4,SSP1BLIMAGE,0.5335353843696946,0.5335353843696946,-0.020952571428571428,-0.020952571428571428,,0.9972286052410536,0.9972286052410536,79120.5,79120.5,,,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,
,AND,RBU,ABS,RBU,unconditional,best,-37%,,,,2030,2030,0.3361272921529076,0.31517472072433617,AR4,SSP1BLIMAGE,0.5335353843696946,0.5335353843696946,-0.020952571428571428,-0.020952571428571428,Yes (not lulucf),1.0,1.0,79120.5,79120.5,,,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,
,ARE,ABU,ABS,RBU,unconditional,best,,-71 MtCO2eq,,,2030,2030,207.3705,239.0,AR4,SSP1BLIMAGE,278.3705,278.3705,31.629500000000007,31.629500000000007,,0.9884434362111764,0.9884434362111764,12713918.4646,12713918.4646,995707635283.902,995707635283.902,YES,YES,YES,NO,YES,NO,NO,YES,YES,YES,YES,YES,YES,
,ARE,ABS,ABS,RBU,unconditional,best,,237 MtCO2eq,,,2030,2030,205.3705,237.0,AR4,SSP1BLIMAGE,278.3705,278.3705,31.629500000000007,31.629500000000007,,0.9884434362111764,0.9884434362111764,12713918.4646,12713918.4646,995707635283.902,995707635283.902,YES,YES,YES,NO,YES,NO,NO,YES,YES,YES,YES,YES,YES,
,ARE,RBU,ABS,RBU,unconditional,best,,-23.5%,,,2030,2030,205.5205,237.15,AR4,SSP1BLIMAGE,278.3705,278.3705,31.629500000000007,31.629500000000007,Yes (not lulucf),1.0,1.0,12713918.4646,12713918.4646,995707635283.902,995707635283.902,YES,YES,YES,NO,YES,NO,NO,YES,YES,YES,YES,YES,YES,
CAT: submission_date: 20201229; source: https://climateactiontracker.org/climate-target-update-tracker/uae/2020-12-29; update_to_view: 20201229; accessed_on: 20210422; comments: nan,ARE,ABS_CAT,,,unconditional,best,,,,,,2030,246.0,,AR4,CAT,,,,,,,,,,,,,,,,,,,,,,,,,
,ARG,ABS,ABS,ABS,unconditional,best,,359 MtCO2eq_SAR,,,2030,2030,269.19960771841164,373.65011343269737,AR4,SSP1BLIMAGE,384.8818,384.8818,104.45050571428571,104.45050571428571,,0.9999753787587736,0.9999753787587736,46188090.1481,46188090.1481,1192934517690.363,1192934517690.363,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,
CAT: submission_date: 20201230; source: https://climateactiontracker.org/climate-target-update-tracker/argentina/2020-12-30; update_to_view: 20201230; accessed_on: 20210421; comments: nan,ARG,ABS_CAT,,,unconditional,best,,,,,,2030,313.0,,AR4,CAT,,,,,,,,,,,,,,,,,,,,,,,,,
,ARM,AEI,AEI,AEI,conditional,best,,5.4 tCO2eq_SAR/capita,,POP,2025,2025,16.198472200173914,16.091994585888198,AR4,SSP1BLIMAGE,11.9045,11.9045,-0.10647761428571427,-0.10647761428571427,,0.8107313302104604,0.8107313302104604,2827194.2498,2827194.2498,37954296940.5323,37954296940.5323,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,YES,NO,YES,
,ARM,AEI,AEI,AEI,conditional,best,,5.4 tCO2eq_SAR/capita,,POP,2030,2030,15.750736502919354,15.64425888863364,AR4,SSP1BLIMAGE,12.8872,12.8872,-0.10647761428571427,-0.10647761428571427,,0.8081924211463491,0.8081924211463491,2748531.7955,2748531.7955,46254508286.7919,46254508286.7919,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,YES,NO,YES,
,ARM,AEI,AEI,AEI,conditional,best,,2.07 tCO2eq_SAR/capita,,POP,2050,2050,5.26049229660176,5.1540146823160455,AR4,SSP1BLIMAGE,16.0328,16.0328,-0.10647761428571427,-0.10647761428571427,,0.8021580576090019,0.8021580576090019,2362190.0554,2362190.0554,84126113362.3817,84126113362.3817,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,YES,NO,YES,
,AUS,RBY,RBY,RBY,unconditional,worst,,-26%,,,2005,2030,477.93949722857144,421.5011658,AR4,SSP1BLIMAGE,524.7326,533.8327,44.86357,-56.43833142857143,Yes (not lulucf),1.0,1.0,20178540.0,29447860.6319,815898625000.0,1689980992076.255,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,
,AUS,RBY,RBY,RBY,unconditional,best,,-28%,,,2005,2030,466.54757382857144,410.1092424,AR4,SSP1BLIMAGE,524.7326,533.8327,44.86357,-56.43833142857143,Yes (not lulucf),1.0,1.0,20178540.0,29447860.6319,815898625000.0,1689980992076.255,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,
CAT: submission_date: 20201231; source: https://climateactiontracker.org/climate-target-update-tracker/australia/2020-12-31; update_to_view: 20201231; accessed_on: 20210421; comments: nan,AUS,ABS_CAT,,,unconditional,best,,,,,,2030,445.0,,AR4,CAT,,,,,,,,,,,,,,,,,,,,,,,,,
CAT: submission_date: 20201231; source: https://climateactiontracker.org/climate-target-update-tracker/australia/2020-12-31; update_to_view: 20201231; accessed_on: 20210421; comments: nan,AUS,ABS_CAT,,,unconditional,worst,,,,,,2030,467.0,,AR4,CAT,,,,,,,,,,,,,,,,,,,,,,,,,
,AUT,RBY,RBY,RBY,unconditional,best,,-55%,,,1990,2030,29.13861824285714,24.205081399999997,AR4,SSP1BLIMAGE,80.4576,70.1176,-12.0008386,-4.9335368428571424,Yes (not lulucf),1.0,1.0,7723949.0,9219262.1474,193505656250.0,541608227669.9797,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,
,AZE,ABS,ABS,RBY,unconditional,best,47.665 MtCO2eq_SAR,45.267 MtCO2eq_SAR,,,2030,2030,50.55373356459108,48.01040296377519,AR4,SSP1BLIMAGE,66.8642,66.8642,-8.319759814285714,-8.319759814285714,,1.0,1.0,10406584.9352,10406584.9352,213593097513.5133,213593097513.5133,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,
,AZE,RBY,ABS,RBY,unconditional,best,-35%,-35%,,,1990,2030,50.54218,46.62854784111317,AR4,SSP1BLIMAGE,77.7572,66.8642,-3.913632158886837,-8.319759814285714,Yes (not lulucf),1.0,1.0,7242761.0,10406584.9352,49903250000.0,213593097513.5133,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,
,BDI,ABU,ABS,RBU,unconditional,best,,-1.164 MtCO2eq_SAR,,,2025,2025,8.239989992785734,62.982222002881095,AR4,SSP1BLIMAGE,8.408099999999997,8.408099999999997,55.859067956036945,55.859067956036945,,0.7608710873965627,0.7608710873965627,12601435.6776,12601435.6776,15138455477.2766,15138455477.2766,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,
,BDI,ABU,ABS,RBU,unconditional,best,,-2.235 MtCO2eq_SAR,,,2030,2030,9.726517419614687,79.75716934322148,AR4,SSP1BLIMAGE,10.0274,10.0274,72.19699804193567,72.19699804193567,,0.7697644442523655,0.7697644442523655,13585200.5131,13585200.5131,23762953935.5486,23762953935.5486,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,
,BDI,ABU,ABS,RBU,conditional,best,,-9.897 MtCO2eq_SAR,,,2025,2025,6.978731665464288,53.341815637838145,AR4,SSP1BLIMAGE,8.408099999999997,8.408099999999997,55.859067956036945,55.859067956036945,,0.7608710873965627,0.7608710873965627,12601435.6776,12601435.6776,15138455477.2766,15138455477.2766,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,
,BDI,ABU,ABS,RBU,conditional,best,,-14.897 MtCO2eq_SAR,,,2030,2030,8.02192,65.77951843354853,AR4,SSP1BLIMAGE,10.0274,10.0274,72.19699804193567,72.19699804193567,,0.7697644442523655,0.7697644442523655,13585200.5131,13585200.5131,23762953935.5486,23762953935.5486,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,
,BDI,ABS,ABS,RBU,unconditional,best,,57.054 MtCO2eq_SAR,,,2025,2025,8.239989992785734,62.982222002881095,AR4,SSP1BLIMAGE,8.408099999999997,8.408099999999997,55.859067956036945,55.859067956036945,,0.7608710873965627,0.7608710873965627,12601435.6776,12601435.6776,15138455477.2766,15138455477.2766,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,
,BDI,ABS,ABS,RBU,unconditional,best,,72.250 MtCO2eq_SAR,,,2030,2030,9.726517419614689,79.75716934322149,AR4,SSP1BLIMAGE,10.0274,10.0274,72.19699804193567,72.19699804193567,,0.7697644442523655,0.7697644442523655,13585200.5131,13585200.5131,23762953935.5486,23762953935.5486,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,
,BDI,ABS,ABS,RBU,conditional,best,,48.321 MtCO2eq_SAR,,,2025,2025,6.978731665464286,53.34181563783814,AR4,SSP1BLIMAGE,8.408099999999997,8.408099999999997,55.859067956036945,55.859067956036945,,0.7608710873965627,0.7608710873965627,12601435.6776,12601435.6776,15138455477.2766,15138455477.2766,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,
,BDI,ABS,ABS,RBU,conditional,best,,59.588 MtCO2eq_SAR,,,2030,2030,8.021920000000001,65.77951843354855,AR4,SSP1BLIMAGE,10.0274,10.0274,72.19699804193567,72.19699804193567,,0.7697644442523655,0.7697644442523655,13585200.5131,13585200.5131,23762953935.5486,23762953935.5486,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,
,BDI,RBU,ABS,RBU,unconditional,best,,-2%,,,2025,2025,8.239937999999997,62.981824596916205,AR4,SSP1BLIMAGE,8.408099999999997,8.408099999999997,55.859067956036945,55.859067956036945,Yes (not lulucf),1.0,1.0,12601435.6776,12601435.6776,15138455477.2766,15138455477.2766,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,
,BDI,RBU,ABS,RBU,unconditional,best,,-3%,,,2030,2030,9.726578,79.7576661006776,AR4,SSP1BLIMAGE,10.0274,10.0274,72.19699804193567,72.19699804193567,Yes (not lulucf),1.0,1.0,13585200.5131,13585200.5131,23762953935.5486,23762953935.5486,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,
,BDI,RBU,ABS,RBU,conditional,best,,-17%,,,2025,2025,6.978722999999998,53.34174940351066,AR4,SSP1BLIMAGE,8.408099999999997,8.408099999999997,55.859067956036945,55.859067956036945,Yes (not lulucf),1.0,1.0,12601435.6776,12601435.6776,15138455477.2766,15138455477.2766,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,
,BDI,RBU,ABS,RBU,conditional,best,,-20%,,,2030,2030,8.021920000000001,65.77951843354855,AR4,SSP1BLIMAGE,10.0274,10.0274,72.19699804193567,72.19699804193567,Yes (not lulucf),1.0,1.0,13585200.5131,13585200.5131,23762953935.5486,23762953935.5486,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,
,BEL,RBY,RBY,RBY,unconditional,best,,-55%,,,1990,2030,65.81312002857142,63.106546299999984,AR4,SSP1BLIMAGE,149.1429,99.5719,-4.007758700000001,-2.706573728571428,Yes (not lulucf),1.0,1.0,10006544.0,12250333.5425,251967109375.0,659393242087.3198,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,
,BEN,ABS,ABS,NGT,unconditional,best,37 MtCO2eq,,,,2030,2030,37.0,47.597408800000004,AR4,SSP1BLIMAGE,38.5,38.5,10.597408800000002,10.597408800000002,,0.8304099655515363,0.8304099655515363,14288264.4851,14288264.4851,49762850151.7502,49762850151.7502,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,
,BEN,ABS,ABS,NGT,conditional,best,32.5 MtCO2eq,,,,2030,2030,32.5,43.097408800000004,AR4,SSP1BLIMAGE,38.5,38.5,10.597408800000002,10.597408800000002,,0.8304099655515363,0.8304099655515363,14288264.4851,14288264.4851,49762850151.7502,49762850151.7502,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,
,BFA,ABU,ABS,RBU,unconditional,best,,-6.608 MtCO2eq,,,2025,2025,31.63749999999999,98.708,AR4,SSP1BLIMAGE,38.24549999999999,38.24549999999999,67.07050000000001,67.07050000000001,,1.0,1.0,22529087.1087,22529087.1087,52867090514.8729,52867090514.8729,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,
,BFA,ABU,ABS,RBU,unconditional,best,,-7.8083 MtCO2eq,,,2030,2030,34.970299999999995,110.51469999999999,AR4,SSP1BLIMAGE,42.7786,42.7786,75.5444,75.5444,,1.0,1.0,24617515.6537,24617515.6537,77805752999.62401,77805752999.62401,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,
,BFA,ABU,ABS,RBU,conditional,best,,-18.437 MtCO2eq,,,2025,2025,19.808499999999995,86.879,AR4,SSP1BLIMAGE,38.24549999999999,38.24549999999999,67.07050000000001,67.07050000000001,,1.0,1.0,22529087.1087,22529087.1087,52867090514.8729,52867090514.8729,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,
,BFA,ABU,ABS,RBU,conditional,best,,-21.57463 MtCO2eq,,,2030,2030,21.203969999999998,96.74837,AR4,SSP1BLIMAGE,42.7786,42.7786,75.5444,75.5444,,1.0,1.0,24617515.6537,24617515.6537,77805752999.62401,77805752999.62401,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,
,BFA,ABS,ABS,RBU,unconditional,best,,98.708 MtCO2eq,,,2025,2025,31.63749999999999,98.708,AR4,SSP1BLIMAGE,38.24549999999999,38.24549999999999,67.07050000000001,67.07050000000001,,1.0,1.0,22529087.1087,22529087.1087,52867090514.8729,52867090514.8729,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,
,BFA,ABS,ABS,RBU,unconditional,best,,110.515 MtCO2eq,,,2030,2030,34.970600000000005,110.515,AR4,SSP1BLIMAGE,42.7786,42.7786,75.5444,75.5444,,1.0,1.0,24617515.6537,24617515.6537,77805752999.62401,77805752999.62401,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,
,BFA,ABS,ABS,RBU,conditional,best,,86.879 MtCO2eq,,,2025,2025,19.808499999999995,86.879,AR4,SSP1BLIMAGE,38.24549999999999,38.24549999999999,67.07050000000001,67.07050000000001,,1.0,1.0,22529087.1087,22529087.1087,52867090514.8729,52867090514.8729,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,
,BFA,ABS,ABS,RBU,conditional,best,,96.749 MtCO2eq,,,2030,2030,21.2046,96.749,AR4,SSP1BLIMAGE,42.7786,42.7786,75.5444,75.5444,,1.0,1.0,24617515.6537,24617515.6537,77805752999.62401,77805752999.62401,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,
,BFA,RBU,ABS,RBU,unconditional,best,,-6.27%,,,2025,2025,31.64218679999999,98.7126868,AR4,SSP1BLIMAGE,38.24549999999999,38.24549999999999,67.07050000000001,67.07050000000001,Yes (not lulucf),1.0,1.0,22529087.1087,22529087.1087,52867090514.8729,52867090514.8729,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,
,BFA,RBU,ABS,RBU,unconditional,best,,-6.6%,,,2030,2030,34.96928199999999,110.51368199999999,AR4,SSP1BLIMAGE,42.7786,42.7786,75.5444,75.5444,Yes (not lulucf),1.0,1.0,24617515.6537,24617515.6537,77805752999.62401,77805752999.62401,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,
,BFA,RBU,ABS,RBU,conditional,best,,-17.47%,,,2025,2025,19.846794799999998,86.91729480000001,AR4,SSP1BLIMAGE,38.24549999999999,38.24549999999999,67.07050000000001,67.07050000000001,Yes (not lulucf),1.0,1.0,22529087.1087,22529087.1087,52867090514.8729,52867090514.8729,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,
,BFA,RBU,ABS,RBU,conditional,best,,-18.2%,,,2030,2030,21.243814,96.788214,AR4,SSP1BLIMAGE,42.7786,42.7786,75.5444,75.5444,Yes (not lulucf),1.0,1.0,24617515.6537,24617515.6537,77805752999.62401,77805752999.62401,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,
,BGD,ABU,ABS,RBU,unconditional,best,-12 MtCO2eq_SAR,,,,2030,2030,347.9330606063087,367.1833190348801,AR4,SSP1BLIMAGE,360.6961722966939,360.6961722966939,19.250258428571428,19.250258428571428,,0.6192887644940396,0.6192887644940396,174047443.9566,174047443.9566,1329448136218.8591,1329448136218.8591,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,NO,NO,
,BGD,ABU,ABS,RBU,conditional,best,-36 MtCO2eq_SAR,,,,2030,2030,322.4068372255383,341.65709565410975,AR4,SSP1BLIMAGE,360.6961722966939,360.6961722966939,19.250258428571428,19.250258428571428,,0.6192887644940396,0.6192887644940396,174047443.9566,174047443.9566,1329448136218.8591,1329448136218.8591,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,NO,NO,
